序号,信号时间,方向,成交价,ATR,ATR%,EMA70偏离度%,前3K涨幅%,是否确认,出场时间,出场价,持仓K数,R值,出场原因,年份
1,2026-08-19 20:00,做多,64705.7,388.77,0.603,-1.05,-0.33,确认,2026-08-21 16:00,78940.95,11,63.743,止盈,2026
2,2026-08-18 20:00,做多,64541.5,386.62,0.601,-1.1,-0.28,确认,2026-08-19 12:00,64541.5,4,0.0,KAMA跟踪止损,2026
3,2026-08-18 00:00,做多,64199.9,373.84,0.583,-1.35,1.2,弱突破,2026-08-18 00:00,64281.87,0,0.219,弱突破平仓,2026
4,2026-08-12 20:00,做空,63518.3,432.19,0.673,-1.68,-1.0,弱突破,2026-08-12 20:00,63422.46,0,0.222,弱突破平仓,2026
5,2026-08-11 20:00,做空,63828.0,421.38,0.655,-1.53,-0.66,确认,2026-08-12 12:00,63828.0,4,0.0,KAMA跟踪止损,2026
6,2026-08-11 00:00,做空,64180.7,441.27,0.687,-1.74,1.04,弱突破,2026-08-11 00:00,64017.73,0,0.369,弱突破平仓,2026
7,2026-08-07 16:00,做多,64518.2,525.6,0.818,-1.82,-0.19,确认,2026-08-10 20:00,64733.06,19,0.409,KAMA跟踪止损,2026
8,2026-08-06 00:00,做多,64714.4,580.19,0.902,-1.81,0.32,弱突破,2026-08-06 00:00,64801.15,0,0.15,弱突破平仓,2026
9,2026-07-31 08:00,做空,64572.5,615.73,0.951,-1.74,0.02,弱突破,2026-07-31 08:00,64344.68,0,0.37,弱突破平仓,2026
10,2026-07-27 20:00,做空,64876.08,474.59,0.729,-1.48,0.46,确认,2026-07-29 12:00,64387.76,10,-0.369,KAMA跟踪止损,2026
11,2026-07-24 20:00,做空,64733.3,584.43,0.898,-1.73,0.03,确认,2026-07-26 12:00,64562.36,10,0.292,KAMA跟踪止损,2026
12,2026-07-23 20:00,做空,65314.18,587.09,0.896,-1.1,0.84,确认,2026-07-24 12:00,65314.18,4,0.0,KAMA跟踪止损,2026
13,2026-07-23 12:00,做空,65552.03,604.58,0.921,-0.94,0.59,弱突破,2026-07-23 12:00,65405.89,0,0.242,弱突破平仓,2026
14,2026-07-20 20:00,做多,65084.6,601.23,0.925,-1.97,0.44,确认,2026-07-22 20:00,65612.95,12,-0.049,KAMA跟踪止损,2026
15,2026-05-28 04:00,做空,74658.0,760.98,1.014,-1.66,1.2,弱突破,2026-05-28 04:00,74418.0,0,0.315,弱突破平仓,2026
16,2026-05-27 00:00,做空,76240.7,773.72,1.012,0.17,0.19,弱突破,2026-05-27 00:00,76024.4,0,0.28,弱突破平仓,2026
17,2026-05-24 04:00,做多,75970.33,753.85,0.993,-0.48,1.85,确认,2026-05-26 08:00,76633.36,13,0.009,KAMA跟踪止损,2026
18,2026-05-22 20:00,做空,77147.4,692.99,0.895,1.43,0.25,确认,2026-05-24 00:00,75815.0,7,1.934,KAMA跟踪止损,2026
19,2026-05-21 16:00,做空,77191.4,720.05,0.925,1.99,-0.28,弱突破,2026-05-21 16:00,77157.3,0,0.047,弱突破平仓,2026
20,2026-05-21 08:00,做多,77820.24,727.17,0.938,1.6,0.2,弱突破,2026-05-21 08:00,78039.67,0,0.302,弱突破平仓,2026
21,2026-05-18 04:00,做空,77815.25,705.84,0.901,2.82,-0.3,确认,2026-05-20 12:00,77416.57,14,-0.897,KAMA跟踪止损,2026
22,2026-05-17 16:00,做多,78288.8,719.13,0.92,2.52,-0.11,弱突破,2026-05-17 16:00,78375.06,0,0.12,弱突破平仓,2026
23,2026-05-15 20:00,做空,80269.59,829.08,1.029,5.85,0.58,确认,2026-05-17 12:00,78231.44,10,2.588,KAMA跟踪止损,2026
24,2026-05-13 20:00,做空,80377.5,739.03,0.918,6.01,-0.0,确认,2026-05-14 20:00,80377.5,6,-1.849,KAMA跟踪止损,2026
25,2026-05-13 08:00,做多,80968.6,744.19,0.925,6.15,-0.35,弱突破,2026-05-13 08:00,81217.1,0,0.334,弱突破平仓,2026
26,2026-05-06 16:00,做多,81745.51,835.22,1.027,8.66,-0.28,确认,2026-05-07 08:00,81745.51,4,0.0,KAMA跟踪止损,2026
27,2026-05-04 08:00,做多,79426.88,638.87,0.814,5.65,-0.12,确认,2026-05-04 16:00,78788.01,2,-1.0,前3K止损,2026
28,2026-05-03 04:00,做多,78558.3,680.74,0.868,5.71,0.33,弱突破,2026-05-03 04:00,78654.91,0,0.142,弱突破平仓,2026
29,2026-05-01 08:00,做多,76623.1,773.25,1.013,3.16,0.35,确认,2026-05-02 04:00,77734.89,5,0.538,KAMA跟踪止损,2026
30,2026-04-30 20:00,做多,76417.07,825.6,1.086,2.8,0.37,弱突破,2026-04-30 20:00,76429.2,0,0.015,弱突破平仓,2026
31,2026-04-30 00:00,做空,75679.74,828.27,1.092,2.68,1.41,弱突破,2026-04-30 00:00,75528.45,0,0.183,弱突破平仓,2026
32,2026-04-29 20:00,做空,76142.69,772.9,0.997,4.96,-1.65,弱突破,2026-04-29 20:00,75875.02,0,0.346,弱突破平仓,2026
33,2026-04-29 16:00,做多,77430.9,763.96,0.992,4.22,0.93,弱突破,2026-04-29 16:00,77555.8,0,0.163,弱突破平仓,2026
34,2026-04-27 20:00,做空,77414.4,786.37,1.011,5.47,1.03,确认,2026-04-29 08:00,77061.1,9,-0.647,KAMA跟踪止损,2026
35,2026-04-26 12:00,做多,77608.3,761.56,0.985,5.0,0.07,确认,2026-04-27 12:00,77699.73,6,-1.674,KAMA跟踪止损,2026
36,2026-04-22 12:00,做多,77701.88,1013.88,1.308,5.94,2.23,弱突破,2026-04-22 12:00,77979.8,0,0.274,弱突破平仓,2026
37,2026-04-22 00:00,做空,75462.0,936.6,1.236,3.84,-0.17,确认,2026-04-22 08:00,76398.6,2,-1.0,前3K止损,2026
38,2026-04-21 00:00,做多,75716.6,945.22,1.249,3.81,1.45,确认,2026-04-21 20:00,75716.6,5,0.0,KAMA跟踪止损,2026
39,2026-04-20 20:00,做多,75534.66,939.4,1.25,3.1,1.91,弱突破,2026-04-20 20:00,75677.21,0,0.152,弱突破平仓,2026
40,2026-04-20 04:00,做空,74576.5,900.76,1.202,2.9,0.36,确认,2026-04-20 12:00,75477.26,2,-1.0,前3K止损,2026
41,2026-04-19 12:00,做空,75314.0,895.92,1.187,3.65,0.85,弱突破,2026-04-19 12:00,75205.7,0,0.121,弱突破平仓,2026
42,2026-04-19 00:00,做空,75726.2,959.76,1.261,4.58,1.08,弱突破,2026-04-19 00:00,75610.79,0,0.12,弱突破平仓,2026
43,2026-04-17 20:00,做多,76335.41,950.57,1.258,3.9,0.57,确认,2026-04-18 16:00,76335.41,5,0.0,KAMA跟踪止损,2026
44,2026-04-17 16:00,做多,75496.4,928.1,1.237,3.2,-0.36,弱突破,2026-04-17 16:00,75542.1,0,0.049,弱突破平仓,2026
45,2026-04-17 00:00,做多,75134.66,951.02,1.274,2.86,-0.26,弱突破,2026-04-17 00:00,75309.88,0,0.184,弱突破平仓,2026
46,2026-04-16 00:00,做多,74465.9,926.5,1.255,1.79,-0.66,确认,2026-04-16 16:00,74465.9,4,0.0,KAMA跟踪止损,2026
47,2026-04-15 12:00,做空,73789.7,948.2,1.276,2.47,1.3,弱突破,2026-04-15 12:00,73705.1,0,0.089,弱突破平仓,2026
48,2026-04-14 00:00,做多,72423.4,841.77,1.172,-0.79,1.24,确认,2026-04-15 00:00,73994.61,6,1.409,KAMA跟踪止损,2026
49,2026-04-12 20:00,做空,71268.62,861.74,1.206,-1.24,2.15,弱突破,2026-04-12 20:00,70856.2,0,0.479,弱突破平仓,2026
50,2026-04-12 00:00,做多,72945.0,862.86,1.185,0.6,-0.02,确认,2026-04-12 08:00,72082.14,2,-1.0,前3K止损,2026
51,2026-04-10 20:00,做多,72349.9,974.14,1.351,-0.38,0.47,弱突破,2026-04-10 20:00,72411.6,0,0.063,弱突破平仓,2026
52,2026-04-09 20:00,做多,71518.7,934.79,1.315,-1.72,0.09,确认,2026-04-10 12:00,71518.7,4,0.0,KAMA跟踪止损,2026
53,2026-01-19 04:00,做空,94852.28,747.85,0.784,1.74,-0.37,确认,2026-01-21 20:00,89740.72,16,10.734,KAMA跟踪止损,2026
54,2026-01-19 00:00,做多,95326.1,762.95,0.802,1.46,-0.09,弱突破,2026-01-19 00:00,95337.29,0,0.015,弱突破平仓,2026
55,2026-01-16 20:00,做空,95111.66,1035.11,1.085,1.83,0.19,确认,2026-01-17 12:00,95111.66,4,0.0,KAMA跟踪止损,2026
56,2026-01-13 20:00,做多,92644.88,876.84,0.953,-1.6,0.78,确认,2026-01-15 20:00,95881.39,12,5.632,KAMA跟踪止损,2026
57,2026-01-07 00:00,做空,93104.68,852.11,0.91,-0.28,0.13,确认,2026-01-09 20:00,91542.61,17,1.548,KAMA跟踪止损,2026
58,2026-01-05 20:00,做多,93345.69,783.92,0.842,-0.82,1.73,确认,2026-01-06 12:00,93345.69,4,0.0,KAMA跟踪止损,2026
59,2025-11-02 16:00,做多,110988.0,1210.04,1.092,-1.76,0.54,弱突破,2025-11-02 16:00,111145.3,0,0.13,弱突破平仓,2025
60,2025-10-30 00:00,做空,111350.35,1230.65,1.104,-1.55,0.9,确认,2025-10-30 16:00,111350.35,4,0.0,KAMA跟踪止损,2025
61,2025-10-29 04:00,做空,113501.2,1200.72,1.056,0.31,0.42,确认,2025-10-29 20:00,113501.2,4,-1.699,KAMA跟踪止损,2025
62,2025-10-26 16:00,做多,111862.7,1165.94,1.044,-1.43,0.09,确认,2025-10-28 04:00,114546.34,9,3.069,KAMA跟踪止损,2025
63,2025-10-14 12:00,做空,113212.2,1863.11,1.642,-1.17,0.71,确认,2025-10-15 04:00,113212.2,4,0.0,KAMA跟踪止损,2025
64,2025-10-14 08:00,做空,113756.75,1848.11,1.605,0.24,-0.86,弱突破,2025-10-14 08:00,113440.9,0,0.171,弱突破平仓,2025
65,2025-10-14 00:00,做多,115505.88,1911.14,1.673,-0.51,-0.45,弱突破,2025-10-14 00:00,115745.29,0,0.125,弱突破平仓,2025
66,2025-10-13 16:00,做空,114200.0,1930.39,1.674,0.44,-0.92,弱突破,2025-10-13 16:00,114129.2,0,0.037,弱突破平仓,2025
67,2025-10-13 04:00,做多,114632.5,2033.17,1.779,-0.47,2.53,弱突破,2025-10-13 04:00,114894.4,0,0.129,弱突破平仓,2025
68,2025-10-13 00:00,做多,113677.59,2060.52,1.821,-1.48,2.25,弱突破,2025-10-13 00:00,114288.8,0,0.297,弱突破平仓,2025
69,2025-10-10 20:00,做空,120815.78,1328.94,1.094,5.71,0.06,确认,2025-10-11 04:00,106317.89,2,18.65,止盈,2025
70,2025-10-08 16:00,做多,122244.0,1243.95,1.023,5.86,-0.01,弱突破,2025-10-08 16:00,122825.7,0,0.468,弱突破平仓,2025
71,2025-10-03 20:00,做多,120508.37,1006.05,0.836,5.93,-0.14,确认,2025-10-06 00:00,122412.22,13,1.685,KAMA跟踪止损,2025
72,2025-10-01 16:00,做多,114720.49,867.41,0.758,1.21,0.16,确认,2025-10-03 12:00,119863.31,11,8.806,KAMA跟踪止损,2025
73,2025-09-30 16:00,做空,113531.7,832.48,0.732,0.62,0.48,确认,2025-10-01 00:00,114364.18,2,-1.0,前3K止损,2025
74,2025-09-29 20:00,做多,112379.2,780.44,0.697,-0.78,-0.06,确认,2025-09-30 12:00,113592.91,4,0.771,KAMA跟踪止损,2025
75,2025-09-25 12:00,做空,112174.71,907.98,0.807,-0.51,0.67,确认,2025-09-27 00:00,110047.92,9,1.51,KAMA跟踪止损,2025
76,2025-09-25 08:00,做空,112763.7,887.98,0.784,0.02,-0.24,弱突破,2025-09-25 08:00,112534.03,0,0.259,弱突破平仓,2025
77,2025-09-24 20:00,做多,113126.88,908.87,0.804,-0.22,0.93,弱突破,2025-09-24 20:00,113297.0,0,0.187,弱突破平仓,2025
78,2025-09-24 16:00,做多,112732.8,916.29,0.814,-0.61,0.83,弱突破,2025-09-24 16:00,112982.85,0,0.273,弱突破平仓,2025
79,2025-09-24 00:00,做空,111821.53,851.96,0.755,-0.35,-0.47,弱突破,2025-09-24 00:00,111611.8,0,0.246,弱突破平仓,2025
80,2025-09-22 08:00,做空,115137.6,646.5,0.561,1.69,0.31,确认,2025-09-23 12:00,112903.19,7,2.77,KAMA跟踪止损,2025
81,2025-09-20 20:00,做多,115928.0,810.15,0.699,2.3,0.23,弱突破,2025-09-20 20:00,115928.5,0,0.001,弱突破平仓,2025
82,2025-09-20 00:00,做空,115417.17,888.53,0.767,2.36,0.94,弱突破,2025-09-20 00:00,115082.4,0,0.377,弱突破平仓,2025
83,2025-09-19 20:00,做空,116254.32,878.85,0.755,2.82,0.57,弱突破,2025-09-19 20:00,115827.0,0,0.486,弱突破平仓,2025
84,2025-09-19 16:00,做空,116570.0,882.86,0.756,3.26,0.48,弱突破,2025-09-19 16:00,116348.1,0,0.251,弱突破平仓,2025
85,2025-09-18 08:00,做多,116940.0,915.26,0.786,3.03,0.17,确认,2025-09-19 04:00,116940.0,5,0.0,KAMA跟踪止损,2025
86,2025-09-17 00:00,做多,115972.12,808.9,0.698,2.66,0.54,确认,2025-09-17 20:00,115972.12,5,0.0,KAMA跟踪止损,2025
87,2025-09-16 12:00,做多,115549.9,774.39,0.672,2.11,0.38,弱突破,2025-09-16 12:00,115783.3,0,0.301,弱突破平仓,2025
88,2025-09-10 12:00,做多,111694.69,937.04,0.841,-0.77,0.58,确认,2025-09-14 20:00,115202.29,26,5.25,KAMA跟踪止损,2025
89,2025-09-09 20:00,做空,111065.9,923.4,0.822,0.09,-0.33,弱突破,2025-09-09 20:00,110830.1,0,0.255,弱突破平仓,2025
90,2025-09-09 12:00,做多,112634.9,892.06,0.799,-0.55,-0.81,弱突破,2025-09-09 12:00,112952.4,0,0.356,弱突破平仓,2025
91,2025-09-08 16:00,做多,111563.7,903.65,0.812,-0.96,0.01,确认,2025-09-09 08:00,111687.12,4,0.137,KAMA跟踪止损,2025
92,2025-09-07 16:00,做多,110869.5,1008.85,0.911,-1.43,0.66,弱突破,2025-09-07 16:00,111249.6,0,0.377,弱突破平仓,2025
93,2025-09-07 12:00,做多,110700.0,1038.0,0.939,-1.55,0.23,弱突破,2025-09-07 12:00,110710.7,0,0.01,弱突破平仓,2025
94,2025-09-07 00:00,做空,110293.3,1141.3,1.034,-1.81,0.64,弱突破,2025-09-07 00:00,109988.76,0,0.267,弱突破平仓,2025
95,2025-09-06 20:00,做空,110504.9,1166.45,1.053,-1.44,-0.11,弱突破,2025-09-06 20:00,110324.2,0,0.155,弱突破平仓,2025
96,2025-09-05 12:00,做多,111726.7,1163.7,1.046,-1.02,1.65,确认,2025-09-05 20:00,110563.0,2,-1.0,前3K止损,2025
97,2025-09-04 12:00,做空,111089.85,1131.15,1.018,-1.22,0.96,确认,2025-09-05 04:00,110799.34,4,0.257,KAMA跟踪止损,2025
98,2025-09-03 20:00,做多,111732.8,1158.22,1.04,-1.01,0.18,弱突破,2025-09-03 20:00,112171.6,0,0.379,弱突破平仓,2025
99,2025-08-29 12:00,做空,111275.3,1228.29,1.1,-1.14,0.88,确认,2025-08-31 08:00,109069.62,11,1.21,KAMA跟踪止损,2025
100,2025-08-29 08:00,做空,111829.4,1223.34,1.087,-0.49,0.32,弱突破,2025-08-29 08:00,111650.97,0,0.146,弱突破平仓,2025
101,2025-08-29 00:00,做空,111892.4,1249.55,1.109,-0.38,-0.61,弱突破,2025-08-29 00:00,111869.39,0,0.018,弱突破平仓,2025
102,2025-08-28 12:00,做多,112550.0,1290.21,1.152,-0.98,-0.01,弱突破,2025-08-28 12:00,113079.2,0,0.41,弱突破平仓,2025
103,2025-08-27 20:00,做多,111771.31,1284.16,1.154,-1.6,-0.39,弱突破,2025-08-27 20:00,111965.1,0,0.151,弱突破平仓,2025
104,2025-08-25 00:00,做空,114327.3,1006.23,0.88,0.98,0.55,确认,2025-08-27 04:00,111173.17,13,3.434,KAMA跟踪止损,2025
105,2025-08-24 20:00,做空,114576.3,1031.94,0.9,1.26,0.59,弱突破,2025-08-24 20:00,114375.0,0,0.195,弱突破平仓,2025
106,2025-08-24 16:00,做空,114814.2,1061.99,0.925,1.4,0.22,弱突破,2025-08-24 16:00,114701.9,0,0.106,弱突破平仓,2025
107,2025-08-22 20:00,做多,113486.12,1045.96,0.932,-0.82,-0.16,确认,2025-08-23 20:00,114734.63,6,-0.603,KAMA跟踪止损,2025
108,2025-08-22 00:00,做空,112579.24,1068.74,0.948,-0.31,1.02,弱突破,2025-08-22 00:00,112154.9,0,0.397,弱突破平仓,2025
109,2025-08-21 20:00,做空,112980.57,1053.56,0.931,0.02,0.97,弱突破,2025-08-21 20:00,112748.8,0,0.22,弱突破平仓,2025
110,2025-08-21 16:00,做空,113522.86,1058.11,0.93,0.66,0.34,弱突破,2025-08-21 16:00,113113.27,0,0.387,弱突破平仓,2025
111,2025-08-19 20:00,做空,114319.9,1070.98,0.928,2.1,0.62,确认,2025-08-21 00:00,114319.9,7,0.0,KAMA跟踪止损,2025
112,2025-08-19 08:00,做空,114783.65,1034.52,0.89,2.74,-1.1,弱突破,2025-08-19 08:00,114768.29,0,0.015,弱突破平仓,2025
113,2025-08-18 08:00,做空,117254.19,967.66,0.825,3.86,0.76,确认,2025-08-19 04:00,116884.87,5,-1.408,KAMA跟踪止损,2025
114,2025-08-18 00:00,做空,117627.35,983.81,0.832,4.6,-0.48,弱突破,2025-08-18 00:00,117527.1,0,0.102,弱突破平仓,2025
115,2025-08-17 16:00,做多,118187.0,1031.6,0.875,4.38,0.28,弱突破,2025-08-17 16:00,118253.9,0,0.065,弱突破平仓,2025
116,2025-08-15 20:00,做空,117974.95,1270.71,1.068,5.52,-0.61,确认,2025-08-17 12:00,117974.95,10,0.0,KAMA跟踪止损,2025
117,2025-08-13 16:00,做多,120268.1,1093.51,0.915,6.31,-0.05,弱突破,2025-08-13 16:00,120546.8,0,0.255,弱突破平仓,2025
118,2025-08-12 20:00,做多,119246.4,1091.65,0.922,5.65,-0.15,确认,2025-08-13 12:00,119246.4,4,0.0,KAMA跟踪止损,2025
119,2025-08-10 08:00,做多,117190.82,904.86,0.777,4.42,-0.55,确认,2025-08-12 00:00,119135.76,10,2.55,KAMA跟踪止损,2025
120,2025-08-10 04:00,做空,116469.03,919.1,0.789,4.49,0.17,弱突破,2025-08-10 04:00,116422.0,0,0.051,弱突破平仓,2025
121,2025-08-09 16:00,做多,116950.1,953.9,0.817,4.68,0.27,弱突破,2025-08-09 16:00,117065.0,0,0.12,弱突破平仓,2025
122,2025-08-07 16:00,做多,115228.5,997.91,0.87,3.2,-0.4,确认,2025-08-08 20:00,116079.0,7,-0.489,KAMA跟踪止损,2025
123,2025-08-06 20:00,做多,114390.1,1027.46,0.9,2.86,0.1,确认,2025-08-07 12:00,114390.1,4,0.0,KAMA跟踪止损,2025
124,2025-08-05 20:00,做空,113681.44,1008.4,0.879,3.5,0.19,确认,2025-08-06 12:00,113681.44,4,0.0,KAMA跟踪止损,2025
125,2025-08-05 12:00,做空,114214.51,1010.49,0.885,2.99,0.49,弱突破,2025-08-05 12:00,113924.7,0,0.287,弱突破平仓,2025
126,2025-08-04 00:00,做多,114203.12,1105.14,0.97,2.91,0.31,弱突破,2025-08-04 00:00,114259.1,0,0.051,弱突破平仓,2025
127,2025-08-03 16:00,做多,113691.82,1159.48,1.02,2.68,1.31,弱突破,2025-08-03 16:00,113814.94,0,0.106,弱突破平仓,2025
128,2025-08-01 04:00,做空,116695.6,1087.46,0.932,5.68,1.6,确认,2025-08-03 08:00,113494.75,13,4.363,KAMA跟踪止损,2025
129,2025-07-29 20:00,做空,117415.2,1008.85,0.851,7.7,-0.44,弱突破,2025-07-29 20:00,117351.44,0,0.063,弱突破平仓,2025
130,2025-07-21 12:00,做多,118856.6,1192.56,1.007,9.68,-0.25,弱突破,2025-07-21 12:00,119344.28,0,0.409,弱突破平仓,2025
131,2025-07-21 04:00,做空,117706.96,1108.74,0.938,9.75,-0.14,弱突破,2025-07-21 04:00,117230.1,0,0.43,弱突破平仓,2025
132,2025-07-18 20:00,做空,118395.11,1448.14,1.215,11.3,-0.0,弱突破,2025-07-18 20:00,117851.82,0,0.375,弱突破平仓,2025
133,2025-07-10 00:00,做多,109737.9,772.77,0.709,5.0,0.65,确认,2025-07-12 20:00,117271.42,17,17.606,KAMA跟踪止损,2025
134,2025-07-08 16:00,做多,108475.0,751.65,0.693,4.66,0.43,弱突破,2025-07-08 16:00,108713.1,0,0.317,弱突破平仓,2025
135,2025-07-07 20:00,做空,108525.1,734.48,0.676,4.97,0.5,弱突破,2025-07-07 20:00,108252.0,0,0.372,弱突破平仓,2025
136,2025-07-06 20:00,做多,108211.0,684.95,0.634,4.54,-0.13,确认,2025-07-07 16:00,108595.46,5,-0.539,KAMA跟踪止损,2025
137,2025-07-05 00:00,做空,107447.09,914.69,0.851,4.39,1.52,弱突破,2025-07-05 00:00,107429.97,0,0.019,弱突破平仓,2025
