序号,信号时间,方向,成交4H开盘价,成交价,ATR,ATR%,EMA70偏离度%,前3K涨幅%,EMA斜率%,突破实体/ATR,入场基准,是否确认,初始止损,止盈价,出场时间,出场价,持仓K数,R值,是否加仓,出场原因,年份
672,2020-09-21 16:00,做空,10896.0,10812.76,123.26,1.131,1.89,-0.3,0.22,2.12,回调极值,确认,10936.02,9515.23,2020-09-23 04:00,10563.09,9,0.829,加仓,KAMA跟踪止损,2020
673,2020-09-21 08:00,做多,10915.52,10953.22,126.6,1.16,1.98,-0.29,0.37,0.31,回调极值,弱突破,,,2020-09-21 08:00,10955.0,0,0.014,,弱突破平仓,2020
674,2020-09-20 20:00,做空,10946.99,10890.29,123.37,1.127,2.28,1.15,0.37,0.96,回调极值,弱突破,,,2020-09-20 20:00,10829.0,0,0.497,,弱突破平仓,2020
675,2020-09-19 16:00,做多,10892.63,10974.99,122.99,1.129,1.84,0.31,0.34,1.94,突破K极值,确认,10852.0,13389.49,2020-09-20 08:00,10974.99,4,0.0,,KAMA跟踪止损,2020
676,2020-09-19 00:00,做空,10892.71,10861.96,133.18,1.223,1.94,0.23,0.24,0.25,突破K极值,弱突破,,,2020-09-19 00:00,10858.76,0,0.024,,弱突破平仓,2020
677,2020-09-18 04:00,做多,10910.57,10918.8,142.37,1.305,2.18,0.3,0.09,0.17,突破K极值,弱突破,,,2020-09-18 04:00,10935.33,0,0.116,,弱突破平仓,2020
678,2020-09-16 20:00,做多,10893.77,10937.52,146.95,1.349,2.09,1.09,-0.05,0.71,突破K极值,弱突破,,,2020-09-16 20:00,10998.0,0,0.412,,弱突破平仓,2020
679,2020-09-16 12:00,做多,10772.61,10869.99,147.4,1.368,0.95,-0.08,-0.05,0.94,突破K极值,弱突破,,,2020-09-16 12:00,10910.7,0,0.276,,弱突破平仓,2020
680,2020-09-14 20:00,做多,10465.45,10474.99,138.23,1.321,-1.82,1.33,-0.32,1.61,突破K极值,确认,10336.76,12779.49,2020-09-15 16:00,10598.97,5,-0.178,加仓,KAMA跟踪止损,2020
681,2020-09-13 16:00,做空,10540.05,10402.0,144.85,1.374,-1.12,-0.78,-0.45,1.5,突破K极值,确认,10546.85,9153.76,2020-09-14 16:00,10402.0,6,0.0,,KAMA跟踪止损,2020
682,2020-09-03 20:00,做空,11218.98,11189.71,167.98,1.497,4.13,1.56,0.82,3.19,突破K极值,确认,11357.69,9846.94,2020-09-05 00:00,10509.21,7,5.126,加仓,KAMA跟踪止损,2020
683,2020-09-03 16:00,做空,11408.61,11251.0,161.8,1.418,5.89,-0.09,0.82,1.17,突破K极值,弱突破,,,2020-09-03 16:00,11218.97,0,0.198,,弱突破平仓,2020
684,2020-09-01 12:00,做多,11698.75,11759.0,118.6,1.014,8.57,-0.43,1.28,1.98,回调极值,确认,11640.4,14345.98,2020-09-02 12:00,11759.0,6,-2.446,加仓,KAMA跟踪止损,2020
685,2020-08-31 20:00,做多,11689.17,11730.0,118.66,1.015,8.82,-0.21,1.16,0.5,回调极值,弱突破,,,2020-08-31 20:00,11748.99,0,0.16,,弱突破平仓,2020
686,2020-08-29 16:00,做空,11558.99,11456.34,132.89,1.15,8.17,-0.5,1.08,0.82,回调极值,弱突破,,,2020-08-29 16:00,11450.19,0,0.046,,弱突破平仓,2020
687,2020-08-29 12:00,做多,11504.0,11544.88,134.65,1.17,7.65,-0.24,1.08,0.41,回调极值,弱突破,,,2020-08-29 12:00,11558.99,0,0.105,,弱突破平仓,2020
688,2020-08-23 16:00,做空,11621.6,11565.0,143.71,1.237,10.28,-0.22,1.71,0.62,突破K极值,弱突破,,,2020-08-23 16:00,11532.84,0,0.224,,弱突破平仓,2020
689,2020-08-14 04:00,做多,11514.17,11634.72,200.59,1.742,13.84,-0.05,2.41,1.38,回调极值,确认,11434.13,14194.36,2020-08-15 20:00,11735.63,10,0.503,,KAMA跟踪止损,2020
690,2020-07-26 00:00,做多,9594.86,9630.37,74.31,0.774,4.59,0.1,0.64,1.07,回调极值,确认,9556.06,11749.05,2020-07-28 16:00,10634.69,16,22.337,加仓,KAMA跟踪止损,2020
691,2020-07-25 00:00,做多,9554.76,9574.0,73.79,0.772,4.32,-0.1,0.49,0.39,回调极值,弱突破,,,2020-07-25 00:00,9583.65,0,0.131,,弱突破平仓,2020
692,2020-07-23 04:00,做多,9372.24,9384.0,59.58,0.636,2.61,0.76,0.27,2.45,突破K极值,确认,9324.42,11448.48,2020-07-24 12:00,9500.52,8,2.071,加仓,KAMA跟踪止损,2020
693,2020-07-23 00:00,做多,9338.53,9366.25,59.72,0.639,2.24,-0.22,0.27,0.56,回调极值,弱突破,,,2020-07-23 00:00,9372.24,0,0.1,,弱突破平仓,2020
694,2020-07-21 12:00,做多,9180.91,9203.83,50.01,0.545,0.64,0.1,0.16,2.68,回调极值,确认,9153.82,11228.67,2020-07-22 12:00,9297.9,6,0.995,加仓,KAMA跟踪止损,2020
695,2020-07-20 04:00,做多,9167.09,9175.63,51.19,0.558,0.58,0.11,0.1,0.85,突破K极值,确认,9124.44,11194.27,2020-07-20 20:00,9175.63,4,0.0,,KAMA跟踪止损,2020
696,2020-07-20 00:00,做多,9124.5,9162.37,50.99,0.559,0.12,-0.35,0.1,0.84,回调极值,弱突破,,,2020-07-20 00:00,9167.09,0,0.093,,弱突破平仓,2020
697,2020-07-19 16:00,做空,9157.02,9142.63,52.33,0.571,0.47,0.08,0.1,0.57,突破K极值,弱突破,,,2020-07-19 16:00,9126.96,0,0.299,,弱突破平仓,2020
698,2020-07-17 20:00,做多,9139.12,9143.3,64.12,0.702,0.33,0.08,0.14,0.11,突破K极值,弱突破,,,2020-07-17 20:00,9146.19,0,0.045,,弱突破平仓,2020
699,2020-07-16 12:00,做空,9202.5,9156.0,65.71,0.714,1.04,0.02,0.19,1.19,回调极值,弱突破,,,2020-07-16 12:00,9124.21,0,0.484,,弱突破平仓,2020
700,2020-07-16 00:00,做空,9204.2,9190.0,67.62,0.735,1.06,0.33,0.23,0.31,突破K极值,弱突破,,,2020-07-16 00:00,9183.07,0,0.102,,弱突破平仓,2020
701,2020-07-15 00:00,做多,9220.78,9244.44,74.66,0.81,1.27,0.02,0.27,0.63,突破K极值,弱突破,,,2020-07-15 00:00,9267.52,0,0.309,,弱突破平仓,2020
702,2020-07-14 12:00,做空,9218.64,9200.0,73.28,0.795,1.25,0.77,0.27,0.52,回调极值,弱突破,,,2020-07-14 12:00,9180.56,0,0.265,,弱突破平仓,2020
703,2020-07-14 00:00,做空,9290.29,9237.32,73.79,0.794,2.09,-0.19,0.27,0.77,回调极值,弱突破,,,2020-07-14 00:00,9233.45,0,0.052,,弱突破平仓,2020
704,2020-07-12 20:00,做空,9246.53,9231.03,69.74,0.754,1.65,-0.14,0.34,0.46,回调极值,弱突破,,,2020-07-12 20:00,9214.35,0,0.239,,弱突破平仓,2020
705,2020-07-12 08:00,做多,9233.5,9254.27,73.85,0.8,1.57,0.37,0.34,0.5,突破K极值,弱突破,,,2020-07-12 08:00,9270.72,0,0.223,,弱突破平仓,2020
706,2020-07-11 16:00,做空,9269.97,9209.0,77.77,0.839,1.97,-0.38,0.34,0.91,回调极值,弱突破,,,2020-07-11 16:00,9199.39,0,0.124,,弱突破平仓,2020
707,2020-07-11 04:00,做多,9234.43,9253.79,81.07,0.878,1.63,0.88,0.38,0.67,突破K极值,弱突破,,,2020-07-11 04:00,9288.39,0,0.427,,弱突破平仓,2020
708,2020-07-10 20:00,做多,9162.24,9239.0,82.52,0.901,0.84,-0.8,0.38,1.01,回调极值,弱突破,,,2020-07-10 20:00,9245.55,0,0.079,,弱突破平仓,2020
709,2020-07-10 12:00,做空,9225.04,9190.32,82.9,0.899,1.53,-0.15,0.38,0.86,回调极值,弱突破,,,2020-07-10 12:00,9153.71,0,0.442,,弱突破平仓,2020
710,2020-07-08 20:00,做多,9308.0,9320.0,80.03,0.86,2.56,0.53,0.3,1.29,回调极值,确认,9239.97,11370.4,2020-07-09 20:00,9324.93,6,0.062,,KAMA跟踪止损,2020
711,2020-07-08 08:00,做多,9258.51,9295.55,82.37,0.89,2.13,-0.14,0.19,0.63,回调极值,弱突破,,,2020-07-08 08:00,9310.0,0,0.175,,弱突破平仓,2020
712,2020-07-06 12:00,做多,9087.31,9123.0,80.08,0.881,0.3,0.65,0.14,1.4,突破K极值,确认,9042.92,11130.06,2020-07-07 16:00,9225.99,7,0.325,加仓,KAMA跟踪止损,2020
713,2020-07-05 16:00,做空,9062.51,9040.0,76.52,0.844,0.12,0.75,0.11,0.36,突破K极值,弱突破,,,2020-07-05 16:00,9035.32,0,0.061,,弱突破平仓,2020
714,2020-07-02 20:00,做空,9198.51,9171.0,87.24,0.948,1.66,0.38,0.18,1.71,突破K极值,确认,9258.24,8070.48,2020-07-05 00:00,9108.42,13,0.717,,KAMA跟踪止损,2020
715,2020-07-01 20:00,做多,9157.72,9200.0,94.15,1.028,1.22,0.21,0.16,1.13,突破K极值,确认,9105.85,11224.0,2020-07-02 12:00,9200.0,4,0.0,,KAMA跟踪止损,2020
716,2020-06-30 04:00,做多,9157.23,9181.0,112.45,1.228,1.31,0.68,0.18,0.29,突破K极值,弱突破,,,2020-06-30 04:00,9189.48,0,0.075,,弱突破平仓,2020
717,2020-06-30 00:00,做多,9121.78,9136.66,114.16,1.252,0.91,0.32,0.18,0.31,突破K极值,弱突破,,,2020-06-30 00:00,9157.23,0,0.18,,弱突破平仓,2020
718,2020-06-28 00:00,做空,9130.0,9107.34,115.96,1.27,1.08,0.34,0.39,1.7,突破K极值,确认,9223.3,8014.46,2020-06-28 20:00,9107.34,5,0.0,,KAMA跟踪止损,2020
719,2020-06-26 12:00,做空,9241.99,9181.26,122.23,1.323,2.31,-0.07,0.62,0.8,突破K极值,弱突破,,,2020-06-26 12:00,9143.88,0,0.306,,弱突破平仓,2020
720,2020-06-24 16:00,做空,9518.88,9503.0,101.24,1.064,5.49,1.33,0.74,1.79,突破K极值,确认,9604.24,8362.64,2020-06-25 16:00,9325.85,6,1.055,加仓,KAMA跟踪止损,2020
721,2020-06-23 00:00,做多,9489.82,9508.0,99.7,1.051,5.47,1.17,0.71,0.74,突破K极值,确认,9408.3,11599.76,2020-06-24 04:00,9602.64,7,0.103,加仓,KAMA跟踪止损,2020
722,2020-06-22 20:00,做多,9458.44,9470.0,101.27,1.071,5.13,1.78,0.71,0.31,突破K极值,弱突破,,,2020-06-22 20:00,9489.82,0,0.196,,弱突破平仓,2020
723,2020-06-22 16:00,做多,9416.74,9450.0,103.21,1.096,4.66,0.74,0.71,0.41,突破K极值,弱突破,,,2020-06-22 16:00,9458.88,0,0.086,,弱突破平仓,2020
724,2020-06-22 12:00,做多,9380.05,9394.43,104.43,1.113,4.25,0.11,0.71,0.35,突破K极值,弱突破,,,2020-06-22 12:00,9416.73,0,0.214,,弱突破平仓,2020
725,2020-06-22 04:00,做空,9347.82,9301.0,105.3,1.126,4.13,0.17,0.65,0.52,突破K极值,弱突破,,,2020-06-22 04:00,9293.51,0,0.071,,弱突破平仓,2020
726,2020-06-19 08:00,做空,9381.99,9272.41,126.84,1.352,4.86,0.49,0.83,0.89,突破K极值,弱突破,,,2020-06-19 08:00,9268.73,0,0.029,,弱突破平仓,2020
727,2020-06-18 00:00,做空,9392.99,9355.0,135.64,1.444,5.13,0.67,0.88,0.73,突破K极值,弱突破,,,2020-06-18 00:00,9293.61,0,0.453,,弱突破平仓,2020
728,2020-06-16 08:00,做多,9422.01,9490.83,143.68,1.525,5.84,3.41,0.86,0.96,突破K极值,弱突破,,,2020-06-16 08:00,9559.49,0,0.478,,弱突破平仓,2020
729,2020-06-15 08:00,做空,9339.7,9240.97,123.39,1.321,5.1,0.87,1.04,1.45,突破K极值,确认,9364.36,8132.05,2020-06-16 00:00,9240.97,4,0.0,,KAMA跟踪止损,2020
730,2020-06-08 00:00,做多,9495.7,9715.26,142.49,1.501,8.67,-1.91,1.71,1.94,回调极值,弱突破,,,2020-06-08 00:00,9771.75,0,0.396,,弱突破平仓,2020
731,2020-06-04 20:00,做多,9618.41,9684.85,172.61,1.795,11.15,-0.47,1.95,1.21,回调极值,确认,9512.24,11815.52,2020-06-05 12:00,9743.43,4,0.339,,KAMA跟踪止损,2020
732,2020-05-30 12:00,做多,9392.96,9450.0,152.39,1.622,10.65,-0.15,1.59,0.86,回调极值,弱突破,,,2020-05-30 12:00,9523.52,0,0.482,,弱突破平仓,2020
733,2020-05-27 16:00,做多,8841.73,8892.0,161.26,1.824,5.36,0.52,1.06,1.88,突破K极值,确认,8730.74,10848.24,2020-05-29 16:00,9412.18,12,4.895,加仓,KAMA跟踪止损,2020
734,2020-05-26 20:00,做空,8864.38,8777.0,176.91,1.996,5.92,0.35,1.08,0.81,突破K极值,弱突破,,,2020-05-26 20:00,8720.48,0,0.319,,弱突破平仓,2020
735,2020-05-26 00:00,做多,8775.68,8876.6,184.43,2.102,5.03,-0.05,1.19,0.79,突破K极值,弱突破,,,2020-05-26 00:00,8922.18,0,0.247,,弱突破平仓,2020
736,2020-04-26 16:00,做多,7542.41,7579.0,120.57,1.599,2.73,0.03,0.28,0.95,突破K极值,确认,7458.43,9246.38,2020-04-30 08:00,9246.38,22,26.04,加仓,止盈,2020
737,2020-04-25 12:00,做多,7519.13,7546.97,133.27,1.772,2.56,0.2,-0.05,0.3,突破K极值,弱突破,,,2020-04-25 12:00,7558.47,0,0.086,,弱突破平仓,2020
738,2020-04-19 12:00,做空,7224.64,7151.0,130.16,1.802,-1.71,0.2,-0.67,0.63,回调极值,弱突破,,,2020-04-19 12:00,7142.31,0,0.067,,弱突破平仓,2020
739,2020-03-08 00:00,做空,9121.01,9056.1,116.94,1.282,1.7,-0.25,-0.07,1.92,回调极值,确认,9173.04,7969.37,2020-03-09 12:00,7969.37,9,16.027,加仓,止盈,2020
740,2020-03-05 16:00,做多,8902.92,8950.0,139.1,1.563,-0.72,1.78,-0.26,1.46,突破K极值,确认,8810.9,10919.0,2020-03-06 20:00,9018.46,7,-0.535,加仓,KAMA跟踪止损,2020
741,2020-03-03 12:00,做空,8870.98,8805.5,157.03,1.77,-1.1,-0.48,-0.47,0.71,突破K极值,弱突破,,,2020-03-03 12:00,8759.12,0,0.295,,弱突破平仓,2020
742,2020-02-26 20:00,做空,9170.0,9116.0,162.8,1.775,1.7,1.67,0.77,1.02,突破K极值,确认,9278.8,8022.08,2020-02-27 20:00,8873.35,6,1.275,加仓,KAMA跟踪止损,2020
743,2020-02-26 08:00,做空,9326.0,9247.0,162.95,1.747,3.35,3.18,1.08,0.9,突破K极值,弱突破,,,2020-02-26 08:00,9178.92,0,0.418,,弱突破平仓,2020
744,2020-02-24 08:00,做空,9943.12,9815.25,141.83,1.426,10.53,-1.03,1.22,1.3,回调极值,弱突破,,,2020-02-24 08:00,9759.23,0,0.395,,弱突破平仓,2020
745,2020-02-20 04:00,做空,10150.61,10026.08,176.23,1.736,13.95,-0.82,1.67,3.16,回调极值,确认,10202.31,8822.95,2020-02-23 08:00,9743.16,19,0.646,加仓,KAMA跟踪止损,2020
746,2020-02-18 20:00,做多,9711.84,9821.0,166.41,1.713,9.28,-0.04,1.98,0.76,突破K极值,弱突破,,,2020-02-18 20:00,9837.99,0,0.102,,弱突破平仓,2020
747,2020-02-17 16:00,做空,9762.62,9720.23,170.65,1.748,10.31,-0.07,2.07,0.75,突破K极值,确认,9890.88,8553.8,2020-02-18 08:00,9720.23,4,0.0,,KAMA跟踪止损,2020
748,2020-02-11 20:00,做多,9810.58,9874.77,127.88,1.303,13.8,-0.54,2.52,3.08,回调极值,确认,9746.89,12047.22,2020-02-13 16:00,10276.4,11,3.054,加仓,KAMA跟踪止损,2020
749,2020-02-03 20:00,做空,9356.67,9290.0,136.18,1.455,12.61,-0.2,2.02,0.54,回调极值,弱突破,,,2020-02-03 20:00,9283.16,0,0.05,,弱突破平仓,2020
750,2020-02-03 04:00,做空,9450.0,9355.5,129.03,1.365,14.13,-0.75,2.09,0.87,回调极值,弱突破,,,2020-02-03 04:00,9338.2,0,0.134,,弱突破平仓,2020
751,2020-02-02 08:00,做空,9392.99,9306.0,129.36,1.377,13.86,-0.3,2.19,0.92,回调极值,弱突破,,,2020-02-02 08:00,9274.37,0,0.245,,弱突破平仓,2020
752,2020-01-29 04:00,做多,9018.42,9207.81,134.36,1.49,11.21,-0.31,1.24,2.83,突破K极值,确认,9073.45,11233.53,2020-01-30 08:00,9223.66,7,0.118,,KAMA跟踪止损,2020
753,2020-01-26 16:00,做多,8386.39,8425.0,112.42,1.34,4.19,0.25,0.86,0.85,回调极值,确认,8312.58,10278.5,2020-01-27 16:00,8582.95,6,1.154,加仓,KAMA跟踪止损,2020
754,2020-01-24 20:00,做多,8416.63,8424.97,129.73,1.541,4.9,0.08,1.08,0.71,回调极值,确认,8295.24,10278.46,2020-01-25 08:00,8295.24,3,-1.0,,前3K止损,2020
755,2020-01-23 20:00,做空,8433.8,8404.68,133.81,1.587,5.27,2.89,1.21,0.5,突破K极值,弱突破,,,2020-01-23 20:00,8366.84,0,0.283,,弱突破平仓,2020
756,2020-01-19 16:00,做空,9091.84,8898.88,146.5,1.611,14.54,-2.0,1.74,2.64,突破K极值,确认,9045.38,7831.01,2020-01-22 04:00,8734.33,15,0.472,加仓,KAMA跟踪止损,2020
757,2020-01-14 08:00,做多,8112.99,8165.0,127.66,1.574,4.38,0.41,0.6,2.8,突破K极值,确认,8037.34,9961.3,2020-01-15 12:00,8671.82,7,5.194,加仓,KAMA跟踪止损,2020
758,2020-01-10 20:00,做多,7841.0,7855.0,152.6,1.946,1.27,0.29,0.52,1.48,回调极值,确认,7702.4,9583.1,2020-01-12 04:00,8010.19,8,-0.273,加仓,KAMA跟踪止损,2020
759,2020-01-08 08:00,做多,8150.9,8215.33,135.16,1.658,5.64,3.2,-0.23,1.12,突破K极值,确认,8080.17,10022.7,2020-01-09 00:00,8215.33,4,0.0,,KAMA跟踪止损,2020
760,2020-01-08 04:00,做多,8077.71,8133.0,128.41,1.59,4.67,2.42,-0.23,0.58,突破K极值,弱突破,,,2020-01-08 04:00,8152.49,0,0.152,,弱突破平仓,2020
761,2020-01-07 08:00,做多,7757.74,7808.65,105.02,1.354,0.69,2.88,-0.68,1.34,突破K极值,确认,7703.63,9526.55,2020-01-08 00:00,7808.65,4,-2.562,加仓,KAMA跟踪止损,2020
762,2019-11-08 20:00,做空,9033.39,8938.81,132.49,1.467,-0.61,2.02,0.19,1.6,突破K极值,确认,9071.3,7866.15,2019-11-09 20:00,8870.83,6,0.513,,KAMA跟踪止损,2019
763,2019-11-08 16:00,做空,9148.66,9091.2,126.52,1.383,0.66,0.67,0.19,0.91,回调极值,弱突破,,,2019-11-08 16:00,9033.3,0,0.458,,弱突破平仓,2019
764,2019-11-07 16:00,做空,9267.0,9220.0,131.63,1.42,1.86,0.38,0.33,0.46,突破K极值,弱突破,,,2019-11-07 16:00,9206.51,0,0.102,,弱突破平仓,2019
765,2019-11-07 00:00,做空,9343.6,9305.1,140.07,1.499,2.74,-0.36,0.36,0.29,回调极值,弱突破,,,2019-11-07 00:00,9302.74,0,0.017,,弱突破平仓,2019
766,2019-11-05 04:00,做多,9261.42,9323.76,142.18,1.535,2.0,0.81,0.3,0.94,突破K极值,确认,9181.58,11374.99,2019-11-05 12:00,9181.58,2,-1.0,,前3K止损,2019
767,2019-11-04 20:00,做多,9259.38,9268.0,148.55,1.604,1.97,0.67,0.3,0.22,突破K极值,弱突破,,,2019-11-04 20:00,9292.66,0,0.166,,弱突破平仓,2019
768,2019-11-04 16:00,做多,9187.0,9240.0,150.58,1.639,1.18,0.5,0.3,0.48,回调极值,弱突破,,,2019-11-04 16:00,9259.38,0,0.129,,弱突破平仓,2019
769,2019-11-03 16:00,做空,9246.2,9223.53,168.51,1.823,1.93,0.73,0.23,0.51,突破K极值,弱突破,,,2019-11-03 16:00,9160.31,0,0.375,,弱突破平仓,2019
770,2019-11-03 12:00,做空,9333.61,9266.0,171.51,1.837,2.91,-0.16,0.23,0.51,回调极值,弱突破,,,2019-11-03 12:00,9246.2,0,0.115,,弱突破平仓,2019
771,2019-11-02 20:00,做多,9239.91,9267.83,190.33,2.06,1.9,0.1,0.31,0.42,回调极值,弱突破,,,2019-11-02 20:00,9320.0,0,0.274,,弱突破平仓,2019
772,2019-10-31 20:00,做多,9122.0,9216.0,244.86,2.685,0.71,-0.48,0.4,0.39,回调极值,弱突破,,,2019-10-31 20:00,9218.7,0,0.011,,弱突破平仓,2019
773,2019-10-30 16:00,做空,9176.08,9155.0,273.42,2.98,1.35,0.62,0.44,0.25,突破K极值,弱突破,,,2019-10-30 16:00,9108.87,0,0.169,,弱突破平仓,2019
774,2019-10-30 00:00,做空,9352.65,9269.0,280.34,2.997,3.36,-0.6,0.29,0.43,突破K极值,弱突破,,,2019-10-30 00:00,9233.39,0,0.127,,弱突破平仓,2019
775,2019-10-29 04:00,做空,9409.35,9254.47,300.28,3.191,4.1,0.39,-0.35,0.64,突破K极值,弱突破,,,2019-10-29 04:00,9217.36,0,0.124,,弱突破平仓,2019
776,2019-10-28 00:00,做多,9531.36,9666.0,303.54,3.185,5.49,4.31,-0.91,0.62,突破K极值,弱突破,,,2019-10-28 00:00,9719.99,0,0.178,,弱突破平仓,2019
777,2019-09-19 08:00,做空,10154.7,10097.92,106.74,1.051,-1.95,0.01,-0.17,3.12,回调极值,确认,10204.66,8886.17,2019-09-20 00:00,10008.77,4,-0.443,加仓,KAMA跟踪止损,2019
778,2019-09-18 16:00,做空,10199.39,10171.37,113.35,1.111,-1.53,0.56,-0.17,0.38,回调极值,弱突破,,,2019-09-18 16:00,10156.12,0,0.135,,弱突破平仓,2019
779,2019-09-18 00:00,做多,10201.09,10244.27,123.53,1.211,-1.56,-0.22,-0.12,0.44,突破K极值,弱突破,,,2019-09-18 00:00,10255.91,0,0.094,,弱突破平仓,2019
780,2019-09-16 20:00,做空,10282.03,10275.74,130.52,1.269,-0.83,0.19,-0.06,1.24,突破K极值,确认,10406.26,9042.65,2019-09-17 12:00,10192.16,4,0.64,,KAMA跟踪止损,2019
781,2019-09-14 20:00,做多,10292.13,10353.72,169.99,1.652,-0.79,-0.48,-0.15,0.39,回调极值,弱突破,,,2019-09-14 20:00,10358.0,0,0.025,,弱突破平仓,2019
782,2019-09-12 20:00,做多,10170.0,10205.46,219.29,2.156,-1.98,0.11,0.0,0.71,回调极值,确认,9986.17,12450.66,2019-09-14 00:00,10218.17,7,0.058,,KAMA跟踪止损,2019
783,2019-09-11 00:00,做空,10172.13,10167.91,267.69,2.63,-1.95,1.24,0.0,0.54,突破K极值,确认,10435.6,8947.76,2019-09-12 00:00,10120.92,6,0.176,,KAMA跟踪止损,2019
784,2019-09-10 20:00,做空,10252.7,10206.87,276.37,2.695,-1.22,0.51,0.0,0.27,突破K极值,弱突破,,,2019-09-10 20:00,10179.1,0,0.1,,弱突破平仓,2019
