序号,信号时间,方向,6K极值,回调基准,是否有回调基准,回调基准偏移%,ATR,ATR%,突破K收盘价,突破K最低价,突破K最高价,是否成交,是否确认,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,前3K止损,MFE%,MAE%,可能错过涨幅%,可能错过R值,年份
109,2020-03-19 20:00,做多,5660.0,,否,,335.64,5.93,5887.53,5597.87,5925.0,成交,确认,5660.0,5559.31,6905.2,2020-03-20 16:00,6905.2,5,5.788,止盈,是,6207.57,否,22.1,2.12,,,2020
110,2020-03-23 04:00,做空,5855.68,6073.02,是,3.712,320.52,5.474,5810.17,5730.35,6145.92,成交,确认,6073.02,6169.18,5344.26,2020-03-23 20:00,6073.02,4,0.0,KAMA跟踪止损,否,,否,6.64,-9.01,,,2020
111,2020-03-24 16:00,做多,6689.51,6619.9,是,1.041,313.31,4.684,6732.6,6564.21,6840.0,成交,弱突破,6619.9,6525.91,8076.28,2020-03-24 16:00,6732.6,0,0.36,弱突破平仓,否,,是,0.0,0.0,,,2020
112,2020-03-27 08:00,做多,6777.5,6777.5,是,0.0,248.42,3.665,6790.17,6733.75,6840.0,成交,弱突破,6777.5,6702.97,8268.55,2020-03-27 08:00,6790.17,0,0.051,弱突破平仓,否,,是,0.0,0.0,,,2020
113,2020-03-28 04:00,做空,6566.0,,否,,219.76,3.347,6353.64,6230.0,6689.9,成交,确认,6566.0,6631.93,5778.08,2020-03-30 12:00,6125.55,14,1.938,KAMA跟踪止损,是,6111.06,否,10.9,3.22,,,2020
114,2020-03-30 16:00,做多,6330.0,6206.89,是,1.945,202.24,3.195,6351.23,6230.25,6395.0,未成交,确认,6206.89,6146.22,7572.41,2020-04-01 08:00,6357.73,10,0.746,KAMA跟踪止损,否,,否,6.43,0.53,6.43,0.746,2020
115,2020-04-01 20:00,做空,6240.0,6320.0,是,1.282,170.43,2.731,6225.43,6154.94,6337.0,成交,确认,6320.0,6371.13,5561.6,2020-04-02 04:00,6371.13,2,-0.3,前3K止损,否,,是,2.85,-5.9,,,2020
116,2020-04-02 20:00,做多,6750.0,6750.0,是,0.0,177.94,2.636,6801.0,6616.15,6829.32,成交,弱突破,6750.0,6696.62,8235.0,2020-04-02 20:00,6801.0,0,0.287,弱突破平仓,否,,是,0.0,0.0,,,2020
117,2020-04-06 12:00,做多,6887.2,6839.59,是,0.691,167.68,2.435,7024.02,6839.9,7100.0,未成交,确认,6839.59,6789.29,8344.3,2020-04-07 20:00,7314.58,8,4.14,KAMA跟踪止损,是,7095.36,否,9.03,2.5,9.03,4.14,2020
118,2020-04-09 16:00,做空,7192.0,7192.0,是,0.0,157.45,2.189,7179.77,7135.97,7345.0,成交,弱突破,7192.0,7239.24,6328.96,2020-04-09 16:00,7179.77,0,0.078,弱突破平仓,否,,是,0.0,0.0,,,2020
119,2020-04-10 12:00,做空,7105.98,7105.98,是,0.0,154.76,2.178,6919.58,6860.0,7173.03,成交,确认,7105.98,7152.41,6253.26,2020-04-12 20:00,6950.62,14,-0.185,KAMA跟踪止损,是,6766.65,否,5.14,1.1,,,2020
120,2020-04-13 00:00,做多,7028.0,6908.0,是,1.707,136.05,1.936,7108.63,7007.0,7173.98,未成交,确认,6908.0,6867.19,8427.76,2020-04-13 08:00,6867.19,2,-0.3,前3K止损,否,,是,3.49,-5.07,3.49,-0.3,2020
121,2020-04-15 20:00,做空,6736.84,6793.09,是,0.835,136.35,2.024,6699.85,6672.1,6779.53,未成交,确认,6793.09,6833.99,5977.92,2020-04-16 12:00,6793.09,4,0.0,KAMA跟踪止损,否,,否,4.82,-2.82,4.82,0.0,2020
122,2020-04-16 16:00,做多,6984.7,6878.02,是,1.527,148.27,2.123,7019.97,6864.59,7172.26,成交,确认,6878.02,6833.54,8391.18,2020-04-19 20:00,7067.97,19,0.129,KAMA跟踪止损,是,7238.83,否,5.99,0.68,,,2020
123,2020-04-20 16:00,做空,7055.0,7055.0,是,0.0,118.12,1.674,6964.2,6944.0,7182.0,成交,确认,7055.0,7090.44,6208.4,2020-04-22 12:00,6942.34,11,-0.533,KAMA跟踪止损,是,6766.71,否,4.52,-0.5,,,2020
124,2020-04-22 20:00,做多,6970.0,6940.0,是,0.43,121.27,1.74,7105.69,6922.0,7128.61,成交,确认,6940.0,6903.62,8466.8,2020-04-23 12:00,7026.31,4,0.712,KAMA跟踪止损,否,,否,3.43,1.15,,,2020
125,2020-04-23 20:00,做多,7178.0,7178.0,是,0.0,117.16,1.632,7528.14,7101.77,7802.38,成交,确认,7178.0,7142.85,8757.16,2020-04-24 20:00,7420.74,6,1.216,KAMA跟踪止损,是,7521.05,否,6.14,2.93,,,2020
126,2020-04-27 08:00,做多,7709.57,7709.57,是,0.0,127.13,1.649,7733.26,7631.0,7795.6,成交,弱突破,7709.57,7671.43,9405.68,2020-04-27 08:00,7733.26,0,0.186,弱突破平仓,否,,是,0.0,0.0,,,2020
127,2020-04-29 08:00,做多,7780.0,7780.0,是,0.0,108.75,1.398,7813.51,7710.0,7879.99,成交,弱突破,7780.0,7747.37,9491.6,2020-04-29 08:00,7813.51,0,0.308,弱突破平仓,否,,是,0.0,0.0,,,2020
128,2020-04-29 12:00,做多,7879.99,,否,,111.81,1.419,7943.25,7805.0,7964.4,成交,确认,7879.99,7846.45,9613.59,2020-04-30 16:00,8955.92,7,17.055,KAMA跟踪止损,是,8124.86,否,20.3,0.59,,,2020
129,2020-05-03 08:00,做多,9020.0,,否,,205.35,2.277,9139.48,8941.0,9200.0,成交,确认,9020.0,8958.4,11004.4,2020-05-03 12:00,8958.4,1,-0.3,前3K止损,否,,是,1.52,-1.26,,,2020
130,2020-05-05 12:00,做多,8954.94,,否,,198.13,2.212,9020.52,8851.64,9118.17,成交,弱突破,8954.94,8895.5,10925.03,2020-05-05 12:00,9020.52,0,0.331,弱突破平仓,否,,是,0.0,0.0,,,2020
131,2020-05-06 16:00,做多,9078.51,9078.51,是,0.0,189.4,2.086,9321.44,8994.6,9360.0,成交,确认,9078.51,9021.69,11075.78,2020-05-07 08:00,9078.51,4,0.0,KAMA跟踪止损,否,,否,3.6,-0.62,,,2020
132,2020-05-07 20:00,做多,9405.0,9405.0,是,0.0,201.13,2.139,9518.55,9265.77,9630.0,成交,确认,9405.0,9344.66,11474.1,2020-05-09 08:00,9758.2,9,1.191,KAMA跟踪止损,是,9871.77,否,7.18,1.07,,,2020
133,2020-05-09 12:00,做空,9726.0,9726.0,是,0.0,218.85,2.25,9609.65,9577.71,9888.0,成交,确认,9726.0,9791.65,8558.88,2020-05-10 00:00,9791.65,3,-0.3,前3K止损,否,,是,2.03,-0.81,,,2020
134,2020-05-10 08:00,做空,9528.23,9528.23,是,0.0,213.86,2.245,8621.65,7940.0,9580.0,成交,确认,9528.23,9592.39,8384.84,2020-05-11 00:00,8384.84,4,7.324,止盈,是,8807.73,否,13.42,6.59,,,2020
135,2020-05-11 16:00,做多,8900.2,8900.2,是,0.0,279.28,3.138,8923.21,8472.01,8988.0,成交,弱突破,8900.2,8816.42,10858.24,2020-05-11 16:00,8923.21,0,0.082,弱突破平仓,否,,是,0.0,0.0,,,2020
136,2020-05-13 16:00,做多,8981.0,8981.0,是,0.0,275.28,3.065,9034.48,8828.0,9048.66,成交,弱突破,8981.0,8898.42,10956.82,2020-05-13 16:00,9034.48,0,0.194,弱突破平仓,否,,是,0.0,0.0,,,2020
137,2020-05-13 20:00,做多,9048.66,8981.0,是,0.748,272.55,3.012,9135.32,8983.0,9180.48,未成交,确认,8981.0,8899.24,10956.82,2020-05-15 08:00,9635.85,9,2.891,KAMA跟踪止损,是,9502.66,否,10.79,0.68,10.79,2.891,2020
138,2020-05-17 20:00,做多,9572.38,9529.53,是,0.448,239.58,2.503,9818.43,9517.89,9880.0,成交,确认,9529.53,9457.66,11626.03,2020-05-18 16:00,9668.25,5,0.579,KAMA跟踪止损,否,,否,4.5,-0.83,,,2020
139,2020-05-20 20:00,做空,9555.0,9555.0,是,0.0,209.8,2.196,9410.03,9281.42,9798.0,成交,确认,9555.0,9617.94,8408.4,2020-05-22 20:00,9196.71,12,1.162,KAMA跟踪止损,是,9082.3,否,7.77,-0.42,,,2020
140,2020-05-23 08:00,做多,9259.38,,否,,204.32,2.207,9280.0,9166.43,9300.0,成交,弱突破,9259.38,9198.08,11296.44,2020-05-23 08:00,9280.0,0,0.101,弱突破平仓,否,,是,0.0,0.0,,,2020
141,2020-05-24 20:00,做空,9076.9,9076.9,是,0.0,176.42,1.944,9050.0,9006.0,9176.44,成交,弱突破,9076.9,9129.83,7987.67,2020-05-24 20:00,9050.0,0,0.152,弱突破平仓,否,,是,0.0,0.0,,,2020
142,2020-05-25 04:00,做空,8851.24,,否,,177.31,2.003,8711.37,8674.0,9090.0,成交,确认,8851.24,8904.43,7789.09,2020-05-25 20:00,8851.24,4,0.0,KAMA跟踪止损,否,,否,2.57,-0.29,,,2020
143,2020-05-26 20:00,做空,8724.34,8724.34,是,0.0,176.91,2.028,8720.48,8700.0,8912.79,成交,弱突破,8724.34,8777.41,7677.42,2020-05-26 20:00,8720.48,0,0.022,弱突破平仓,否,,是,0.0,0.0,,,2020
144,2020-05-27 16:00,做多,9011.82,9011.82,是,0.0,161.26,1.789,9144.99,8841.23,9196.14,成交,确认,9011.82,8963.44,10994.42,2020-05-29 16:00,9412.18,12,3.434,KAMA跟踪止损,是,9258.68,否,6.77,0.38,,,2020
145,2020-05-31 04:00,做多,9596.0,9596.0,是,0.0,144.54,1.506,9695.0,9390.0,9753.0,成交,确认,9596.0,9552.64,11707.12,2020-05-31 08:00,9552.64,1,-0.3,前3K止损,否,,是,1.06,-0.46,,,2020
146,2020-06-02 04:00,做多,9615.0,9615.0,是,0.0,137.13,1.426,10232.48,9555.0,10497.25,成交,确认,9615.0,9573.86,11730.3,2020-06-02 20:00,9796.76,4,-0.959,KAMA跟踪止损,是,10109.99,否,6.73,-3.65,,,2020
147,2020-06-04 04:00,做多,9644.0,9548.97,是,0.985,183.37,1.901,9663.59,9556.59,9694.75,未成交,确认,9548.97,9493.96,11649.74,2020-06-04 16:00,9493.96,3,-0.3,前3K止损,否,,是,1.42,-1.14,1.42,-0.3,2020
148,2020-06-04 20:00,做多,9694.75,9694.75,是,0.0,172.61,1.78,9828.11,9602.0,9850.0,成交,确认,9694.75,9642.97,11827.6,2020-06-05 12:00,9743.43,4,0.282,KAMA跟踪止损,否,,否,1.95,0.31,,,2020
149,2020-06-07 16:00,做空,9579.0,9579.0,是,0.0,137.89,1.439,9573.97,9540.0,9678.09,成交,弱突破,9579.0,9620.37,8429.52,2020-06-07 16:00,9573.97,0,0.036,弱突破平仓,否,,是,0.0,0.0,,,2020
150,2020-06-07 20:00,做空,9540.0,9579.0,是,0.409,137.9,1.445,9495.71,9373.0,9602.74,成交,确认,9579.0,9620.37,8429.52,2020-06-08 00:00,9620.37,1,-0.3,前3K止损,否,,是,1.29,-2.55,,,2020
151,2020-06-11 00:00,做多,9832.52,9832.52,是,0.0,122.9,1.25,9855.04,9681.21,10015.99,成交,弱突破,9832.52,9795.65,11995.67,2020-06-11 00:00,9855.04,0,0.183,弱突破平仓,否,,是,0.0,0.0,,,2020
152,2020-06-11 20:00,做空,9681.21,9681.21,是,0.0,128.92,1.332,9525.02,9503.0,9796.88,成交,确认,9681.21,9719.89,8519.46,2020-06-14 00:00,9494.51,13,-0.208,KAMA跟踪止损,是,9280.99,否,6.47,1.12,,,2020
153,2020-06-15 08:00,做空,9240.97,,否,,123.39,1.335,9160.68,9130.0,9368.32,成交,确认,9240.97,9277.99,8132.05,2020-06-15 20:00,9277.99,3,-0.3,前3K止损,否,,是,3.81,-0.76,,,2020
154,2020-06-16 08:00,做多,9490.83,9368.32,是,1.291,143.68,1.514,9559.49,9370.0,9595.0,未成交,确认,9368.32,9325.22,11429.35,2020-06-17 20:00,9405.18,9,0.257,KAMA跟踪止损,否,,否,2.34,-0.14,2.34,0.257,2020
155,2020-06-18 00:00,做空,9355.0,9416.0,是,0.652,135.64,1.45,9293.61,9283.73,9425.3,成交,确认,9416.0,9456.69,8286.08,2020-06-18 04:00,9456.69,1,-0.3,前3K止损,否,,是,1.96,-0.56,,,2020
156,2020-06-19 08:00,做空,9272.41,,否,,126.84,1.368,9268.73,9239.0,9382.21,成交,弱突破,9272.41,9310.46,8159.72,2020-06-19 08:00,9268.73,0,0.029,弱突破平仓,否,,是,0.0,0.0,,,2020
157,2020-06-22 16:00,做多,9450.0,9386.79,是,0.669,103.21,1.092,9458.88,9405.51,9470.0,未成交,确认,9386.79,9355.83,11451.88,2020-06-24 04:00,9602.64,9,2.467,KAMA跟踪止损,是,9563.93,否,4.35,0.55,4.35,2.467,2020
158,2020-06-24 12:00,做空,9585.0,9585.0,是,0.0,97.36,1.016,9519.0,9503.0,9678.0,成交,确认,9585.0,9614.21,8434.8,2020-06-25 16:00,9325.85,7,2.779,KAMA跟踪止损,是,9337.26,否,6.05,0.3,,,2020
159,2020-06-28 00:00,做空,9087.42,9087.42,是,0.0,115.96,1.276,8932.93,8816.4,9147.0,成交,确认,9087.42,9122.21,7996.93,2020-06-28 20:00,9087.42,5,0.0,KAMA跟踪止损,否,,否,2.18,-0.95,,,2020
160,2020-06-30 04:00,做多,9181.0,9146.0,是,0.381,112.45,1.225,9189.48,9142.5,9233.0,成交,弱突破,9146.0,9112.26,11158.12,2020-06-30 04:00,9189.48,0,0.387,弱突破平仓,否,,是,0.0,0.0,,,2020
161,2020-07-01 20:00,做多,9200.0,9188.0,是,0.13,94.15,1.023,9263.75,9137.19,9268.95,成交,确认,9188.0,9159.76,11209.36,2020-07-02 12:00,9188.0,4,0.0,KAMA跟踪止损,否,,否,1.14,-0.12,,,2020
162,2020-07-02 20:00,做空,9137.19,9137.19,是,0.0,87.24,0.955,9049.61,9011.0,9258.0,成交,确认,9137.19,9163.36,8040.73,2020-07-05 00:00,9108.42,13,0.33,KAMA跟踪止损,否,,否,2.2,-0.62,,,2020
163,2020-07-05 16:00,做空,9040.0,9042.84,是,0.031,76.52,0.846,9035.32,8986.51,9076.02,成交,弱突破,9042.84,9065.79,7957.7,2020-07-05 16:00,9035.32,0,0.098,弱突破平仓,否,,是,0.0,0.0,,,2020
164,2020-07-06 12:00,做多,9131.42,9131.42,是,0.0,80.08,0.877,9199.71,9080.14,9238.23,成交,确认,9131.42,9107.4,11140.33,2020-07-07 16:00,9225.99,7,0.219,KAMA跟踪止损,是,9302.99,否,2.72,0.43,,,2020
165,2020-07-08 20:00,做多,9320.0,9295.55,是,0.262,80.03,0.859,9410.92,9283.0,9470.0,成交,确认,9295.55,9271.54,11340.57,2020-07-09 20:00,9324.93,6,-0.965,KAMA跟踪止损,是,9431.52,否,1.83,-1.41,,,2020
166,2020-07-10 12:00,做空,9164.33,9164.33,是,0.0,82.9,0.905,9153.71,9121.42,9229.0,成交,弱突破,9164.33,9189.2,8064.61,2020-07-10 12:00,9153.71,0,0.128,弱突破平仓,否,,是,0.0,0.0,,,2020
167,2020-07-11 04:00,做多,9255.25,9255.25,是,0.0,81.07,0.876,9288.39,9209.0,9317.24,成交,弱突破,9255.25,9230.93,11291.4,2020-07-11 04:00,9288.39,0,0.409,弱突破平仓,否,,是,0.0,0.0,,,2020
168,2020-07-14 12:00,做空,9200.0,9237.32,是,0.406,73.28,0.796,9180.56,9152.0,9218.98,未成交,确认,9237.32,9259.3,8128.84,2020-07-15 00:00,9259.3,3,-0.3,前3K止损,否,,是,1.31,-0.45,1.31,-0.3,2020
169,2020-07-16 00:00,做空,9190.0,9211.0,是,0.229,67.62,0.736,9183.07,9156.0,9220.91,成交,弱突破,9211.0,9231.29,8105.68,2020-07-16 00:00,9183.07,0,0.413,弱突破平仓,否,,是,0.0,0.0,,,2020
170,2020-07-16 12:00,做空,9156.0,9156.0,是,0.0,65.71,0.718,9124.21,9080.0,9215.0,成交,弱突破,9156.0,9175.71,8057.28,2020-07-16 12:00,9124.21,0,0.484,弱突破平仓,否,,是,0.0,0.0,,,2020
171,2020-07-20 04:00,做多,9182.45,9182.45,是,0.0,51.19,0.557,9210.51,9157.95,9239.59,成交,确认,9182.45,9167.09,11202.59,2020-07-20 16:00,9167.09,3,-0.3,前3K止损,否,,是,0.42,-0.56,,,2020
172,2020-07-21 12:00,做多,9203.83,9194.98,是,0.096,50.01,0.543,9314.87,9174.0,9377.89,成交,确认,9194.98,9179.98,11217.88,2020-07-22 12:00,9297.9,6,1.172,KAMA跟踪止损,是,9342.21,否,2.66,0.84,,,2020
173,2020-07-23 04:00,做多,9389.94,9389.94,是,0.0,59.58,0.635,9518.25,9357.47,9543.0,成交,确认,9389.94,9372.07,11455.73,2020-07-24 12:00,9500.52,8,1.972,KAMA跟踪止损,是,9493.62,否,3.07,0.53,,,2020
174,2020-07-26 00:00,做多,9650.0,9650.0,是,0.0,74.31,0.77,9674.11,9575.96,9710.0,成交,弱突破,9650.0,9627.71,11773.0,2020-07-26 00:00,9674.11,0,0.324,弱突破平仓,否,,是,0.0,0.0,,,2020
175,2020-07-26 16:00,做多,9740.0,,否,,75.38,0.774,9979.15,9705.0,10300.0,成交,确认,9740.0,9717.38,11882.8,2020-07-28 16:00,10634.69,12,20.715,KAMA跟踪止损,是,9967.76,否,17.95,0.72,,,2020
176,2020-07-31 16:00,做多,11195.52,11195.52,是,0.0,209.91,1.875,11231.87,11100.0,11240.0,成交,弱突破,11195.52,11132.55,13658.53,2020-07-31 16:00,11231.87,0,0.173,弱突破平仓,否,,是,0.0,0.0,,,2020
177,2020-07-31 20:00,做多,11240.0,11195.52,是,0.396,206.41,1.836,11355.05,11124.71,11390.0,成交,确认,11195.52,11133.6,13658.53,2020-08-02 12:00,11760.25,10,3.191,KAMA跟踪止损,是,11666.32,否,8.56,-6.3,,,2020
178,2020-08-03 20:00,做多,11297.98,11297.98,是,0.0,274.76,2.432,11392.33,11205.0,11394.06,成交,弱突破,11297.98,11215.55,13783.54,2020-08-03 20:00,11392.33,0,0.343,弱突破平仓,否,,是,0.0,0.0,,,2020
179,2020-08-04 00:00,做多,11394.06,11297.98,是,0.843,270.48,2.374,11409.76,11333.0,11483.0,未成交,弱突破,11297.98,11216.84,13783.54,2020-08-04 00:00,11409.76,0,0.413,弱突破平仓,否,,是,0.0,0.0,0,0.413,2020
180,2020-08-04 16:00,做空,11133.73,11133.73,是,0.0,255.99,2.299,11128.36,11069.13,11324.56,成交,弱突破,11133.73,11210.53,9797.68,2020-08-04 16:00,11128.36,0,0.021,弱突破平仓,否,,是,0.0,0.0,,,2020
181,2020-08-05 16:00,做多,11337.35,11324.56,是,0.113,230.77,2.035,11444.63,11283.0,11465.0,成交,确认,11324.56,11255.33,13815.96,2020-08-06 12:00,11592.42,5,0.816,KAMA跟踪止损,是,11672.0,否,4.31,0.67,,,2020
182,2020-08-06 20:00,做多,11813.0,11813.0,是,0.0,217.25,1.839,11850.0,11700.1,11893.09,成交,弱突破,11813.0,11747.83,14411.86,2020-08-06 20:00,11850.0,0,0.17,弱突破平仓,否,,是,0.0,0.0,,,2020
183,2020-08-10 08:00,做多,11811.0,11811.0,是,0.0,176.78,1.497,12041.82,11685.99,12100.0,成交,确认,11811.0,11757.97,14409.42,2020-08-10 16:00,11757.97,2,-0.3,前3K止损,否,,是,2.32,-3.61,,,2020
184,2020-08-11 20:00,做空,11651.0,11712.05,是,0.524,195.18,1.675,11493.15,11340.0,11753.64,成交,确认,11712.05,11770.6,10306.6,2020-08-12 20:00,11548.66,6,0.052,KAMA跟踪止损,是,11395.4,否,5.0,0.7,,,2020
185,2020-08-14 04:00,做多,11667.96,11667.96,是,0.0,200.59,1.719,11790.0,11514.17,11798.0,成交,确认,11667.96,11607.78,14234.91,2020-08-14 20:00,11667.96,4,0.0,KAMA跟踪止损,否,,否,1.56,-0.2,,,2020
186,2020-08-15 08:00,做多,11868.42,11850.0,是,0.155,186.59,1.572,11900.97,11767.89,11993.58,成交,弱突破,11850.0,11794.02,14457.0,2020-08-15 08:00,11900.97,0,0.273,弱突破平仓,否,,是,0.0,0.0,,,2020
187,2020-08-17 20:00,做多,11947.0,11947.0,是,0.0,164.17,1.374,12443.99,11799.26,12490.0,成交,确认,11947.0,11897.75,14575.34,2020-08-18 20:00,12016.69,6,-1.605,KAMA跟踪止损,是,12349.85,否,4.62,-1.15,,,2020
188,2020-08-22 04:00,做空,11608.08,,否,,161.65,1.393,11538.53,11491.0,11717.41,成交,弱突破,11608.08,11656.58,10215.11,2020-08-22 04:00,11538.53,0,0.43,弱突破平仓,否,,是,0.0,0.0,,,2020
189,2020-08-22 08:00,做空,11491.0,,否,,164.89,1.435,11478.46,11385.06,11549.16,成交,弱突破,11491.0,11540.47,10112.08,2020-08-22 08:00,11478.46,0,0.076,弱突破平仓,否,,是,0.0,0.0,,,2020
190,2020-08-23 16:00,做空,11550.0,11550.0,是,0.0,143.71,1.244,11532.84,11522.15,11624.0,成交,弱突破,11550.0,11593.11,10164.0,2020-08-23 16:00,11532.84,0,0.119,弱突破平仓,否,,是,0.0,0.0,,,2020
191,2020-08-24 12:00,做多,11724.0,,否,,133.7,1.14,11761.52,11645.71,11780.0,成交,弱突破,11724.0,11683.89,14303.28,2020-08-24 12:00,11761.52,0,0.281,弱突破平仓,否,,是,0.0,0.0,,,2020
192,2020-08-24 16:00,做多,11780.0,,否,,133.73,1.135,11799.0,11761.05,11831.96,成交,弱突破,11780.0,11739.88,14371.6,2020-08-24 16:00,11799.0,0,0.142,弱突破平仓,否,,是,0.0,0.0,,,2020
193,2020-08-25 12:00,做空,11645.71,11645.71,是,0.0,123.34,1.059,11594.96,11556.0,11704.68,成交,弱突破,11645.71,11682.71,10248.22,2020-08-25 12:00,11594.96,0,0.411,弱突破平仓,否,,是,0.0,0.0,,,2020
194,2020-08-25 20:00,做空,11518.92,,否,,125.56,1.09,11431.11,11344.4,11622.01,成交,确认,11518.92,11556.59,10136.65,2020-08-26 20:00,11445.9,6,-0.544,KAMA跟踪止损,是,11304.62,否,3.38,0.07,,,2020
195,2020-08-28 00:00,做空,11257.8,,否,,147.54,1.311,11251.34,11130.82,11371.0,成交,弱突破,11257.8,11302.06,9906.86,2020-08-28 00:00,11251.34,0,0.044,弱突破平仓,否,,是,0.0,0.0,,,2020
196,2020-08-29 12:00,做多,11544.88,11544.88,是,0.0,134.65,1.166,11558.99,11482.62,11582.0,成交,弱突破,11544.88,11504.48,14084.75,2020-08-29 12:00,11558.99,0,0.105,弱突破平仓,否,,是,0.0,0.0,,,2020
197,2020-08-30 08:00,做多,11582.0,11582.0,是,0.0,125.5,1.084,11616.36,11457.88,11656.85,成交,弱突破,11582.0,11544.35,14130.04,2020-08-30 08:00,11616.36,0,0.274,弱突破平仓,否,,是,0.0,0.0,,,2020
198,2020-08-31 04:00,做多,11692.63,11656.85,是,0.306,120.6,1.031,11714.14,11594.38,11724.12,成交,弱突破,11656.85,11620.67,14221.36,2020-08-31 04:00,11714.14,0,0.475,弱突破平仓,否,,是,0.0,0.0,,,2020
199,2020-08-31 20:00,做多,11730.0,11730.0,是,0.0,118.66,1.012,11748.99,11668.0,11784.21,成交,弱突破,11730.0,11694.4,14310.6,2020-08-31 20:00,11748.99,0,0.16,弱突破平仓,否,,是,0.0,0.0,,,2020
200,2020-09-01 12:00,做多,11784.21,11784.21,是,0.0,118.6,1.006,11933.08,11686.0,11956.2,成交,确认,11784.21,11748.63,14376.74,2020-09-02 12:00,11784.21,6,-2.234,KAMA跟踪止损,是,12049.13,否,2.35,-0.46,,,2020
201,2020-09-02 16:00,做空,11730.02,11812.0,是,0.699,135.04,1.151,11417.49,11156.0,11765.0,未成交,确认,11812.0,11852.51,10394.56,2020-09-04 04:00,10394.56,9,17.5,止盈,是,11340.25,否,16.18,2.74,16.18,17.5,2020
202,2020-09-06 00:00,做空,9975.85,10306.29,是,3.312,255.78,2.564,9960.16,9808.58,10302.19,未成交,确认,10306.29,10383.02,9069.54,2020-09-07 04:00,10306.29,7,0.0,KAMA跟踪止损,否,,否,4.07,-0.41,4.07,0.0,2020
203,2020-09-07 16:00,做空,10050.01,10125.56,是,0.752,235.75,2.346,10031.6,10000.0,10188.54,成交,弱突破,10125.56,10196.29,8910.49,2020-09-07 16:00,10031.6,0,0.399,弱突破平仓,否,,是,0.0,0.0,,,2020
204,2020-09-08 04:00,做多,10348.97,10348.97,是,0.0,230.14,2.224,10378.76,10089.15,10420.55,成交,弱突破,10348.97,10279.93,12625.74,2020-09-08 04:00,10378.76,0,0.129,弱突破平仓,否,,是,0.0,0.0,,,2020
205,2020-09-10 08:00,做多,10346.0,,否,,216.6,2.094,10372.36,10211.67,10417.07,成交,弱突破,10346.0,10281.02,12622.12,2020-09-10 08:00,10372.36,0,0.122,弱突破平仓,否,,是,0.0,0.0,,,2020
206,2020-09-12 04:00,做多,10380.5,10380.5,是,0.0,177.45,1.709,10387.81,10307.75,10397.85,成交,弱突破,10380.5,10327.26,12664.21,2020-09-12 04:00,10387.81,0,0.041,弱突破平仓,否,,是,0.0,0.0,,,2020
207,2020-09-13 00:00,做多,10399.96,10399.96,是,0.0,154.54,1.486,10458.26,10349.0,10477.7,成交,弱突破,10399.96,10353.6,12687.95,2020-09-13 00:00,10458.26,0,0.377,弱突破平仓,否,,是,0.0,0.0,,,2020
208,2020-09-13 08:00,做多,10477.7,10399.96,是,0.742,148.84,1.421,10553.48,10402.0,10558.64,未成交,确认,10399.96,10355.31,12687.95,2020-09-13 16:00,10355.31,2,-0.3,前3K止损,否,,是,1.73,-0.92,1.73,-0.3,2020
209,2020-09-14 20:00,做多,10474.99,10352.68,是,1.168,138.23,1.32,10688.0,10446.0,10692.23,未成交,确认,10352.68,10311.21,12630.27,2020-09-15 16:00,10598.97,5,1.356,KAMA跟踪止损,是,10657.78,否,5.09,2.31,5.09,1.356,2020
210,2020-09-16 20:00,做多,10937.52,10923.42,是,0.129,146.95,1.344,10998.0,10854.0,11021.93,成交,确认,10923.42,10879.33,13326.57,2020-09-17 08:00,10879.33,3,-0.3,前3K止损,否,,是,1.52,-0.54,,,2020
211,2020-09-19 16:00,做多,11035.0,11035.0,是,0.0,122.99,1.115,11130.7,10880.0,11168.52,成交,确认,11035.0,10998.1,13462.7,2020-09-20 08:00,11035.0,4,0.0,KAMA跟踪止损,否,,否,1.29,-1.31,,,2020
212,2020-09-20 20:00,做空,10890.29,10890.29,是,0.0,123.37,1.133,10829.0,10785.0,10953.22,成交,弱突破,10890.29,10927.3,9583.46,2020-09-20 20:00,10829.0,0,0.497,弱突破平仓,否,,是,0.0,0.0,,,2020
213,2020-09-21 16:00,做空,10751.0,10751.0,是,0.0,123.26,1.146,10634.48,10572.01,10907.32,成交,确认,10751.0,10787.98,9460.88,2020-09-23 04:00,10563.09,9,0.328,KAMA跟踪止损,是,10415.61,否,4.37,1.07,,,2020
214,2020-09-24 00:00,做空,10374.12,10444.09,是,0.674,127.39,1.228,10288.97,10251.0,10489.73,成交,确认,10444.09,10482.31,9190.8,2020-09-24 20:00,10444.09,5,-1.619,KAMA跟踪止损,是,10237.91,否,2.99,-0.94,,,2020
215,2020-09-25 00:00,做多,10542.66,10489.73,是,0.502,138.87,1.317,10644.56,10529.25,10737.0,未成交,确认,10489.73,10448.07,12797.47,2020-09-25 20:00,10553.57,5,-0.774,KAMA跟踪止损,是,10724.92,否,3.31,0.59,3.31,-0.774,2020
216,2020-09-28 08:00,做多,10793.5,10793.5,是,0.0,119.76,1.11,10881.81,10767.99,11024.0,成交,确认,10793.5,10757.57,13168.07,2020-09-29 04:00,10793.5,5,0.0,KAMA跟踪止损,否,,否,1.36,-1.54,,,2020
