序号,信号时间,成交时间,成交方式,方向,6K极值,回调突破线,回调偏移%,ATR,峰值价,峰值K时间,波段涨跌幅%_回调线基准,波段涨跌幅%_极值基准,入场后涨跌幅%,出场方式,出场时间,持仓K数,R值,年份
546,2023-03-29 00:00,2023-03-29 12:00,挂单触发,做多,27300.0,27300.0,0.0,535.72,28210.7,2023-03-29 12:00,3.336,3.336,1.347,保护性平仓,2023-03-29 12:00,0,0.4517,2023
547,2023-03-27 20:00,2023-03-27 20:00,信号K触发,做空,27590.6,27590.6,0.0,534.42,26480.0,2023-03-27 20:00,4.025,4.025,2.13,保护性平仓,2023-03-27 20:00,0,0.316,2023
548,2023-03-23 00:00,2023-03-23 00:00,信号K触发,做空,27902.0,27902.0,0.0,640.68,26590.0,2023-03-23 04:00,4.702,4.702,2.463,成本线止损,2023-03-23 16:00,4,-0.5541,2023
549,2023-03-20 00:00,2023-03-20 00:00,信号K触发,做多,27799.9,27490.0,1.115,690.55,28383.6,2023-03-20 00:00,3.251,2.1,0.721,ATR止损,2023-03-20 00:00,0,-1.0,2023
550,2023-03-18 04:00,2023-03-18 04:00,信号K触发,做多,26980.0,26980.0,0.0,682.91,27763.4,2023-03-18 04:00,2.904,2.904,0.363,ATR止损,2023-03-18 04:00,0,-1.0,2023
551,2023-03-13 04:00,2023-03-13 04:00,信号K触发,做多,21350.0,20531.0,3.836,371.88,26489.9,2023-03-14 20:00,29.024,24.074,26.728,固定止盈,2023-03-14 20:00,10,11.146,2023
552,2023-03-13 00:00,2023-03-13 00:00,信号K触发,做多,20531.0,20531.0,0.0,371.88,21350.0,2023-03-13 00:00,3.989,3.989,2.139,保护性平仓,2023-03-13 00:00,0,-0.356,2023
553,2023-03-10 00:00,2023-03-10 00:00,信号K触发,做空,21511.1,21540.5,0.137,271.44,19521.6,2023-03-10 16:00,9.373,9.249,8.216,KAMA跟踪(跌破KAMA),2023-03-10 20:00,5,3.9753,2023
554,2023-03-09 04:00,2023-03-09 04:00,信号K触发,做空,21800.0,21800.0,0.0,251.71,21540.5,2023-03-09 04:00,1.19,1.19,0.036,保护性平仓,2023-03-09 04:00,0,-0.5844,2023
555,2023-03-03 08:00,2023-03-03 08:00,信号K触发,做空,23183.0,23183.0,0.0,327.81,21883.2,2023-03-03 08:00,5.607,5.607,4.253,KAMA跟踪(跌破KAMA),2023-03-05 08:00,12,1.4786,2023
556,2023-03-01 12:00,2023-03-01 16:00,挂单触发,做多,23592.8,23592.8,0.0,331.02,24022.7,2023-03-01 16:00,1.822,1.822,0.413,保护性平仓,2023-03-01 16:00,0,-0.565,2023
557,2023-02-26 16:00,2023-02-27 04:00,挂单触发,做多,23243.2,23147.6,0.411,393.44,23675.0,2023-02-27 04:00,2.278,1.858,0.569,保护性平仓,2023-02-27 04:00,0,0.0108,2023
558,2023-02-24 20:00,2023-02-25 00:00,挂单触发,做空,23590.0,23590.0,0.0,452.9,22800.0,2023-02-25 00:00,3.349,3.349,1.457,保护性平仓,2023-02-25 00:00,0,-0.0777,2023
559,2023-02-20 00:00,2023-02-20 08:00,挂单触发,做空,24516.7,24516.7,0.0,408.29,23827.0,2023-02-20 08:00,2.813,2.813,1.167,保护性平仓,2023-02-20 08:00,0,-0.7507,2023
560,2023-02-15 16:00,2023-02-15 20:00,挂单触发,做多,22320.0,22320.0,0.0,265.74,25290.0,2023-02-17 00:00,13.306,13.306,11.973,KAMA跟踪(跌破KAMA),2023-02-17 04:00,8,7.7086,2023
561,2023-02-14 20:00,2023-02-14 20:00,信号K触发,做多,21880.0,21840.0,0.183,249.25,22320.0,2023-02-14 20:00,2.198,2.011,1.045,保护性平仓,2023-02-14 20:00,0,-0.2245,2023
562,2023-02-10 04:00,2023-02-10 04:00,信号K触发,做空,21862.1,22341.1,2.191,286.2,21405.0,2023-02-11 04:00,4.19,2.091,2.947,KAMA跟踪(跌破KAMA),2023-02-12 04:00,12,0.8679,2023
563,2023-02-10 00:00,2023-02-10 00:00,信号K触发,做空,22341.1,22341.1,0.0,286.2,21862.1,2023-02-10 00:00,2.144,2.144,0.874,保护性平仓,2023-02-10 00:00,0,0.0964,2023
564,2023-02-05 20:00,2023-02-06 00:00,挂单触发,做空,23211.0,23211.0,0.0,281.13,22741.0,2023-02-06 00:00,2.025,2.025,0.824,保护性平仓,2023-02-06 00:00,0,0.1436,2023
565,2023-02-02 00:00,2023-02-02 04:00,挂单触发,做多,23330.0,23330.0,0.0,332.06,23852.4,2023-02-02 04:00,2.239,2.239,0.804,保护性平仓,2023-02-02 04:00,0,0.2046,2023
566,2023-01-30 16:00,2023-01-31 00:00,挂单触发,做空,23151.0,23151.0,0.0,318.34,22600.0,2023-01-31 00:00,2.38,2.38,1.019,保护性平仓,2023-01-31 00:00,0,0.1538,2023
567,2023-01-29 08:00,2023-01-29 16:00,挂单触发,做多,23185.0,23185.0,0.0,355.02,23680.0,2023-01-29 16:00,2.135,2.135,0.595,保护性平仓,2023-01-29 16:00,0,-0.3099,2023
568,2023-01-25 04:00,2023-01-25 08:00,挂单触发,做空,22677.9,22756.1,0.345,379.52,22310.5,2023-01-25 08:00,1.958,1.62,0.295,保护性平仓,2023-01-25 08:00,0,-0.6967,2023
569,2023-01-21 00:00,2023-01-21 04:00,挂单触发,做多,21250.0,21223.2,0.126,335.92,23390.0,2023-01-22 00:00,10.21,10.071,8.492,KAMA跟踪(跌破KAMA),2023-01-22 04:00,6,3.4841,2023
570,2023-01-16 08:00,2023-01-16 08:00,信号K触发,做多,21073.8,21012.0,0.293,359.37,21449.3,2023-01-16 08:00,2.081,1.782,0.365,保护性平仓,2023-01-16 08:00,0,-0.7988,2023
571,2023-01-12 00:00,2023-01-12 04:00,挂单触发,做多,17500.0,17500.0,0.0,105.19,21544.0,2023-01-14 08:00,23.109,23.109,22.373,固定止盈,2023-01-14 08:00,13,35.6006,2023
572,2023-01-11 00:00,2023-01-11 04:00,挂单触发,做多,17387.8,17387.8,0.0,95.75,17485.4,2023-01-11 04:00,0.561,0.561,0.011,保护性平仓,2023-01-11 04:00,0,-0.5718,2023
573,2023-01-07 00:00,2023-01-07 04:00,挂单触发,做多,16867.8,16867.8,0.0,95.25,17030.0,2023-01-07 04:00,0.962,0.962,0.395,保护性平仓,2023-01-07 04:00,0,-0.2021,2023
574,2023-01-04 08:00,2023-01-04 08:00,信号K触发,做多,16774.0,16774.0,0.0,90.6,16870.0,2023-01-04 08:00,0.572,0.572,0.032,保护性平仓,2023-01-04 08:00,0,-0.096,2023
575,2023-01-02 08:00,2023-01-02 08:00,信号K触发,做多,16618.8,16557.1,0.371,97.43,16700.7,2023-01-02 08:00,0.867,0.493,0.277,保护性平仓,2023-01-02 08:00,0,0.0007,2023
576,2022-12-30 12:00,2022-12-30 20:00,挂单触发,做空,16514.6,16514.6,0.0,108.6,16320.0,2022-12-30 20:00,1.178,1.178,0.524,ATR止损,2022-12-30 20:00,0,-1.0,2022
577,2022-12-28 00:00,2022-12-28 00:00,信号K触发,做空,16723.2,16792.0,0.411,98.86,16580.0,2022-12-28 00:00,1.263,0.856,0.678,保护性平仓,2022-12-28 00:00,0,0.1197,2022
578,2022-12-20 20:00,2022-12-20 20:00,信号K触发,做多,16880.2,16757.7,0.726,155.69,17049.6,2022-12-20 20:00,1.742,1.004,0.805,ATR止损,2022-12-20 20:00,0,-1.0,2022
579,2022-12-20 00:00,2022-12-20 04:00,挂单触发,做空,16620.4,16620.4,0.0,167.38,16210.0,2022-12-20 04:00,2.469,2.469,1.477,保护性平仓,2022-12-20 04:00,0,0.1423,2022
580,2022-12-17 00:00,2022-12-17 00:00,信号K触发,做空,16870.6,17258.0,2.296,190.9,16521.1,2022-12-17 04:00,4.27,2.072,3.199,KAMA跟踪(跌破KAMA),2022-12-19 04:00,13,1.4303,2022
581,2022-12-16 16:00,2022-12-16 16:00,信号K触发,做空,17258.0,17258.0,0.0,190.9,16910.0,2022-12-16 16:00,2.016,2.016,0.92,保护性平仓,2022-12-16 16:00,0,0.2541,2022
582,2022-12-15 20:00,2022-12-15 20:00,信号K触发,做空,17560.0,17560.0,0.0,194.05,17355.0,2022-12-15 20:00,1.167,1.167,0.063,保护性平仓,2022-12-15 20:00,0,-0.2992,2022
583,2022-12-13 04:00,2022-12-13 16:00,挂单触发,做多,17169.7,17169.7,0.0,113.43,18400.0,2022-12-15 00:00,7.166,7.166,6.462,KAMA跟踪(跌破KAMA),2022-12-15 00:00,8,4.903,2022
584,2022-12-12 04:00,2022-12-12 08:00,挂单触发,做空,17081.0,17081.0,0.0,127.76,16865.0,2022-12-12 08:00,1.265,1.265,0.52,保护性平仓,2022-12-12 08:00,0,0.3462,2022
585,2022-12-08 20:00,2022-12-09 00:00,挂单触发,做多,16886.5,16886.5,0.0,163.23,17365.4,2022-12-09 20:00,2.836,2.836,1.851,KAMA跟踪(跌破KAMA),2022-12-09 20:00,5,0.6096,2022
586,2022-12-07 12:00,2022-12-07 12:00,信号K触发,做空,16899.9,16899.9,0.0,164.43,16719.1,2022-12-07 12:00,1.07,1.07,0.098,保护性平仓,2022-12-07 12:00,0,-0.1212,2022
587,2022-12-05 00:00,2022-12-05 08:00,挂单触发,做多,17075.9,17075.9,0.0,160.61,17340.0,2022-12-05 08:00,1.547,1.547,0.6,ATR止损,2022-12-05 08:00,0,-1.0,2022
588,2022-11-29 12:00,2022-11-30 08:00,挂单触发,做多,16390.4,16390.4,0.0,192.72,17348.5,2022-12-01 20:00,5.845,5.845,4.615,KAMA跟踪(跌破KAMA),2022-12-01 20:00,9,2.2222,2022
589,2022-11-28 08:00,2022-11-28 08:00,信号K触发,做空,16396.0,16441.0,0.274,199.26,16040.0,2022-11-28 08:00,2.439,2.171,1.242,保护性平仓,2022-11-28 08:00,0,0.3655,2022
590,2022-11-23 08:00,2022-11-23 08:00,信号K触发,做多,16309.0,15960.0,2.14,273.67,16800.0,2022-11-24 08:00,5.263,3.011,3.489,KAMA跟踪(跌破KAMA),2022-11-25 12:00,13,0.7133,2022
591,2022-11-22 00:00,2022-11-22 00:00,信号K触发,做空,15888.0,15888.0,0.0,249.18,15555.0,2022-11-22 00:00,2.096,2.096,0.536,保护性平仓,2022-11-22 00:00,0,-0.2969,2022
592,2022-11-20 16:00,2022-11-21 04:00,挂单触发,做空,16574.1,16574.1,0.0,285.83,16167.1,2022-11-21 04:00,2.456,2.456,0.744,保护性平仓,2022-11-21 04:00,0,0.0548,2022
593,2022-11-14 04:00,2022-11-14 12:00,挂单触发,做空,16413.8,16413.8,0.0,529.13,15805.5,2022-11-14 12:00,3.706,3.706,0.498,ATR止损,2022-11-14 12:00,0,-1.0,2022
594,2022-11-10 00:00,2022-11-10 04:00,挂单触发,做空,16830.0,16830.0,0.0,478.41,15462.6,2022-11-10 04:00,8.125,8.125,5.437,ATR止损,2022-11-10 12:00,2,-1.0,2022
595,2022-11-07 12:00,2022-11-07 12:00,信号K触发,做空,20811.0,21133.8,1.551,237.29,16830.0,2022-11-09 00:00,20.365,19.129,19.46,KAMA跟踪(跌破KAMA),2022-11-09 00:00,9,3.6878,2022
596,2022-11-07 04:00,2022-11-07 04:00,信号K触发,做空,21133.8,21133.8,0.0,237.29,20863.3,2022-11-07 04:00,1.28,1.28,0.159,保护性平仓,2022-11-07 04:00,0,-0.0147,2022
597,2022-11-04 20:00,2022-11-04 20:00,信号K触发,做多,20677.0,20327.6,1.69,243.18,21473.7,2022-11-05 08:00,5.638,3.853,4.389,KAMA跟踪(跌破KAMA),2022-11-06 08:00,9,2.692,2022
598,2022-11-04 12:00,2022-11-04 12:00,信号K触发,做多,20400.0,20400.0,0.0,237.42,20677.0,2022-11-04 12:00,1.358,1.358,0.192,保护性平仓,2022-11-04 12:00,0,-0.1437,2022
599,2022-11-03 00:00,2022-11-03 00:00,信号K触发,做空,20323.0,20366.8,0.216,242.98,20100.0,2022-11-03 00:00,1.31,1.097,0.118,保护性平仓,2022-11-03 00:00,0,-0.4827,2022
600,2022-10-29 08:00,2022-10-29 08:00,信号K触发,做多,20740.0,20326.9,1.992,266.04,21088.0,2022-10-29 16:00,3.744,1.678,2.404,KAMA跟踪(跌破KAMA),2022-10-30 20:00,9,0.0851,2022
601,2022-10-25 20:00,2022-10-25 20:00,信号K触发,做多,19439.8,19439.8,0.0,180.87,21030.0,2022-10-26 20:00,8.18,8.18,7.183,KAMA跟踪(跌破KAMA),2022-10-27 16:00,11,5.1784,2022
602,2022-10-24 04:00,2022-10-24 04:00,信号K触发,做多,19527.0,19217.1,1.587,174.75,19690.0,2022-10-24 04:00,2.461,0.835,1.538,成本线止损,2022-10-24 20:00,4,0.0,2022
603,2022-10-24 00:00,2022-10-24 00:00,信号K触发,做多,19236.8,19236.8,0.0,181.16,19527.0,2022-10-24 00:00,1.509,1.509,0.562,保护性平仓,2022-10-24 00:00,0,0.4098,2022
604,2022-10-18 20:00,2022-10-19 00:00,挂单触发,做空,19414.5,19414.5,0.0,220.55,19081.0,2022-10-19 00:00,1.718,1.718,0.588,保护性平仓,2022-10-19 00:00,0,-0.071,2022
605,2022-10-17 16:00,2022-10-17 20:00,挂单触发,做多,19415.9,19415.9,0.0,221.16,19666.0,2022-10-17 20:00,1.288,1.288,0.147,保护性平仓,2022-10-17 20:00,0,-0.509,2022
606,2022-10-14 08:00,2022-10-14 08:00,信号K触发,做多,19498.6,19166.7,1.702,196.89,19947.9,2022-10-14 08:00,4.076,2.304,3.018,成本线止损,2022-10-15 00:00,4,-0.0543,2022
607,2022-10-14 00:00,2022-10-14 00:00,信号K触发,做多,19240.0,19240.0,0.0,199.0,19498.6,2022-10-14 00:00,1.344,1.344,0.307,保护性平仓,2022-10-14 00:00,0,-0.3925,2022
608,2022-10-13 16:00,2022-10-13 16:00,信号K触发,做空,18924.3,18924.3,0.0,206.65,18550.0,2022-10-13 16:00,1.978,1.978,0.896,保护性平仓,2022-10-13 16:00,0,-0.1319,2022
609,2022-10-10 16:00,2022-10-11 00:00,挂单触发,做空,19333.0,19333.0,0.0,232.15,19100.0,2022-10-11 00:00,1.205,1.205,0.004,保护性平仓,2022-10-11 00:00,0,-0.4482,2022
610,2022-10-04 00:00,2022-10-04 04:00,挂单触发,做多,19489.9,19339.2,0.773,323.99,19723.7,2022-10-04 04:00,1.988,1.2,0.308,保护性平仓,2022-10-04 04:00,0,-0.1271,2022
611,2022-09-30 20:00,2022-09-30 20:00,信号K触发,做多,19698.6,19698.6,0.0,426.16,20172.7,2022-09-30 20:00,2.407,2.407,0.238,ATR止损,2022-09-30 20:00,0,-1.0,2022
612,2022-09-28 08:00,2022-09-28 08:00,信号K触发,做空,18801.5,19182.0,2.024,391.55,18460.0,2022-09-28 08:00,3.764,1.816,1.759,保护性平仓,2022-09-28 08:00,0,0.1391,2022
613,2022-09-27 08:00,2022-09-27 08:00,信号K触发,做多,19311.5,19311.5,0.0,360.72,20375.0,2022-09-27 20:00,5.507,5.507,3.572,KAMA跟踪(跌破KAMA),2022-09-28 00:00,4,0.1718,2022
614,2022-09-19 04:00,2022-09-19 04:00,信号K触发,做空,19556.7,19930.0,1.909,365.49,19325.8,2022-09-19 04:00,3.032,1.181,1.22,保护性平仓,2022-09-19 04:00,0,0.4378,2022
615,2022-09-13 20:00,2022-09-13 20:00,信号K触发,做空,22003.9,22003.9,0.0,394.17,19300.0,2022-09-17 00:00,12.288,12.288,10.688,固定止盈,2022-09-17 00:00,19,5.6987,2022
616,2022-09-09 08:00,2022-09-09 08:00,信号K触发,做多,19450.0,19400.0,0.257,316.14,21670.0,2022-09-10 12:00,11.701,11.414,9.91,KAMA跟踪(跌破KAMA),2022-09-10 20:00,9,4.7047,2022
617,2022-09-08 04:00,2022-09-08 04:00,信号K触发,做多,19188.0,19066.6,0.633,328.54,19455.0,2022-09-08 04:00,2.037,1.391,0.309,保护性平仓,2022-09-08 04:00,0,-0.3292,2022
618,2022-09-07 00:00,2022-09-07 00:00,信号K触发,做空,19650.4,19660.0,0.049,277.19,18500.0,2022-09-07 08:00,5.9,5.854,4.555,KAMA跟踪(跌破KAMA),2022-09-08 00:00,6,1.0027,2022
619,2022-08-29 20:00,2022-08-30 12:00,挂单触发,做多,20140.0,20140.0,0.0,322.88,20574.0,2022-08-30 12:00,2.155,2.155,0.543,保护性平仓,2022-08-30 12:00,0,-0.1226,2022
620,2022-08-26 20:00,2022-08-26 20:00,信号K触发,做空,21000.0,21385.5,1.836,335.32,19744.0,2022-08-27 20:00,7.676,5.981,6.205,KAMA跟踪(跌破KAMA),2022-08-28 08:00,9,2.8379,2022
621,2022-08-26 16:00,2022-08-26 16:00,信号K触发,做空,21311.0,21385.5,0.35,335.32,21000.0,2022-08-26 16:00,1.803,1.459,0.238,保护性平仓,2022-08-26 16:00,0,-0.3863,2022
622,2022-08-21 16:00,2022-08-22 04:00,挂单触发,做多,21350.0,21350.0,0.0,407.31,21804.6,2022-08-22 04:00,2.129,2.129,0.217,ATR止损,2022-08-22 04:00,0,-1.0,2022
623,2022-08-19 12:00,2022-08-19 12:00,信号K触发,做空,22702.0,23318.9,2.717,371.5,20760.0,2022-08-20 04:00,10.974,8.554,9.532,KAMA跟踪(跌破KAMA),2022-08-20 20:00,8,4.3646,2022
624,2022-08-19 08:00,2022-08-19 08:00,信号K触发,做空,23101.0,23280.0,0.775,383.7,22702.0,2022-08-19 08:00,2.483,1.727,0.849,保护性平仓,2022-08-19 08:00,0,0.3578,2022
625,2022-08-17 20:00,2022-08-18 00:00,挂单触发,做空,23650.0,23650.0,0.0,414.42,23231.9,2022-08-18 00:00,1.768,1.768,0.016,保护性平仓,2022-08-18 00:00,0,-0.0794,2022
626,2022-08-15 00:00,2022-08-15 12:00,挂单触发,做空,24309.7,24309.7,0.0,387.95,23916.7,2022-08-15 12:00,1.617,1.617,0.021,保护性平仓,2022-08-15 12:00,0,-0.2295,2022
627,2022-08-13 04:00,2022-08-13 08:00,挂单触发,做多,24325.0,24325.0,0.0,425.09,24800.0,2022-08-13 08:00,1.953,1.953,0.202,保护性平仓,2022-08-13 08:00,0,0.0854,2022
628,2022-08-10 20:00,2022-08-10 20:00,信号K触发,做多,23323.1,23323.1,0.0,359.15,24972.0,2022-08-11 20:00,7.07,7.07,5.446,KAMA跟踪(跌破KAMA),2022-08-12 08:00,9,0.3713,2022
629,2022-08-09 16:00,2022-08-09 16:00,信号K触发,做空,23617.6,23757.4,0.592,349.22,23165.0,2022-08-09 16:00,2.494,1.916,1.039,保护性平仓,2022-08-09 16:00,0,0.4306,2022
630,2022-08-01 04:00,2022-08-01 16:00,挂单触发,做空,23340.0,23505.0,0.707,536.07,22933.5,2022-08-01 16:00,2.431,1.742,0.154,保护性平仓,2022-08-01 16:00,0,-0.4613,2022
631,2022-07-27 12:00,2022-07-28 00:00,挂单触发,做多,21294.0,21250.0,0.207,508.72,24500.0,2022-07-29 12:00,15.294,15.056,12.599,KAMA跟踪(跌破KAMA),2022-07-29 16:00,10,3.6767,2022
632,2022-07-25 08:00,2022-07-25 20:00,挂单触发,做空,22256.4,22256.4,0.0,543.17,21650.0,2022-07-25 20:00,2.725,2.725,0.291,保护性平仓,2022-07-25 20:00,0,-0.3149,2022
633,2022-07-21 16:00,2022-07-21 16:00,信号K触发,做空,22636.0,23298.5,2.927,639.76,22444.0,2022-07-21 16:00,3.668,0.848,0.948,保护性平仓,2022-07-21 16:00,0,0.0834,2022
634,2022-07-19 20:00,2022-07-20 00:00,挂单触发,做多,22950.0,22800.0,0.654,513.32,23739.0,2022-07-20 00:00,4.118,3.438,1.826,保护性平仓,2022-07-20 00:00,0,0.1523,2022
635,2022-07-18 20:00,2022-07-18 20:00,信号K触发,做多,22524.3,21495.0,4.57,443.2,22800.0,2022-07-18 20:00,6.071,1.224,3.928,ATR止损,2022-07-19 00:00,1,-1.0,2022
636,2022-07-18 12:00,2022-07-18 12:00,信号K触发,做多,21674.1,21674.1,0.0,449.88,22401.4,2022-07-18 12:00,3.356,3.356,1.254,保护性平仓,2022-07-18 12:00,0,0.2655,2022
637,2022-07-15 00:00,2022-07-15 12:00,挂单触发,做多,20463.3,20436.6,0.13,487.81,20940.0,2022-07-15 12:00,2.463,2.33,0.075,保护性平仓,2022-07-15 12:00,0,-0.2071,2022
638,2022-07-11 08:00,2022-07-11 08:00,信号K触发,做空,20600.0,21095.4,2.405,470.58,20449.3,2022-07-11 08:00,3.063,0.732,0.851,保护性平仓,2022-07-11 08:00,0,0.1802,2022
639,2022-07-10 08:00,2022-07-10 20:00,挂单触发,做空,21309.6,21309.6,0.0,488.64,20808.2,2022-07-10 20:00,2.353,2.353,0.061,保护性平仓,2022-07-10 20:00,0,-0.1464,2022
640,2022-07-07 20:00,2022-07-08 00:00,挂单触发,做多,20667.6,20667.6,0.0,465.84,22579.9,2022-07-08 08:00,9.253,9.253,6.844,KAMA跟踪(跌破KAMA),2022-07-08 20:00,5,0.4331,2022
641,2022-07-05 04:00,2022-07-05 04:00,信号K触发,做多,20123.0,19645.4,2.373,440.83,20350.0,2022-07-05 04:00,3.587,1.128,1.313,保护性平仓,2022-07-05 04:00,0,0.3184,2022
642,2022-07-04 00:00,2022-07-04 20:00,挂单触发,做多,19400.0,19400.0,0.0,483.5,20123.0,2022-07-04 20:00,3.727,3.727,1.204,保护性平仓,2022-07-04 20:00,0,-0.1884,2022
643,2022-06-30 16:00,2022-06-30 16:00,信号K触发,做空,19300.0,19817.2,2.68,463.51,18563.0,2022-07-01 04:00,6.329,3.819,4.085,ATR止损,2022-07-01 04:00,3,-1.0,2022
644,2022-06-30 12:00,2022-06-30 12:00,信号K触发,做空,19817.2,19817.2,0.0,463.51,19300.0,2022-06-30 12:00,2.61,2.61,0.277,保护性平仓,2022-06-30 12:00,0,-0.1506,2022
645,2022-06-29 00:00,2022-06-29 12:00,挂单触发,做空,20500.0,20500.0,0.0,520.33,19887.1,2022-06-29 12:00,2.99,2.99,0.463,保护性平仓,2022-06-29 12:00,0,-0.194,2022
646,2022-06-27 04:00,2022-06-28 00:00,挂单触发,做空,21116.5,21130.0,0.064,602.19,20500.0,2022-06-28 00:00,2.982,2.92,0.135,保护性平仓,2022-06-28 00:00,0,-0.5281,2022
647,2022-06-19 16:00,2022-06-20 04:00,挂单触发,做多,19529.5,19529.5,0.0,902.54,20821.0,2022-06-20 04:00,6.613,6.613,1.904,保护性平仓,2022-06-20 04:00,0,0.1464,2022
648,2022-06-18 12:00,2022-06-18 12:00,信号K触发,做空,20300.8,20305.6,0.024,988.49,19000.0,2022-06-18 12:00,6.43,6.408,1.642,保护性平仓,2022-06-18 12:00,0,0.0731,2022
649,2022-06-17 04:00,2022-06-17 04:00,信号K触发,做空,20739.0,21428.8,3.326,1066.48,20222.0,2022-06-17 04:00,5.632,2.493,0.689,保护性平仓,2022-06-17 04:00,0,-0.0235,2022
650,2022-06-15 12:00,2022-06-15 12:00,信号K触发,做空,21350.0,21712.0,1.696,1020.63,20617.2,2022-06-15 12:00,5.042,3.432,0.358,保护性平仓,2022-06-15 12:00,0,-0.0158,2022
651,2022-06-11 16:00,2022-06-12 00:00,挂单触发,做空,28805.0,28805.0,0.0,588.83,28080.0,2022-06-12 00:00,2.517,2.517,0.483,保护性平仓,2022-06-12 00:00,0,-0.6196,2022
652,2022-06-11 00:00,2022-06-11 00:00,信号K触发,做空,29200.0,29470.5,0.926,599.81,28805.0,2022-06-11 00:00,2.258,1.353,0.228,保护性平仓,2022-06-11 00:00,0,-0.1664,2022
653,2022-06-10 20:00,2022-06-10 20:00,信号K触发,做空,29470.5,29914.5,1.507,604.41,29200.0,2022-06-10 20:00,2.388,0.918,0.376,保护性平仓,2022-06-10 20:00,0,-0.212,2022
654,2022-06-06 00:00,2022-06-06 08:00,挂单触发,做多,29975.0,29968.7,0.021,478.74,31780.0,2022-06-06 20:00,6.044,6.022,4.377,KAMA跟踪(跌破KAMA),2022-06-07 08:00,6,1.4188,2022
655,2022-06-01 20:00,2022-06-02 00:00,挂单触发,做空,31222.0,31222.0,0.0,559.88,29300.0,2022-06-02 04:00,6.156,6.156,4.442,KAMA跟踪(跌破KAMA),2022-06-03 04:00,7,0.3082,2022
656,2022-05-31 04:00,2022-05-31 04:00,信号K触发,做多,30983.0,30983.0,0.0,515.84,32307.6,2022-05-31 04:00,4.275,4.275,2.568,保护性平仓,2022-05-31 04:00,0,0.4413,2022
657,2022-05-26 16:00,2022-05-26 20:00,挂单触发,做空,29330.0,29330.0,0.0,609.94,27952.1,2022-05-26 20:00,4.698,4.698,2.674,ATR止损,2022-05-26 20:00,0,-1.0,2022
658,2022-05-24 00:00,2022-05-24 00:00,信号K触发,做空,29730.6,29730.6,0.0,625.63,29050.0,2022-05-24 00:00,2.289,2.289,0.189,保护性平仓,2022-05-24 00:00,0,0.0674,2022
659,2022-05-22 16:00,2022-05-23 04:00,挂单触发,做多,29650.0,29650.0,0.0,711.21,30500.0,2022-05-23 04:00,2.867,2.867,0.457,保护性平仓,2022-05-23 04:00,0,-0.1086,2022
660,2022-05-09 08:00,2022-05-09 08:00,信号K触发,做空,33665.0,34150.0,1.441,709.88,33255.0,2022-05-09 08:00,2.621,1.218,0.554,保护性平仓,2022-05-09 08:00,0,-0.1787,2022
661,2022-05-05 20:00,2022-05-05 20:00,信号K触发,做空,38600.0,38600.0,0.0,657.57,33665.0,2022-05-09 00:00,12.785,12.785,11.273,固定止盈,2022-05-09 00:00,19,6.0441,2022
662,2022-05-04 12:00,2022-05-05 00:00,挂单触发,做多,38659.7,38659.7,0.0,622.55,40071.7,2022-05-05 00:00,3.652,3.652,2.01,ATR止损,2022-05-05 00:00,0,-1.0,2022
663,2022-05-01 04:00,2022-05-01 04:00,信号K触发,做空,38135.0,38284.0,0.391,730.45,37550.0,2022-05-01 04:00,1.917,1.534,0.009,保护性平仓,2022-05-01 04:00,0,-0.0834,2022
664,2022-04-26 20:00,2022-04-27 00:00,挂单触发,做空,38604.1,38604.1,0.0,640.64,37782.2,2022-04-27 00:00,2.129,2.129,0.477,保护性平仓,2022-04-27 00:00,0,-0.4485,2022
665,2022-04-26 04:00,2022-04-26 04:00,信号K触发,做多,40390.0,39750.0,1.585,583.17,40650.0,2022-04-26 04:00,2.264,0.644,0.786,保护性平仓,2022-04-26 04:00,0,0.1335,2022
666,2022-04-26 00:00,2022-04-26 00:00,信号K触发,做多,39786.0,39786.0,0.0,595.54,40390.0,2022-04-26 00:00,1.518,1.518,0.021,ATR止损,2022-04-26 00:00,0,-1.0,2022
667,2022-04-22 04:00,2022-04-22 04:00,信号K触发,做空,41118.2,41118.2,0.0,638.97,39630.0,2022-04-22 04:00,3.619,3.619,2.098,保护性平仓,2022-04-22 04:00,0,0.0461,2022
668,2022-04-21 16:00,2022-04-21 20:00,挂单触发,做多,42166.8,42166.8,0.0,618.9,42966.0,2022-04-21 20:00,1.895,1.895,0.421,ATR止损,2022-04-21 20:00,0,-1.0,2022
669,2022-04-19 20:00,2022-04-20 16:00,挂单触发,做多,41310.0,41310.0,0.0,663.92,42166.8,2022-04-20 16:00,2.074,2.074,0.46,保护性平仓,2022-04-20 16:00,0,0.1459,2022
670,2022-04-19 00:00,2022-04-19 00:00,信号K触发,做多,40461.8,40461.8,0.0,541.71,41310.0,2022-04-19 00:00,2.096,2.096,0.747,ATR止损,2022-04-19 00:00,0,-1.0,2022
671,2022-04-18 04:00,2022-04-18 04:00,信号K触发,做空,39768.0,40094.3,0.821,572.65,39510.0,2022-04-18 04:00,1.457,0.649,0.029,保护性平仓,2022-04-18 04:00,0,-0.2226,2022
672,2022-04-15 00:00,2022-04-15 00:00,信号K触发,做空,39908.0,40800.0,2.235,773.07,39522.0,2022-04-15 00:00,3.132,0.967,1.261,保护性平仓,2022-04-15 00:00,0,0.3549,2022
