序号,信号时间,方向,入场线类型,成交价,ATR,ATR%,EMA70偏离度%,突破K数,前3K方向涨幅%,量比,状态,不做原因,是否确认,是否加仓,加仓价,出场时间,出场价,持仓K数,底仓R值,加仓R值,R值,基础档位,出场原因,年份
183,2026-04-28 16:00,做空,6K极值,76386.8,804.6,1.047,4.05,37,0.02,0.99,未做,持仓中跳过,弱突破,,,2026-04-28 16:00,76198.9,0,0.234,,0.234,,弱突破平仓,2026
184,2026-04-27 20:00,做空,6K极值,77414.4,786.37,1.011,5.47,32,1.03,2.84,做上,,确认,是,76198.9,2026-04-29 08:00,77061.1,9,0.449,-0.709,-0.26,1.5x,KAMA跟踪止损,2026
185,2026-04-27 12:00,做空,基准值,77815.0,756.83,0.957,7.18,5,-1.36,3.13,未做,持仓中跳过,弱突破,,,2026-04-27 12:00,77557.34,0,0.34,,0.34,,弱突破平仓,2026
186,2026-04-27 08:00,做多,6K极值,78908.15,739.64,0.941,6.72,25,0.71,1.83,未做,持仓中跳过,弱突破,,,2026-04-27 08:00,79066.37,0,0.214,,0.214,,弱突破平仓,2026
187,2026-04-27 04:00,做多,6K极值,78474.7,721.38,0.923,6.14,19,0.15,1.59,未做,持仓中跳过,弱突破,,,2026-04-27 04:00,78610.7,0,0.189,,0.189,,弱突破平仓,2026
188,2026-04-27 00:00,做多,6K极值,78175.3,724.63,0.929,5.9,12,0.85,0.9,未做,持仓中跳过,弱突破,,,2026-04-27 00:00,78183.1,0,0.011,,0.011,,弱突破平仓,2026
189,2026-04-26 12:00,做多,6K极值,77608.3,761.56,0.985,5.0,9,0.07,0.82,做上,,确认,是,79066.37,2026-04-27 12:00,77699.73,6,0.12,-0.937,-0.817,2.0x,KAMA跟踪止损,2026
190,2026-04-23 08:00,做空,基准值,78080.52,982.54,1.257,6.84,4,0.15,1.0,未做,持仓中跳过,弱突破,,,2026-04-23 08:00,77711.6,0,0.375,,0.375,,弱突破平仓,2026
191,2026-04-22 20:00,做多,6K极值,78426.2,989.62,1.264,7.0,472,2.59,1.95,做上,,确认,,,2026-04-23 08:00,77711.6,3,-0.722,,-0.722,2.0x,3K收盘认赔,2026
192,2026-04-22 12:00,做多,6K极值,77701.88,1013.88,1.308,5.94,26,2.23,1.63,做上,,弱突破,,,2026-04-22 12:00,77979.8,0,0.274,,0.274,2.0x,弱突破平仓,2026
193,2026-04-22 08:00,做多,基准值,76555.9,983.01,1.289,4.51,24,-0.16,1.59,未做,持仓中跳过,确认,是,78263.2,2026-04-24 00:00,77031.37,10,0.484,-0.458,0.026,,KAMA跟踪止损,2026
194,2026-04-22 00:00,做空,6K极值,75462.0,936.6,1.236,3.84,6,-0.17,1.59,做上,,确认,,,2026-04-22 08:00,76398.6,2,-1.0,,-1.0,1.5x,前3K止损,2026
195,2026-04-21 00:00,做多,6K极值,75716.6,945.22,1.249,3.81,12,1.45,1.39,做上,,确认,,,2026-04-21 20:00,75716.6,5,0.0,,0.0,2.0x,KAMA跟踪止损,2026
196,2026-04-20 20:00,做多,6K极值,75534.66,939.4,1.25,3.1,4,1.91,1.62,做上,,弱突破,,,2026-04-20 20:00,75677.21,0,0.152,,0.152,2.0x,弱突破平仓,2026
197,2026-04-20 04:00,做空,6K极值,74576.5,900.76,1.202,2.9,19,0.36,1.15,做上,,确认,,,2026-04-20 12:00,75477.26,2,-1.0,,-1.0,1.5x,前3K止损,2026
198,2026-04-19 12:00,做空,6K极值,75314.0,895.92,1.187,3.65,10,0.85,0.68,做上,,弱突破,,,2026-04-19 12:00,75205.7,0,0.121,,0.121,1.5x,弱突破平仓,2026
199,2026-04-19 00:00,做空,6K极值,75726.2,959.76,1.261,4.58,6,1.08,0.81,做上,,弱突破,,,2026-04-19 00:00,75610.79,0,0.12,,0.12,1.5x,弱突破平仓,2026
200,2026-04-18 16:00,做空,6K极值,76843.83,964.62,1.254,5.71,4,0.61,1.37,未做,持仓中跳过,确认,,,2026-04-19 08:00,75765.5,4,1.118,,1.118,,KAMA跟踪止损,2026
201,2026-04-17 20:00,做多,6K极值,76335.41,950.57,1.258,3.9,436,0.57,4.06,做上,,确认,,,2026-04-18 16:00,76335.41,5,0.0,,0.0,2.0x,KAMA跟踪止损,2026
202,2026-04-17 16:00,做多,基准值,75496.4,928.1,1.237,3.2,15,-0.36,2.15,做上,,弱突破,,,2026-04-17 16:00,75542.1,0,0.049,,0.049,2.0x,弱突破平仓,2026
203,2026-04-17 00:00,做多,基准值,75134.66,951.02,1.274,2.86,4,-0.26,1.08,做上,,弱突破,,,2026-04-17 00:00,75309.88,0,0.184,,0.184,2.0x,弱突破平仓,2026
204,2026-04-16 00:00,做多,6K极值,74465.9,926.5,1.255,1.79,5,-0.66,0.88,做上,,确认,,,2026-04-16 16:00,74465.9,4,0.0,,0.0,2.0x,KAMA跟踪止损,2026
205,2026-04-15 12:00,做空,基准值,73789.7,948.2,1.276,2.47,7,1.3,0.69,做上,,弱突破,,,2026-04-15 12:00,73705.1,0,0.089,,0.089,1.5x,弱突破平仓,2026
206,2026-04-14 20:00,做多,6K极值,74905.21,897.2,1.207,2.62,170,-0.05,3.2,未做,持仓中跳过,弱突破,,,2026-04-14 20:00,75274.8,0,0.412,,0.412,,弱突破平仓,2026
207,2026-04-14 04:00,做多,6K极值,73433.0,889.39,1.213,1.24,159,3.55,2.64,未做,持仓中跳过,确认,是,75274.8,2026-04-15 00:00,73994.61,5,0.631,-0.695,-0.064,,KAMA跟踪止损,2026
208,2026-04-14 00:00,做多,6K极值,72423.4,841.77,1.172,-0.79,10,1.24,2.63,未做,持仓中跳过,确认,是,74379.45,2026-04-15 00:00,73994.61,6,1.867,-0.138,1.729,,KAMA跟踪止损,2026
209,2026-04-13 20:00,做多,基准值,71245.0,796.99,1.124,-2.09,8,0.25,2.96,做上,,确认,是,73293.8,2026-04-15 00:00,73994.61,7,3.45,0.246,3.696,2.0x,KAMA跟踪止损,2026
210,2026-04-12 20:00,做空,基准值,71268.62,861.74,1.206,-1.24,17,2.15,1.53,做上,,弱突破,,,2026-04-12 20:00,70856.2,0,0.479,,0.479,1.5x,弱突破平仓,2026
211,2026-04-12 08:00,做空,基准值,72474.71,864.47,1.184,0.86,9,-0.19,1.88,未做,持仓中跳过,确认,是,70856.2,2026-04-13 20:00,71366.56,9,1.282,-0.206,1.076,,KAMA跟踪止损,2026
212,2026-04-12 00:00,做多,6K极值,72945.0,862.86,1.185,0.6,145,-0.02,0.92,未做,持仓中跳过,确认,,,2026-04-12 08:00,72082.14,2,-1.0,,-1.0,,前3K止损,2026
213,2026-04-10 20:00,做多,基准值,72349.9,974.14,1.351,-0.38,3,0.47,1.85,未做,持仓中跳过,弱突破,,,2026-04-10 20:00,72411.6,0,0.063,,0.063,,弱突破平仓,2026
214,2026-04-10 12:00,做空,6K极值,71554.6,988.91,1.377,-0.73,3,0.37,0.51,未做,持仓中跳过,弱突破,,,2026-04-10 12:00,71461.1,0,0.095,,0.095,,弱突破平仓,2026
215,2026-04-09 20:00,做多,6K极值,71518.7,934.79,1.315,-1.72,5,0.09,1.63,未做,持仓中跳过,确认,,,2026-04-10 12:00,71518.7,4,0.0,,0.0,,KAMA跟踪止损,2026
216,2026-04-08 04:00,做多,基准值,69218.74,837.22,1.213,-4.71,79,0.58,4.51,做上,,确认,是,71260.06,2026-04-12 08:00,72130.15,25,3.477,0.302,3.78,2.0x,KAMA跟踪止损,2026
217,2026-04-07 04:00,做空,基准值,69055.75,774.77,1.111,-3.74,3,-0.91,1.62,未做,持仓中跳过,弱突破,,,2026-04-07 04:00,68822.1,0,0.302,,0.302,,弱突破平仓,2026
218,2026-04-06 16:00,做多,6K极值,69563.95,736.86,1.067,-4.6,64,2.61,2.23,未做,持仓中跳过,弱突破,,,2026-04-06 16:00,69583.5,0,0.027,,0.027,,弱突破平仓,2026
219,2026-04-06 04:00,做多,6K极值,67809.01,688.03,1.022,-7.17,24,0.81,2.7,做上,,确认,是,69092.3,2026-04-07 04:00,69021.6,6,1.762,-0.036,1.727,2.0x,KAMA跟踪止损,2026
220,2026-04-05 20:00,做多,基准值,67279.2,680.28,1.016,-7.65,3,-0.44,1.87,做上,,弱突破,,,2026-04-05 20:00,67279.31,0,0.0,,0.0,2.0x,弱突破平仓,2026
221,2026-04-05 12:00,做空,6K极值,66954.1,703.89,1.049,-7.47,5,0.36,0.83,做上,,弱突破,,,2026-04-05 12:00,66787.5,0,0.237,,0.237,1.5x,弱突破平仓,2026
222,2026-04-04 20:00,做多,6K极值,67211.1,786.8,1.172,-7.57,10,0.3,0.78,做上,,弱突破,,,2026-04-04 20:00,67357.3,0,0.186,,0.186,2.0x,弱突破平仓,2026
223,2026-04-04 16:00,做多,6K极值,67023.7,810.55,1.21,-7.77,4,0.19,0.37,做上,,弱突破,,,2026-04-04 16:00,67128.9,0,0.13,,0.13,2.0x,弱突破平仓,2026
224,2026-04-02 16:00,做空,6K极值,66199.96,1024.58,1.532,-8.31,11,1.84,0.6,未做,持仓中跳过,弱突破,,,2026-04-02 16:00,66185.6,0,0.014,,0.014,,弱突破平仓,2026
225,2026-04-02 08:00,做空,基准值,67915.52,983.03,1.444,-6.9,8,0.85,1.59,做上,,确认,是,66185.6,2026-04-03 00:00,67290.4,4,0.636,-0.407,0.229,1.5x,KAMA跟踪止损,2026
226,2026-04-01 12:00,做多,基准值,68566.73,1008.59,1.48,-6.83,29,2.16,1.37,做上,,弱突破,,,2026-04-01 12:00,68668.5,0,0.101,,0.101,2.0x,弱突破平仓,2026
227,2026-03-31 00:00,做空,6K极值,67059.6,912.71,1.35,-7.93,3,-0.7,1.34,做上,,确认,,,2026-03-31 08:00,67972.31,2,-1.0,,-1.0,1.5x,前3K止损,2026
228,2026-03-30 12:00,做多,6K极值,67416.72,936.75,1.395,-8.57,16,0.95,1.03,做上,,弱突破,,,2026-03-30 12:00,67596.7,0,0.192,,0.192,2.0x,弱突破平仓,2026
229,2026-03-30 08:00,做多,基准值,66844.3,899.17,1.363,-10.38,8,-1.21,1.83,做上,,弱突破,,,2026-03-30 08:00,67129.24,0,0.317,,0.317,2.0x,弱突破平仓,2026
230,2026-03-30 04:00,做空,6K极值,66136.82,851.22,1.283,-9.91,10,0.47,1.84,做上,,弱突破,,,2026-03-30 04:00,65973.4,0,0.192,,0.192,1.5x,弱突破平仓,2026
231,2026-03-28 20:00,做多,6K极值,66534.29,972.95,1.467,-10.21,6,-0.09,1.1,未做,持仓中跳过,弱突破,,,2026-03-28 20:00,66998.37,0,0.477,,0.477,,弱突破平仓,2026
232,2026-03-28 12:00,做多,6K极值,66474.0,1029.86,1.556,-10.35,3,0.15,0.31,未做,持仓中跳过,弱突破,,,2026-03-28 12:00,66523.62,0,0.048,,0.048,,弱突破平仓,2026
233,2026-03-27 20:00,做空,6K极值,66218.48,1101.19,1.652,-9.98,110,3.09,1.88,未做,持仓中跳过,弱突破,,,2026-03-27 20:00,66092.0,0,0.115,,0.115,,弱突破平仓,2026
234,2026-03-27 16:00,做空,6K极值,68264.0,1034.04,1.51,-7.51,109,0.02,2.26,未做,持仓中跳过,确认,是,66092.0,2026-03-28 20:00,66636.04,7,1.574,-0.17,1.405,,KAMA跟踪止损,2026
235,2026-03-27 00:00,做空,6K极值,68671.37,1084.43,1.57,-7.02,19,2.53,0.91,未做,持仓中跳过,弱突破,,,2026-03-27 00:00,68505.2,0,0.153,,0.153,,弱突破平仓,2026
236,2026-03-26 20:00,做空,6K极值,69158.8,1079.72,1.559,-6.78,10,2.89,1.4,未做,持仓中跳过,弱突破,,,2026-03-26 20:00,69063.5,0,0.088,,0.088,,弱突破平仓,2026
237,2026-03-26 16:00,做空,6K极值,69781.32,1086.69,1.551,-5.69,9,1.12,0.9,未做,持仓中跳过,弱突破,,,2026-03-26 16:00,69239.4,0,0.499,,0.499,,弱突破平仓,2026
238,2026-03-26 12:00,做空,6K极值,70610.2,1085.96,1.533,-4.61,7,-0.07,0.8,做上,,确认,是,68505.2,2026-03-28 20:00,66636.04,14,3.66,0.586,4.245,1.5x,KAMA跟踪止损,2026
239,2026-03-25 16:00,做多,6K极值,71313.8,1099.23,1.55,-4.75,10,2.25,0.95,做上,,弱突破,,,2026-03-25 16:00,71650.2,0,0.306,,0.306,2.0x,弱突破平仓,2026
240,2026-03-25 00:00,做空,6K极值,69487.74,1130.78,1.619,-6.29,7,0.95,1.33,做上,,弱突破,,,2026-03-25 00:00,69342.1,0,0.129,,0.129,1.5x,弱突破平仓,2026
241,2026-03-24 20:00,做空,6K极值,70091.96,1103.32,1.551,-4.58,5,-0.35,2.18,做上,,弱突破,,,2026-03-24 20:00,69842.5,0,0.226,,0.226,1.5x,弱突破平仓,2026
242,2026-03-24 12:00,做多,基准值,71213.33,1125.97,1.597,-5.39,3,0.57,0.94,做上,,弱突破,,,2026-03-24 12:00,71266.0,0,0.047,,0.047,2.0x,弱突破平仓,2026
243,2026-03-23 16:00,做多,6K极值,68875.37,998.59,1.462,-8.51,8,0.18,4.31,未做,持仓中跳过,确认,是,70677.77,2026-03-24 20:00,69952.84,7,1.079,-0.259,0.82,,KAMA跟踪止损,2026
244,2026-03-23 04:00,做空,6K极值,68111.73,960.01,1.408,-8.81,79,1.04,1.29,未做,持仓中跳过,弱突破,,,2026-03-23 04:00,67834.9,0,0.288,,0.288,,弱突破平仓,2026
245,2026-03-22 16:00,做空,6K极值,68204.2,988.34,1.435,-7.85,76,2.11,0.85,未做,持仓中跳过,弱突破,,,2026-03-22 16:00,68177.76,0,0.027,,0.027,,弱突破平仓,2026
246,2026-03-22 04:00,做空,6K极值,70176.8,938.83,1.334,-6.12,13,0.45,0.75,做上,,确认,是,68177.76,2026-03-23 16:00,69024.35,9,1.228,-0.288,0.939,1.5x,KAMA跟踪止损,2026
247,2026-03-22 00:00,做空,6K极值,70431.9,964.9,1.367,-5.81,4,0.05,0.32,做上,,弱突破,,,2026-03-22 00:00,70366.03,0,0.068,,0.068,1.5x,弱突破平仓,2026
248,2026-03-20 12:00,做多,6K极值,70777.39,1120.58,1.585,-5.9,5,1.92,0.61,做上,,弱突破,,,2026-03-20 12:00,70811.9,0,0.031,,0.031,2.0x,弱突破平仓,2026
249,2026-03-20 08:00,做多,6K极值,70654.76,1128.45,1.614,-7.13,4,-0.05,0.5,未做,持仓中跳过,弱突破,,,2026-03-20 08:00,70700.32,0,0.04,,0.04,,弱突破平仓,2026
250,2026-03-19 20:00,做空,6K极值,69439.8,1109.0,1.586,-7.09,41,1.8,1.93,未做,持仓中跳过,弱突破,,,2026-03-19 20:00,69367.8,0,0.065,,0.065,,弱突破平仓,2026
251,2026-03-19 12:00,做空,6K极值,70456.1,1101.23,1.547,-5.43,37,0.36,1.19,未做,持仓中跳过,弱突破,,,2026-03-19 12:00,70148.97,0,0.279,,0.279,,弱突破平仓,2026
252,2026-03-18 20:00,做空,6K极值,72743.9,1084.42,1.487,-3.32,15,1.3,2.84,未做,持仓中跳过,确认,是,71033.9,2026-03-20 08:00,70572.33,9,2.003,0.165,2.168,,KAMA跟踪止损,2026
253,2026-03-18 16:00,做空,6K极值,73506.97,1062.42,1.439,-2.09,11,0.85,1.06,做上,,确认,是,71439.54,2026-03-20 08:00,70572.33,10,2.762,0.277,3.039,1.5x,KAMA跟踪止损,2026
254,2026-03-17 04:00,做多,6K极值,74471.53,1052.77,1.424,-2.19,241,0.7,1.09,未做,持仓中跳过,弱突破,,,2026-03-17 04:00,74850.31,0,0.36,,0.36,,弱突破平仓,2026
255,2026-03-16 08:00,做多,6K极值,73179.26,967.22,1.329,-3.75,14,1.36,1.83,未做,持仓中跳过,弱突破,,,2026-03-16 08:00,73539.5,0,0.372,,0.372,,弱突破平仓,2026
256,2026-03-16 04:00,做多,6K极值,71964.9,924.44,1.293,-5.42,13,0.13,1.49,做上,,确认,是,73539.5,2026-03-17 16:00,73643.35,9,1.816,0.042,1.857,2.0x,KAMA跟踪止损,2026
257,2026-03-15 16:00,做多,6K极值,71750.68,981.54,1.374,-5.54,9,1.07,0.47,做上,,弱突破,,,2026-03-15 16:00,71800.0,0,0.05,,0.05,2.0x,弱突破平仓,2026
258,2026-03-15 08:00,做多,6K极值,71218.6,1021.6,1.435,-5.97,6,0.66,0.55,做上,,弱突破,,,2026-03-15 08:00,71321.7,0,0.101,,0.101,2.0x,弱突破平仓,2026
259,2026-03-15 04:00,做多,6K极值,70910.81,1043.25,1.476,-6.64,3,0.14,0.3,做上,,弱突破,,,2026-03-15 04:00,71174.4,0,0.253,,0.253,2.0x,弱突破平仓,2026
260,2026-03-14 00:00,做空,基准值,71150.0,1196.31,1.666,-5.31,3,-0.6,1.74,未做,持仓中跳过,弱突破,,,2026-03-14 00:00,71139.5,0,0.009,,0.009,,弱突破平仓,2026
261,2026-03-13 16:00,做多,6K极值,71975.7,1143.47,1.597,-5.59,46,1.68,1.22,未做,持仓中跳过,弱突破,,,2026-03-13 16:00,72193.2,0,0.19,,0.19,,弱突破平仓,2026
262,2026-03-13 08:00,做多,6K极值,70703.6,1153.78,1.637,-7.21,13,0.13,1.4,做上,,确认,,,2026-03-14 04:00,70703.6,5,0.0,,0.0,2.0x,KAMA跟踪止损,2026
263,2026-03-11 16:00,做空,6K极值,69379.1,1235.58,1.775,-8.56,7,0.56,0.56,做上,,弱突破,,,2026-03-11 16:00,69144.7,0,0.19,,0.19,1.5x,弱突破平仓,2026
264,2026-03-10 20:00,做多,6K极值,71266.6,1206.92,1.71,-7.5,26,3.18,2.7,做上,,弱突破,,,2026-03-10 20:00,71303.56,0,0.031,,0.031,2.0x,弱突破平仓,2026
265,2026-03-10 16:00,做多,6K极值,70551.7,1222.38,1.737,-7.77,23,2.03,1.37,做上,,弱突破,,,2026-03-10 16:00,70574.4,0,0.019,,0.019,2.0x,弱突破平仓,2026
