序号,组别,信号时间,方向,6K极值,入场基准,是否有回调突破线,回调偏移%,ATR,ATR%,突破K收盘价,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,收益率%,MFE%,出场原因,同信号对方R值,年份
122,A_原策略_6K极值,2026-01-02 00:00,做多,88079.3,88079.3,是,0.016,762.76,0.866,88354.8,88079.3,87316.54,107456.75,2026-01-02 20:00,88737.12,5,0.8624,0.747,2.324,KAMA跟踪,,2026
123,A_原策略_6K极值,2026-01-01 00:00,做空,87729.2,87729.2,是,0.119,871.23,0.993,87515.0,87729.2,88600.43,77201.7,2026-01-01 16:00,87729.2,4,0.0,0.0,0.616,保本平仓,,2026
124,A_原策略_6K极值,2025-12-30 20:00,做多,88190.6,88190.6,是,0.046,846.62,0.96,88966.8,88190.6,87343.98,107592.53,2025-12-31 12:00,88411.6,4,0.261,0.251,1.32,KAMA跟踪,,2025
125,A_原策略_6K极值,2025-12-29 08:00,做多,88078.3,88078.3,是,0.0,730.13,0.829,90091.6,88078.3,87348.17,107455.53,2025-12-29 20:00,87348.17,3,-1.0,-0.829,2.606,ATR止损,,2025
126,A_原策略_6K极值,2025-12-28 04:00,做多,87750.0,87750.0,是,0.0,877.17,1.0,87829.4,87750.0,86872.83,107055.0,2025-12-28 20:00,87835.76,4,0.0978,0.098,0.374,KAMA跟踪,,2025
127,A_原策略_6K极值,2025-12-26 08:00,做多,88594.0,88594.0,是,0.746,968.14,1.093,88796.2,88594.0,87625.86,108084.68,2025-12-26 20:00,87625.86,3,-1.0,-1.093,1.088,ATR止损,,2025
128,A_原策略_6K极值,2025-12-25 20:00,做多,88033.3,88033.3,是,0.0,964.23,1.095,88338.9,88033.3,87069.07,107400.63,2025-12-26 04:00,87069.07,2,-1.0,-1.095,0.475,ATR止损,,2025
129,A_原策略_6K极值,2025-12-23 12:00,做空,87738.3,87738.3,是,1.057,1146.82,1.307,87531.3,87738.3,88885.12,77209.7,2025-12-24 04:00,87738.3,4,0.0,0.0,1.37,保本平仓,,2025
130,A_原策略_6K极值,2025-12-22 16:00,做多,89600.0,89600.0,是,0.614,1085.2,1.211,89905.2,89600.0,88514.8,109312.0,2025-12-23 00:00,88514.8,2,-1.0,-1.211,1.115,ATR止损,,2025
131,A_原策略_6K极值,2025-12-21 16:00,做多,88434.9,88434.9,是,0.0,1118.97,1.265,88570.6,88434.9,87315.93,107890.58,2025-12-22 08:00,88434.9,4,0.0,0.0,1.317,保本平仓,,2025
132,A_原策略_6K极值,2025-12-19 00:00,做空,85261.3,85261.3,是,0.0,1312.99,1.54,84447.0,85261.3,86574.29,75029.94,2025-12-19 08:00,86574.29,2,-1.0,-1.54,1.0,ATR止损,,2025
133,A_原策略_6K极值,2025-12-18 00:00,做空,86158.4,86158.4,是,0.995,1307.83,1.518,85982.7,86158.4,87466.23,75819.39,2025-12-18 16:00,86787.5,4,-0.481,-0.73,0.613,保本平仓,,2025
134,A_原策略_6K极值,2025-12-15 20:00,做空,87504.3,87504.3,是,0.0,1068.35,1.221,86996.6,87504.3,88572.65,77003.78,2025-12-16 20:00,87504.3,6,0.0,0.0,2.778,保本平仓,,2025
135,A_原策略_6K极值,2025-12-14 16:00,做空,89711.9,89711.9,是,0.0,1055.99,1.177,89308.2,89711.9,90767.89,78946.47,2025-12-15 08:00,89042.1,4,0.6343,0.747,2.461,KAMA跟踪,,2025
136,A_原策略_6K极值,2025-12-11 08:00,做空,91520.0,91520.0,是,0.0,1374.84,1.502,89833.1,91520.0,92894.84,80537.6,2025-12-12 00:00,90866.99,4,0.475,0.714,2.535,KAMA跟踪,,2025
137,A_原策略_6K极值,2025-12-09 20:00,做多,92106.4,92106.4,是,0.0,1265.64,1.374,92676.9,92106.4,90840.76,112369.81,2025-12-10 16:00,92106.4,5,0.0,0.0,2.658,保本平仓,,2025
138,A_原策略_6K极值,2025-12-08 00:00,做多,89940.3,89940.3,是,0.0,1158.73,1.288,91379.7,89940.3,88781.57,109727.17,2025-12-08 20:00,90160.34,5,0.1899,0.245,2.582,KAMA跟踪,,2025
139,A_原策略_6K极值,2025-12-05 20:00,做空,90822.5,90822.5,是,0.0,1371.68,1.51,90414.0,90822.5,92194.18,79923.8,2025-12-06 20:00,89993.79,6,0.6042,0.912,3.134,KAMA跟踪,,2025
140,A_原策略_6K极值,2025-12-02 20:00,做多,87640.0,87640.0,否,0.0,1282.08,1.463,90809.2,87640.0,86357.92,106920.8,2025-12-04 20:00,92670.12,12,3.9234,5.74,7.468,KAMA跟踪,,2025
141,A_原策略_6K极值,2025-12-01 04:00,做空,90363.0,90363.0,是,0.0,1071.12,1.185,90320.6,90363.0,91434.12,79519.44,2025-12-02 04:00,86722.46,6,3.3988,4.029,7.278,KAMA跟踪,,2025
142,A_原策略_6K极值,2025-11-27 00:00,做多,88200.0,88200.0,是,0.0,1537.4,1.743,89923.3,88200.0,86662.6,107604.0,2025-11-29 00:00,90733.68,12,1.648,2.873,5.533,KAMA跟踪,,2025
143,A_原策略_6K极值,2025-11-25 00:00,做多,88100.0,88100.0,是,0.0,1704.82,1.935,88277.0,88100.0,86395.18,107482.0,2025-11-25 16:00,87362.2,4,-0.4328,-0.837,1.223,保本平仓,,2025
144,A_原策略_6K极值,2025-11-23 20:00,做多,86826.8,86826.8,否,0.0,1822.12,2.099,87042.8,86826.8,85004.68,105928.7,2025-11-24 12:00,86826.8,4,0.0,0.0,1.466,保本平仓,,2025
145,A_原策略_6K极值,2025-11-21 00:00,做空,88564.4,88564.4,是,0.0,1690.58,1.909,86880.3,88564.4,90254.98,77936.67,2025-11-23 08:00,85728.7,14,1.6774,3.202,8.993,KAMA跟踪,,2025
146,A_原策略_6K极值,2025-11-14 00:00,做空,100711.0,100711.0,是,0.0,1530.54,1.52,98643.1,100711.0,102241.54,88625.68,2025-11-20 00:00,88625.68,36,7.8961,12.0,12.025,固定止盈,,2025
147,A_原策略_6K极值,2025-11-12 20:00,做空,102400.0,102400.0,是,0.0,1362.09,1.33,102124.9,102400.0,103762.09,90112.0,2025-11-13 12:00,102400.0,4,0.0,0.0,1.649,保本平仓,,2025
148,A_原策略_6K极值,2025-11-11 20:00,做空,104615.7,104615.7,是,0.0,1401.35,1.34,103417.2,104615.7,106017.05,92061.82,2025-11-12 16:00,104592.08,5,0.0169,0.023,2.118,KAMA跟踪,,2025
149,A_原策略_6K极值,2025-11-09 20:00,做多,102443.9,102443.9,是,0.0,1336.66,1.305,103715.8,102443.9,101107.24,124981.56,2025-11-10 20:00,104765.58,6,1.7369,2.266,4.121,KAMA跟踪,,2025
150,A_原策略_6K极值,2025-11-08 00:00,做多,102480.4,102480.4,是,0.11,1624.32,1.585,103350.0,102480.4,100856.08,125026.09,2025-11-08 16:00,102302.8,4,-0.1093,-0.173,1.552,保本平仓,,2025
151,A_原策略_6K极值,2025-11-07 00:00,做空,101570.5,101570.5,否,0.0,1599.34,1.575,101335.9,101570.5,103169.84,89382.04,2025-11-07 16:00,101978.2,4,-0.2549,-0.401,1.792,保本平仓,,2025
152,A_原策略_6K极值,2025-11-03 08:00,做空,109368.9,109368.9,是,0.428,1197.98,1.095,107886.0,109368.9,110566.88,96244.63,2025-11-06 00:00,104052.94,16,4.4374,4.861,9.582,KAMA跟踪,,2025
153,A_原策略_6K极值,2025-11-02 12:00,做多,110557.0,110557.0,是,0.0,1251.92,1.132,110844.1,110557.0,109305.08,134879.54,2025-11-03 04:00,110125.3,4,-0.3448,-0.39,0.596,保本平仓,,2025
154,A_原策略_6K极值,2025-10-30 20:00,做空,107817.3,107817.3,是,1.121,1507.41,1.398,107670.6,107817.3,109324.71,94879.22,2025-10-31 08:00,109324.71,3,-1.0,-1.398,1.5,ATR止损,,2025
155,A_原策略_6K极值,2025-10-30 00:00,做空,111326.5,111326.5,是,0.637,1260.6,1.132,110605.6,111326.5,112587.1,97967.32,2025-10-30 16:00,111326.5,4,0.0,0.0,3.152,保本平仓,,2025
156,A_原策略_6K极值,2025-10-29 04:00,做空,113422.0,113422.0,是,0.0,1233.7,1.088,112833.5,113422.0,114655.7,99811.36,2025-10-29 20:00,113422.0,4,0.0,0.0,1.848,保本平仓,,2025
157,A_原策略_6K极值,2025-10-26 16:00,做多,111903.9,111903.9,是,0.0,1199.67,1.072,113235.2,111903.9,110704.23,136522.76,2025-10-28 04:00,114561.54,9,2.2153,2.375,4.0,KAMA跟踪,,2025
158,A_原策略_6K极值,2025-10-23 12:00,做多,109160.0,109160.0,是,0.0,1708.84,1.565,109228.6,109160.0,107451.16,133175.2,2025-10-24 04:00,109911.36,4,0.4397,0.688,1.905,KAMA跟踪,,2025
159,A_原策略_6K极值,2025-10-21 12:00,做空,109005.0,109005.0,是,0.798,1486.43,1.364,108020.0,109005.0,110491.43,95924.4,2025-10-21 20:00,110491.43,2,-1.0,-1.364,1.442,ATR止损,,2025
160,A_原策略_6K极值,2025-10-19 20:00,做多,108214.8,108214.8,否,0.0,1553.43,1.436,108429.5,108214.8,106661.37,132022.06,2025-10-21 00:00,109970.61,7,1.1303,1.623,3.174,KAMA跟踪,,2025
161,A_原策略_6K极值,2025-10-16 20:00,做空,109403.5,109403.5,是,0.634,1806.93,1.652,108474.0,109403.5,111210.43,96275.08,2025-10-19 16:00,108144.0,17,0.697,1.151,5.424,KAMA跟踪,,2025
162,A_原策略_6K极值,2025-10-14 12:00,做空,113210.6,113210.6,是,0.344,1895.49,1.674,111665.2,113210.6,115106.09,99625.33,2025-10-15 04:00,113210.6,4,0.0,0.0,3.011,保本平仓,,2025
163,A_原策略_6K极值,2025-10-12 20:00,做多,112466.2,112466.2,是,0.0,2075.81,1.846,113119.0,112466.2,110390.39,137208.76,2025-10-14 08:00,114122.67,9,0.798,1.473,3.064,KAMA跟踪,,2025
164,A_原策略_6K极值,2025-10-10 20:00,做空,119572.8,119572.8,是,0.0,1350.19,1.129,118965.3,119572.8,120922.99,105224.06,2025-10-11 04:00,105224.06,2,10.6272,12.0,15.101,固定止盈,,2025
165,A_原策略_6K极值,2025-10-09 20:00,做空,121081.5,121081.5,是,0.435,1337.67,1.105,121079.4,121081.5,122419.17,106551.72,2025-10-10 12:00,121081.5,4,0.0,0.0,1.246,保本平仓,,2025
166,A_原策略_6K极值,2025-10-09 00:00,做多,123312.9,123312.9,是,0.858,1312.72,1.065,123381.8,123312.9,122000.18,150441.74,2025-10-09 08:00,122000.18,2,-1.0,-1.065,0.291,ATR止损,,2025
167,A_原策略_6K极值,2025-10-07 20:00,做空,123261.6,123261.6,是,0.699,1165.96,0.946,121788.3,123261.6,124427.56,108470.21,2025-10-08 16:00,122538.95,5,0.6198,0.586,2.227,KAMA跟踪,,2025
168,A_原策略_6K极值,2025-10-06 20:00,做多,124500.0,124500.0,否,0.0,1162.49,0.934,124946.2,124500.0,123337.51,151890.0,2025-10-07 12:00,124277.8,4,-0.1911,-0.178,1.372,保本平仓,,2025
169,A_原策略_6K极值,2025-10-03 20:00,做多,120999.0,120999.0,是,0.0,1018.08,0.841,122238.5,120999.0,119980.92,147618.78,2025-10-06 00:00,122431.36,13,1.4069,1.184,4.032,KAMA跟踪,,2025
170,A_原策略_6K极值,2025-10-01 16:00,做多,114720.0,114720.0,是,0.0,877.79,0.765,116736.8,114720.0,113842.21,139958.4,2025-10-03 08:00,119772.27,10,5.7557,4.404,5.473,KAMA跟踪,,2025
171,A_原策略_6K极值,2025-09-28 20:00,做多,109749.9,109749.9,是,0.0,781.7,0.712,109990.0,109749.9,108968.2,133894.88,2025-09-30 12:00,113591.41,10,4.9143,3.5,4.601,KAMA跟踪,,2025
172,A_原策略_6K极值,2025-09-25 16:00,做空,111389.0,111389.0,是,0.868,939.91,0.844,111316.1,111389.0,112328.91,98022.32,2025-09-27 00:00,110049.41,8,1.4252,1.203,2.534,KAMA跟踪,,2025
173,A_原策略_6K极值,2025-09-24 20:00,做多,113254.8,113254.8,是,0.0,930.79,0.822,113299.9,113254.8,112324.01,138170.86,2025-09-25 08:00,112324.01,3,-1.0,-0.822,0.566,ATR止损,,2025
174,A_原策略_6K极值,2025-09-22 08:00,做空,115137.6,115137.6,否,0.0,658.19,0.572,114602.9,115137.6,115795.79,101321.09,2025-09-23 12:00,112905.65,7,3.391,1.939,3.242,KAMA跟踪,,2025
175,A_原策略_6K极值,2025-09-19 16:00,做空,116489.7,116489.7,是,0.0,907.56,0.779,116343.1,116489.7,117397.26,102510.94,2025-09-20 12:00,115760.06,5,0.804,0.626,1.236,KAMA跟踪,,2025
176,A_原策略_6K极值,2025-09-18 08:00,做多,117266.4,117266.4,是,0.0,940.49,0.802,117531.2,117266.4,116325.91,143065.01,2025-09-19 00:00,117266.4,4,0.0,0.0,0.519,保本平仓,,2025
177,A_原策略_6K极值,2025-09-17 00:00,做多,115968.0,115968.0,是,0.0,825.7,0.712,116758.0,115968.0,115142.3,141480.96,2025-09-17 20:00,115968.0,5,0.0,0.0,1.12,保本平仓,,2025
178,A_原策略_6K极值,2025-09-10 20:00,做多,112900.0,112900.0,是,0.0,953.77,0.845,113801.3,112900.0,111946.23,137738.0,2025-09-14 20:00,115194.85,24,2.4061,2.033,3.282,KAMA跟踪,,2025
179,A_原策略_6K极值,2025-09-09 12:00,做多,112867.6,112867.6,是,0.0,906.51,0.803,112950.1,112867.6,111961.09,137698.47,2025-09-09 20:00,111961.09,2,-1.0,-0.803,0.236,ATR止损,,2025
180,A_原策略_6K极值,2025-09-08 16:00,做多,111580.7,111580.7,否,0.0,918.82,0.823,112022.0,111580.7,110661.88,136128.45,2025-09-09 08:00,111694.39,4,0.1237,0.102,1.153,KAMA跟踪,,2025
181,A_原策略_6K极值,2025-09-07 00:00,做空,110153.3,110153.3,是,0.0,1157.22,1.051,109986.7,110153.3,111310.52,96934.9,2025-09-07 16:00,110710.8,4,-0.4818,-0.506,0.156,保本平仓,,2025
182,A_原策略_6K极值,2025-09-05 12:00,做多,111743.8,111743.8,是,0.412,1178.39,1.055,112900.1,111743.8,110565.41,136327.44,2025-09-05 20:00,110565.41,2,-1.0,-1.055,1.432,ATR止损,,2025
183,A_原策略_6K极值,2025-09-04 20:00,做空,110237.2,110237.2,是,0.662,1121.62,1.017,109448.0,110237.2,111358.82,97008.74,2025-09-05 04:00,111358.82,2,-1.0,-1.017,0.837,ATR止损,,2025
184,A_原策略_6K极值,2025-09-03 20:00,做多,111742.1,111742.1,是,0.0,1174.6,1.051,112168.6,111742.1,110567.5,136325.36,2025-09-04 12:00,111107.1,4,-0.5406,-0.568,0.715,保本平仓,,2025
185,A_原策略_6K极值,2025-09-02 08:00,做多,109874.8,109874.8,是,0.0,1160.6,1.056,110286.0,109874.8,108714.2,134047.26,2025-09-02 20:00,108714.2,3,-1.0,-1.056,1.699,ATR止损,,2025
186,A_原策略_6K极值,2025-09-01 08:00,做空,108021.0,108021.0,否,0.0,1041.79,0.964,107619.1,108021.0,109062.79,95058.48,2025-09-01 12:00,109062.79,1,-1.0,-0.964,0.749,ATR止损,,2025
187,A_原策略_6K极值,2025-08-29 12:00,做空,111238.5,111238.5,是,0.588,1246.39,1.12,109969.0,111238.5,112484.89,97889.88,2025-08-31 08:00,109080.88,11,1.7311,1.94,3.558,KAMA跟踪,,2025
188,A_原策略_6K极值,2025-08-28 12:00,做多,112568.5,112568.5,是,0.0,1312.4,1.166,113079.2,112568.5,111256.1,137333.57,2025-08-29 04:00,111864.8,4,-0.5362,-0.625,0.764,保本平仓,,2025
189,A_原策略_6K极值,2025-08-24 20:00,做空,114510.0,114510.0,是,0.0,1041.94,0.91,114372.6,114510.0,115551.94,100768.8,2025-08-27 04:00,111178.87,14,3.197,2.909,5.196,KAMA跟踪,,2025
190,A_原策略_6K极值,2025-08-22 20:00,做多,113936.0,113936.0,是,0.0,1061.66,0.932,116319.3,113936.0,112874.34,139001.92,2025-08-23 20:00,114744.7,6,0.7617,0.71,3.038,KAMA跟踪,,2025
191,A_原策略_6K极值,2025-08-22 00:00,做空,112545.4,112545.4,是,0.582,1086.72,0.966,112152.8,112545.4,113632.12,99039.95,2025-08-22 16:00,113040.0,4,-0.4551,-0.439,0.476,保本平仓,,2025
192,A_原策略_6K极值,2025-08-19 20:00,做空,114303.8,114303.8,是,0.407,1086.44,0.95,113730.0,114303.8,115390.24,100587.34,2025-08-21 00:00,114303.8,7,0.0,0.0,1.751,保本平仓,,2025
193,A_原策略_6K极值,2025-08-18 08:00,做空,117121.6,117121.6,是,0.0,989.22,0.845,115264.9,117121.6,118110.82,103067.01,2025-08-19 04:00,116878.79,5,0.2455,0.207,2.149,KAMA跟踪,,2025
194,A_原策略_6K极值,2025-08-14 20:00,做空,120066.1,120066.1,是,0.0,1281.44,1.067,118185.9,120066.1,121347.54,105658.17,2025-08-17 16:00,118183.84,17,1.4689,1.568,2.773,KAMA跟踪,,2025
195,A_原策略_6K极值,2025-08-13 16:00,做多,120270.0,120270.0,是,0.0,1119.04,0.93,120538.5,120270.0,119150.96,146729.4,2025-08-14 12:00,121344.97,5,0.9606,0.894,3.555,KAMA跟踪,,2025
196,A_原策略_6K极值,2025-08-10 08:00,做多,117906.7,117906.7,是,0.0,918.82,0.779,118480.1,117906.7,116987.88,143846.17,2025-08-12 00:00,119138.36,10,1.3405,1.045,3.853,KAMA跟踪,,2025
197,A_原策略_6K极值,2025-08-07 16:00,做多,115674.2,115674.2,是,0.0,1009.95,0.873,116469.1,115674.2,114664.25,141122.52,2025-08-08 20:00,116100.45,7,0.422,0.368,1.658,KAMA跟踪,,2025
198,A_原策略_6K极值,2025-08-06 20:00,做多,114860.1,114860.1,是,0.0,1038.01,0.904,115366.3,114860.1,113822.09,140129.32,2025-08-07 12:00,114500.9,4,-0.346,-0.313,0.709,保本平仓,,2025
199,A_原策略_6K极值,2025-08-05 12:00,做空,114070.0,114070.0,是,0.0,1021.12,0.895,113924.7,114070.0,115091.12,100381.6,2025-08-06 04:00,114070.0,4,0.0,0.0,1.304,保本平仓,,2025
200,A_原策略_6K极值,2025-08-04 00:00,做多,114200.0,114200.0,否,0.0,1121.27,0.982,114259.0,114200.0,113078.73,139324.0,2025-08-04 16:00,114200.0,4,0.0,0.0,0.668,保本平仓,,2025
201,A_原策略_6K极值,2025-08-01 04:00,做空,116691.1,116691.1,是,0.119,1100.96,0.943,115697.3,116691.1,117792.06,102688.17,2025-08-03 08:00,113512.83,13,2.8868,2.724,4.149,KAMA跟踪,,2025
202,A_原策略_6K极值,2025-07-31 00:00,做空,116923.0,116923.0,是,0.0,1059.02,0.906,116865.2,116923.0,117982.02,102892.24,2025-07-31 08:00,117982.02,2,-1.0,-0.906,0.08,ATR止损,,2025
203,A_原策略_6K极值,2025-07-29 20:00,做空,117388.0,117388.0,是,0.0,1021.2,0.87,117345.7,117388.0,118409.2,103301.44,2025-07-30 12:00,118106.5,4,-0.7036,-0.612,0.396,保本平仓,,2025
204,A_原策略_6K极值,2025-07-26 16:00,做多,117740.6,117740.6,否,0.0,1323.56,1.124,117758.0,117740.6,116417.04,143643.53,2025-07-28 16:00,118492.88,12,0.5684,0.639,1.759,KAMA跟踪,,2025
205,A_原策略_6K极值,2025-07-25 08:00,做空,117050.2,117050.2,是,0.0,1302.16,1.112,115384.6,117050.2,118352.36,103004.18,2025-07-26 04:00,117050.2,5,0.0,0.0,2.036,保本平仓,,2025
206,A_原策略_6K极值,2025-07-21 12:00,做多,118856.6,118856.6,是,0.0,1221.68,1.028,119352.2,118856.6,117634.92,145005.05,2025-07-22 00:00,117634.92,3,-1.0,-1.028,0.538,ATR止损,,2025
207,A_原策略_6K极值,2025-07-20 20:00,做多,118301.4,118301.4,是,0.0,1149.92,0.972,118669.3,118301.4,117151.48,144327.71,2025-07-21 04:00,117151.48,2,-1.0,-0.972,0.469,ATR止损,,2025
208,A_原策略_6K极值,2025-07-15 08:00,做空,118862.6,118862.6,是,0.0,1273.06,1.071,117209.2,118862.6,120135.66,104599.09,2025-07-16 16:00,118862.6,8,0.0,0.0,2.679,保本平仓,,2025
209,A_原策略_6K极值,2025-07-13 20:00,做多,118058.3,118058.3,是,0.202,991.2,0.84,118610.6,118058.3,117067.1,144031.13,2025-07-14 20:00,120365.8,6,2.328,1.955,4.44,KAMA跟踪,,2025
210,A_原策略_6K极值,2025-07-10 00:00,做多,109738.5,109738.5,是,0.568,782.44,0.713,111718.8,109738.5,108956.06,133880.97,2025-07-12 20:00,117269.37,17,9.6249,6.863,8.333,KAMA跟踪,,2025
211,A_原策略_6K极值,2025-07-06 20:00,做多,108211.0,108211.0,是,0.015,696.74,0.644,108856.8,108211.0,107514.26,132017.42,2025-07-07 16:00,108594.27,5,0.5501,0.354,1.362,KAMA跟踪,,2025
212,A_原策略_6K极值,2025-07-05 00:00,做空,107436.0,107436.0,是,1.424,929.47,0.865,107429.6,107436.0,108365.47,94543.68,2025-07-05 12:00,108365.47,3,-1.0,-0.865,0.047,ATR止损,,2025
213,A_原策略_6K极值,2025-07-02 16:00,做多,107144.4,107144.4,是,0.003,898.06,0.838,107439.6,107144.4,106246.34,130716.17,2025-07-04 20:00,108454.38,13,1.4587,1.223,3.117,KAMA跟踪,,2025
214,A_原策略_6K极值,2025-07-01 16:00,做空,106557.4,106557.4,是,0.121,831.79,0.781,106556.8,106557.4,107389.19,93770.51,2025-07-02 12:00,106314.41,5,0.2921,0.228,1.452,KAMA跟踪,,2025
215,A_原策略_6K极值,2025-06-29 16:00,做多,107538.0,107538.0,是,0.0,857.51,0.797,108448.3,107538.0,106680.49,131196.36,2025-06-30 12:00,107575.88,5,0.0442,0.035,1.159,KAMA跟踪,,2025
216,A_原策略_6K极值,2025-06-24 00:00,做多,102596.5,102596.5,否,0.0,1339.66,1.306,103114.2,102596.5,101256.84,125167.73,2025-06-26 16:00,107256.25,16,3.4783,4.542,5.51,KAMA跟踪,,2025
217,A_原策略_6K极值,2025-06-22 20:00,做空,100789.9,100789.9,是,0.0,1094.03,1.085,98849.9,100789.9,101883.93,88695.11,2025-06-23 12:00,101104.3,4,-0.2874,-0.312,2.654,保本平仓,,2025
218,A_原策略_6K极值,2025-06-22 00:00,做空,102255.3,102255.3,是,0.0,1039.46,1.017,102207.5,102255.3,103294.76,89984.66,2025-06-22 08:00,103294.76,2,-1.0,-1.017,1.433,ATR止损,,2025
219,A_原策略_6K极值,2025-06-21 00:00,做空,103805.9,103805.9,是,0.062,1129.59,1.088,103263.9,103805.9,104935.49,91349.19,2025-06-21 16:00,103805.9,4,0.0,0.0,0.869,保本平仓,,2025
220,A_原策略_6K极值,2025-06-20 16:00,做多,105765.8,105765.8,是,0.694,1083.28,1.024,105928.6,105765.8,104682.52,129034.28,2025-06-20 20:00,104682.52,1,-1.0,-1.024,0.327,ATR止损,,2025
221,A_原策略_6K极值,2025-06-17 16:00,做空,106068.0,106068.0,是,0.357,1153.18,1.087,105592.9,106068.0,107221.18,93339.84,2025-06-20 12:00,105385.89,17,0.5915,0.643,2.61,KAMA跟踪,,2025
222,A_原策略_6K极值,2025-06-16 12:00,做多,106099.4,106099.4,是,0.0,1015.24,0.957,107023.8,106099.4,105084.16,129441.27,2025-06-17 08:00,106575.99,5,0.4694,0.449,2.64,KAMA跟踪,,2025
223,A_原策略_6K极值,2025-06-13 04:00,做空,106539.1,106539.1,否,0.0,1075.26,1.009,105609.5,106539.1,107614.36,93754.41,2025-06-13 20:00,105664.18,4,0.8137,0.821,3.684,KAMA跟踪,,2025
224,A_原策略_6K极值,2025-06-12 08:00,做空,108001.2,108001.2,否,0.0,1047.16,0.97,107820.5,108001.2,109048.36,95041.06,2025-06-13 00:00,108001.2,4,0.0,0.0,1.354,保本平仓,,2025
225,A_原策略_6K极值,2025-06-09 16:00,做多,106482.6,106482.6,是,0.0,876.67,0.823,107707.9,106482.6,105605.93,129908.77,2025-06-12 00:00,108825.32,14,2.6723,2.2,3.917,KAMA跟踪,,2025
226,A_原策略_6K极值,2025-06-08 20:00,做多,105878.3,105878.3,是,0.0,945.31,0.893,105917.5,105878.3,104932.99,129171.53,2025-06-09 12:00,105617.0,4,-0.2764,-0.247,0.571,保本平仓,,2025
227,A_原策略_6K极值,2025-06-07 20:00,做多,105293.0,105293.0,是,0.009,1100.78,1.045,105507.9,105293.0,104192.22,128457.46,2025-06-08 16:00,105293.0,5,0.0,0.0,0.556,保本平仓,,2025
228,A_原策略_6K极值,2025-06-06 00:00,做空,103825.0,103825.0,否,0.0,1022.97,0.985,101872.9,103825.0,104847.97,91366.0,2025-06-06 16:00,103516.14,4,0.3019,0.297,3.39,KAMA跟踪,,2025
229,A_原策略_6K极值,2025-06-03 20:00,做多,106470.8,106470.8,是,0.0,1073.1,1.008,106556.1,106470.8,105397.7,129894.38,2025-06-04 04:00,105397.7,2,-1.0,-1.008,0.14,ATR止损,,2025
230,A_原策略_6K极值,2025-06-02 04:00,做多,105285.0,105285.0,是,0.404,1112.04,1.056,105583.3,105285.0,104172.96,128447.7,2025-06-02 16:00,104172.96,3,-1.0,-1.056,0.584,ATR止损,,2025
231,A_原策略_6K极值,2025-05-30 00:00,做空,106400.0,106400.0,是,0.304,1316.83,1.238,105699.2,106400.0,107716.83,93632.0,2025-06-02 00:00,105109.97,18,0.9796,1.212,3.165,KAMA跟踪,,2025
232,A_原策略_6K极值,2025-05-28 20:00,做空,108178.1,108178.1,否,0.0,1259.96,1.165,107065.5,108178.1,109438.06,95196.73,2025-05-29 16:00,108178.1,5,0.0,0.0,1.344,保本平仓,,2025
233,A_原策略_6K极值,2025-05-26 08:00,做多,109285.1,109285.1,是,0.947,1444.78,1.322,109587.0,109285.1,107840.32,133327.82,2025-05-27 00:00,109285.1,4,0.0,0.0,1.02,保本平仓,,2025
234,A_原策略_6K极值,2025-05-23 16:00,做空,110238.5,110238.5,是,0.0,1455.69,1.32,109033.2,110238.5,111694.19,97009.88,2025-05-24 16:00,109006.91,6,0.8461,1.117,3.19,KAMA跟踪,,2025
235,A_原策略_6K极值,2025-05-22 08:00,做多,110830.0,110830.0,否,0.0,1591.92,1.436,111755.9,110830.0,109238.08,135212.6,2025-05-23 04:00,110830.0,5,0.0,0.0,1.019,保本平仓,,2025
236,A_原策略_6K极值,2025-05-21 20:00,做多,107950.0,107950.0,否,0.0,1300.61,1.205,108936.6,107950.0,106649.39,131699.0,2025-05-22 00:00,106649.39,1,-1.0,-1.205,1.718,ATR止损,,2025
237,A_原策略_6K极值,2025-05-21 00:00,做多,106800.0,106800.0,是,0.0,1284.62,1.203,106972.2,106800.0,105515.38,130296.0,2025-05-21 16:00,106463.7,4,-0.2618,-0.315,1.077,保本平仓,,2025
238,A_原策略_6K极值,2025-05-19 12:00,做空,103217.2,103217.2,是,0.026,1290.7,1.25,103167.0,103217.2,104507.9,90831.14,2025-05-19 20:00,104507.9,2,-1.0,-1.25,1.093,ATR止损,,2025
239,A_原策略_6K极值,2025-05-18 12:00,做多,103658.0,103658.0,是,0.0,983.31,0.949,103893.0,103658.0,102674.69,126462.76,2025-05-19 04:00,103658.0,4,0.0,0.0,2.867,保本平仓,,2025
240,A_原策略_6K极值,2025-05-15 12:00,做空,102536.0,102536.0,是,0.0,1215.21,1.185,101733.9,102536.0,103751.21,90231.68,2025-05-16 00:00,103751.21,3,-1.0,-1.185,1.234,ATR止损,,2025
241,A_原策略_6K极值,2025-05-14 00:00,做多,103930.1,103930.1,是,0.817,1321.58,1.272,104744.7,103930.1,102608.52,126794.72,2025-05-14 16:00,103662.2,4,-0.2027,-0.258,0.923,保本平仓,,2025
