止盈配置,信号时间,年份,月份,方向,突破基准价,回调高点价,回调高点时间,是否有回调高点,回调偏移(%),信号K收盘价,ATR,ATR%,初始止损价,止盈目标价,日线EMA70,偏离度_突破K(%),偏离度_前一K(%),出场时间,出场价,出场原因,涨跌幅_回调高点(%),涨跌幅_突破线(%),R值,MFE_回调高点(%),MFE_突破线(%),MFE的R值,MFE是否≥10%(回调高点),MFE是否≥10%(突破线),MFE是否≥8%(回调高点),持仓K线数,持仓小时
15%,2023-12-26 12:00,2023,12,做空,43083.2,43118.3,2023-12-25 20:00,是,0.08,42798.7,475.89,1.1,43559.09,36650.56,38325.79,11.67,13.47,2023-12-27 16:00,42953.0,KAMA跟踪止盈,0.38,0.3,0.27,3.53,3.45,3.12,否,否,否,7,28
15%,2023-12-28 04:00,2023,12,做多,43277.1,43277.1,2023-12-27 16:00,是,0.0,43453.8,524.66,1.21,42752.44,49768.66,38470.24,12.95,12.25,2023-12-28 20:00,43277.1,保本平仓,0.0,0.0,0.0,1.32,1.32,1.09,否,否,否,4,16
15%,2024-01-02 00:00,2024,1,做多,42887.5,42832.0,2024-01-01 08:00,是,0.13,43556.2,496.19,1.16,42391.31,49256.8,39033.75,11.59,9.69,2024-01-03 00:00,44828.71,KAMA跟踪止盈,4.66,4.53,3.91,7.28,7.14,6.17,否,否,否,6,24
15%,2024-01-03 16:00,2024,1,做空,44598.0,44598.0,2024-01-03 04:00,是,0.0,43728.9,604.79,1.36,45202.79,37908.3,39304.01,11.26,14.57,2024-01-04 20:00,43547.62,KAMA跟踪止盈,2.36,2.36,1.74,9.56,9.56,7.05,否,否,是,7,28
15%,2024-01-08 08:00,2024,1,做空,43557.5,43830.0,2024-01-07 12:00,是,0.63,43501.9,678.76,1.56,44236.26,37255.5,40016.88,8.71,10.3,2024-01-08 12:00,44236.26,ATR止损,-0.93,-1.56,-1.0,0.94,0.32,0.21,否,否,否,1,4
15%,2024-01-08 16:00,2024,1,做多,44486.9,44486.9,2024-01-07 20:00,是,0.0,44637.2,702.04,1.58,43784.86,51159.94,40016.88,11.55,9.88,2024-01-09 20:00,45839.52,KAMA跟踪止盈,3.04,3.04,1.93,6.35,6.35,4.02,否,否,否,7,28
15%,2024-01-12 20:00,2024,1,做空,45527.5,45600.0,2024-01-12 00:00,是,0.16,44495.1,1067.31,2.34,46594.81,38760.0,40602.46,9.59,13.19,2024-01-14 12:00,43061.01,KAMA跟踪止盈,5.57,5.42,2.31,9.28,9.13,3.9,否,否,是,10,40
15%,2024-01-15 04:00,2024,1,做空,42553.0,42553.0,2024-01-14 12:00,是,0.0,41734.9,883.46,2.08,43436.46,36170.05,40695.78,2.55,4.84,2024-01-15 20:00,42553.0,保本平仓,0.0,0.0,0.0,1.96,1.96,0.94,否,否,否,4,16
15%,2024-01-19 00:00,2024,1,做空,42200.0,42444.0,2024-01-18 04:00,是,0.58,41014.2,640.17,1.52,42840.17,36077.4,40882.48,0.32,4.25,2024-01-20 04:00,42035.34,KAMA跟踪止盈,0.96,0.39,0.26,5.05,4.5,2.97,否,否,否,7,28
15%,2024-01-22 08:00,2024,1,做空,41500.0,41544.0,2024-01-21 12:00,是,0.11,41199.6,493.07,1.19,41993.07,35312.4,40906.21,0.72,1.55,2024-01-24 04:00,39604.71,KAMA跟踪止盈,4.67,4.57,3.84,7.22,7.12,5.99,否,否,否,11,44
15%,2024-01-26 16:00,2024,1,做多,40300.0,40280.0,2024-01-25 20:00,是,0.05,41272.0,573.15,1.42,39726.85,46322.0,40857.19,1.02,-2.21,2024-01-29 00:00,41934.5,KAMA跟踪止盈,4.11,4.06,2.85,6.35,6.29,4.42,否,否,否,14,56
15%,2024-01-29 20:00,2024,1,做多,42525.0,42493.0,2024-01-29 08:00,是,0.08,42623.2,509.76,1.2,42015.24,48866.95,40990.65,3.98,3.03,2024-01-31 04:00,42821.15,KAMA跟踪止盈,0.77,0.7,0.58,3.28,3.21,2.67,否,否,否,8,32
15%,2024-01-31 16:00,2024,1,做空,42634.3,42634.3,2024-01-31 16:00,否,0.0,42630.2,533.29,1.25,43167.59,36239.15,41087.64,3.75,4.73,2024-01-31 20:00,43167.59,ATR止损,-1.25,-1.25,-1.0,0.31,0.31,0.25,否,否,否,1,4
15%,2024-02-01 08:00,2024,2,做空,42257.6,42341.0,2024-01-31 16:00,是,0.2,41998.0,598.15,1.42,42855.75,35989.85,41143.55,2.08,3.58,2024-02-01 20:00,42855.75,ATR止损,-1.22,-1.42,-1.0,1.1,0.9,0.64,否,否,否,3,12
15%,2024-02-04 12:00,2024,2,做空,42858.3,42858.3,2024-02-03 20:00,是,0.0,42822.9,468.16,1.09,43326.46,36429.56,41288.59,3.72,4.18,2024-02-05 04:00,42858.3,保本平仓,0.0,0.0,0.0,1.59,1.59,1.46,否,否,否,4,16
15%,2024-02-05 16:00,2024,2,做多,43168.4,43104.9,2024-02-04 20:00,是,0.15,43180.8,469.36,1.09,42699.04,49570.63,41328.14,4.48,4.19,2024-02-05 20:00,42699.04,ATR止损,-0.94,-1.09,-1.0,1.1,0.95,0.88,否,否,否,1,4
15%,2024-02-08 00:00,2024,2,做多,43378.8,43312.3,2024-02-07 04:00,是,0.15,43596.1,448.86,1.03,42929.94,49809.14,41460.53,5.15,3.85,2024-02-10 16:00,47052.74,KAMA跟踪止盈,8.64,8.47,8.19,11.35,11.18,10.81,是,是,是,16,64
15%,2024-02-11 04:00,2024,2,做多,47671.7,47418.3,2024-02-10 12:00,是,0.53,47732.6,561.03,1.18,47110.67,54531.04,41893.36,13.94,13.41,2024-02-12 12:00,47780.99,KAMA跟踪止盈,0.76,0.23,0.19,3.01,2.46,2.09,否,否,否,8,32
15%,2024-02-12 20:00,2024,2,做多,48846.0,48846.0,2024-02-12 08:00,是,0.0,49925.4,592.21,1.21,48253.79,56172.9,42295.6,18.04,13.26,2024-02-13 20:00,48846.0,保本平仓,0.0,0.0,0.0,3.24,3.24,2.67,否,否,否,6,24
15%,2024-02-14 16:00,2024,2,做多,50290.0,50009.3,2024-02-13 20:00,是,0.56,51601.2,714.27,1.42,49575.73,57510.7,42766.59,20.66,16.55,2024-02-17 20:00,51401.34,KAMA跟踪止盈,2.78,2.21,1.56,5.7,5.11,3.6,否,否,否,19,76
15%,2024-02-19 04:00,2024,2,做多,52109.0,52107.3,2024-02-18 16:00,是,0.0,52175.9,657.0,1.26,51452.0,59923.4,43761.34,19.23,18.35,2024-02-19 20:00,52109.0,保本平仓,0.0,0.0,0.0,0.82,0.81,0.65,否,否,否,4,16
15%,2024-02-20 08:00,2024,2,做空,51688.8,52023.4,2024-02-19 12:00,是,0.65,51608.9,618.77,1.2,52307.57,44219.89,44222.23,16.7,17.79,2024-02-20 16:00,52307.57,ATR止损,-0.55,-1.2,-1.0,0.94,0.3,0.25,否,否,否,2,8
15%,2024-02-23 12:00,2024,2,做空,50967.5,50967.5,2024-02-22 20:00,是,0.0,50952.3,712.46,1.4,51679.96,43322.38,44804.62,13.72,14.12,2024-02-24 04:00,50967.5,保本平仓,0.0,0.0,0.0,0.89,0.89,0.64,否,否,否,4,16
15%,2024-02-25 00:00,2024,2,做多,51228.6,51187.6,2024-02-24 04:00,是,0.08,51590.0,594.79,1.16,50633.81,58865.74,44996.1,14.65,13.62,2024-02-25 20:00,51489.83,KAMA跟踪止盈,0.59,0.51,0.44,1.49,1.41,1.21,否,否,否,5,20
15%,2024-02-26 16:00,2024,2,做空,51300.4,51300.4,2024-02-26 00:00,是,0.0,51126.4,510.62,1.0,51811.02,43605.34,45449.44,12.49,12.93,2024-02-26 20:00,51811.02,ATR止损,-1.0,-1.0,-1.0,0.61,0.61,0.61,否,否,否,1,4
15%,2024-02-27 00:00,2024,2,做多,52885.5,51846.1,2024-02-26 08:00,是,1.97,54531.3,579.67,1.1,52305.83,59623.01,45449.44,19.98,16.33,2024-02-28 20:00,59623.01,固定止盈,15.0,12.74,11.62,18.5,16.17,14.75,是,是,是,11,44
15%,2024-03-04 00:00,2024,3,做多,62720.0,62276.6,2024-03-03 04:00,是,0.71,62797.1,1023.59,1.63,61696.41,71618.09,47974.1,30.9,29.68,2024-03-05 12:00,67361.57,KAMA跟踪止盈,8.17,7.4,4.53,10.51,9.73,5.96,是,否,是,9,36
15%,2024-03-06 00:00,2024,3,做空,65021.1,65021.1,2024-03-05 12:00,是,0.0,61510.2,1404.28,2.16,66425.38,55267.94,48974.75,25.6,36.48,2024-03-06 12:00,66425.38,ATR止损,-2.16,-2.16,-1.0,5.87,5.87,2.72,否,否,否,3,12
15%,2024-03-10 08:00,2024,3,做多,68608.7,68580.0,2024-03-09 20:00,是,0.04,69208.1,1329.24,1.94,67279.46,78867.0,51474.22,34.45,34.13,2024-03-11 04:00,68608.7,保本平仓,0.04,0.0,0.0,2.07,2.03,1.05,否,否,否,5,20
15%,2024-03-11 12:00,2024,3,做多,69999.8,69845.9,2024-03-11 00:00,是,0.22,71223.8,1276.36,1.82,68723.44,80322.78,52056.74,36.82,31.89,2024-03-12 20:00,70998.09,KAMA跟踪止盈,1.65,1.43,0.78,5.05,4.81,2.64,否,否,否,8,32
15%,2024-03-14 20:00,2024,3,做空,71671.1,72540.5,2024-03-14 08:00,是,1.21,70904.5,1277.98,1.78,72949.08,61659.42,53697.37,32.04,35.83,2024-03-16 00:00,70289.95,KAMA跟踪止盈,3.1,1.93,1.08,9.6,8.5,4.77,否,否,是,7,28
15%,2024-03-17 00:00,2024,3,做空,67420.0,67420.0,2024-03-16 04:00,是,0.0,66969.1,1727.48,2.56,69147.48,57307.0,54459.68,22.97,25.66,2024-03-17 16:00,67420.0,保本平仓,0.0,0.0,0.0,4.24,4.24,1.66,否,否,否,4,16
15%,2024-03-18 00:00,2024,3,做多,68477.0,67600.0,2024-03-17 04:00,是,1.28,68575.5,1802.14,2.63,66674.86,77740.0,54853.71,25.02,23.98,2024-03-18 16:00,68904.04,KAMA跟踪止盈,1.93,0.62,0.24,2.14,0.83,0.31,否,否,否,4,16
15%,2024-03-19 08:00,2024,3,做空,66601.6,66814.6,2024-03-18 08:00,是,0.32,65930.5,1651.01,2.48,68252.61,56792.41,55404.86,19.0,22.54,2024-03-21 00:00,64381.87,KAMA跟踪止盈,3.64,3.33,1.34,9.0,8.71,3.51,否,否,是,10,40
15%,2024-03-21 04:00,2024,3,做多,66062.4,64549.2,2024-03-20 04:00,是,2.29,67876.4,1935.65,2.93,64126.75,74231.58,55756.17,21.74,18.05,2024-03-22 00:00,66062.4,保本平仓,2.34,0.0,0.0,5.8,3.38,1.15,否,否,否,5,20
15%,2024-03-22 16:00,2024,3,做空,64550.1,64550.1,2024-03-22 04:00,是,0.0,64268.0,1771.88,2.74,66321.98,54867.58,56251.33,14.25,17.73,2024-03-23 12:00,64471.7,KAMA跟踪止盈,0.12,0.12,0.04,3.5,3.5,1.27,否,否,否,5,20
15%,2024-03-23 20:00,2024,3,做多,64887.6,64729.1,2024-03-22 20:00,是,0.24,65147.5,1693.81,2.61,63193.79,74438.46,56470.17,15.37,14.53,2024-03-24 12:00,64887.6,保本平仓,0.24,0.0,0.0,2.04,1.79,0.69,否,否,否,4,16
15%,2024-03-25 04:00,2024,3,做多,66127.0,65245.3,2024-03-24 04:00,是,1.33,67260.9,1482.51,2.24,64644.49,75032.1,56774.14,18.47,16.05,2024-03-26 20:00,69554.21,KAMA跟踪止盈,6.6,5.18,2.31,9.81,8.35,3.72,否,否,是,10,40
15%,2024-03-27 20:00,2024,3,做空,69320.0,69420.0,2024-03-27 04:00,是,0.14,68922.0,1364.09,1.97,70684.09,59007.0,57846.55,19.15,21.51,2024-03-28 12:00,69320.0,保本平仓,0.14,0.0,0.0,1.52,1.38,0.7,否,否,否,4,16
15%,2024-03-29 20:00,2024,3,做空,69612.8,70411.0,2024-03-28 20:00,是,1.15,69240.1,1218.37,1.75,70831.17,59849.35,58541.85,18.27,19.88,2024-03-30 12:00,69612.8,保本平仓,1.13,0.0,0.0,1.83,0.7,0.4,否,否,否,4,16
15%,2024-04-01 00:00,2024,3,做多,70824.0,70373.8,2024-03-31 00:00,是,0.64,71135.1,906.94,1.28,69917.06,80929.87,59206.89,20.15,18.98,2024-04-01 12:00,69917.06,ATR止损,-0.65,-1.28,-1.0,1.59,0.95,0.74,否,否,否,3,12
15%,2024-04-01 20:00,2024,4,做空,68895.5,70387.8,2024-04-01 00:00,是,2.17,68281.0,931.39,1.35,69826.89,59829.63,59502.47,14.75,16.84,2024-04-02 00:00,69826.89,ATR止损,0.8,-1.35,-1.0,3.25,1.15,0.85,否,否,否,1,4
15%,2024-04-02 08:00,2024,4,做空,68103.3,68103.3,2024-04-02 08:00,否,0.0,66734.1,999.0,1.47,69102.3,57887.81,59671.56,11.84,17.14,2024-04-04 20:00,66771.99,KAMA跟踪止盈,1.95,1.95,1.33,5.29,5.29,3.61,否,否,否,15,60
15%,2024-04-05 00:00,2024,4,做多,67916.0,66624.0,2024-04-04 00:00,是,1.9,68484.0,1158.79,1.71,66757.21,76617.6,60092.44,13.96,12.55,2024-04-05 12:00,66757.21,ATR止损,0.2,-1.71,-1.0,3.25,1.28,0.75,否,否,否,3,12
15%,2024-04-07 04:00,2024,4,做多,68490.1,68490.1,2024-04-07 04:00,否,0.0,68901.6,1115.56,1.63,67374.54,78763.62,60552.29,13.79,12.73,2024-04-09 12:00,70873.86,KAMA跟踪止盈,3.48,3.48,2.14,6.42,6.42,3.94,否,否,否,14,56
15%,2024-04-09 20:00,2024,4,做空,69536.8,71276.0,2024-04-08 20:00,是,2.5,69322.8,1108.38,1.59,70645.18,60584.6,61334.56,13.02,15.53,2024-04-10 12:00,69536.8,保本平仓,2.44,0.0,0.0,4.29,1.9,1.19,否,否,否,4,16
15%,2024-04-11 00:00,2024,4,做多,69650.0,69564.0,2024-04-10 12:00,是,0.12,70121.0,1126.28,1.62,68523.72,79998.6,61597.86,13.84,11.51,2024-04-11 20:00,69815.26,KAMA跟踪止盈,0.36,0.24,0.15,2.66,2.53,1.56,否,否,否,5,20
15%,2024-04-12 20:00,2024,4,做空,69592.6,70044.4,2024-04-12 08:00,是,0.65,69374.1,1100.97,1.58,70693.57,59537.74,61985.42,11.92,14.46,2024-04-15 04:00,65033.02,KAMA跟踪止盈,7.15,6.55,4.14,14.84,14.28,9.03,是,是,是,14,56
15%,2024-04-15 12:00,2024,4,做多,65842.8,64891.6,2024-04-14 16:00,是,1.44,66224.8,1624.22,2.47,64218.58,74625.34,62176.44,6.51,4.71,2024-04-15 20:00,64218.58,ATR止损,-1.04,-2.47,-1.0,3.06,1.57,0.64,否,否,否,2,8
15%,2024-04-17 20:00,2024,4,做空,61680.0,62519.3,2024-04-17 04:00,是,1.36,60272.0,1602.91,2.6,63282.91,53141.4,62193.95,-3.09,0.62,2024-04-18 12:00,61680.0,保本平仓,1.34,0.0,0.0,4.63,3.33,1.28,否,否,否,4,16
15%,2024-04-18 20:00,2024,4,做多,63049.9,62957.2,2024-04-17 20:00,是,0.15,63474.0,1671.67,2.65,61378.23,72400.78,62229.2,2.0,0.54,2024-04-19 08:00,61378.23,ATR止损,-2.51,-2.65,-1.0,1.43,1.28,0.48,否,否,否,3,12
15%,2024-04-19 12:00,2024,4,做多,64100.0,63857.5,2024-04-19 00:00,是,0.38,64519.6,1770.6,2.76,62329.4,73436.12,62273.09,3.61,-0.83,2024-04-20 04:00,64100.0,保本平仓,0.38,0.0,0.0,2.54,2.15,0.78,否,否,否,4,16
15%,2024-04-23 00:00,2024,4,做多,66449.0,66449.0,2024-04-22 12:00,是,0.0,66495.6,1272.49,1.91,65176.51,76416.35,62542.06,6.32,5.48,2024-04-23 16:00,66449.0,保本平仓,0.0,0.0,0.0,1.16,1.16,0.61,否,否,否,4,16
15%,2024-04-24 20:00,2024,4,做空,65750.0,65924.7,2024-04-24 04:00,是,0.27,64594.0,1022.8,1.56,66772.8,56036.0,62695.41,3.03,6.15,2024-04-26 00:00,64456.05,KAMA跟踪止盈,2.23,1.97,1.27,4.86,4.61,2.96,否,否,否,7,28
15%,2024-04-27 08:00,2024,4,做空,63291.5,63844.0,2024-04-26 08:00,是,0.87,63047.2,986.32,1.56,64277.82,54267.4,62792.13,0.41,1.55,2024-04-28 00:00,63291.5,保本平仓,0.87,0.0,0.0,1.87,1.01,0.65,否,否,否,4,16
15%,2024-04-28 08:00,2024,4,做多,63901.4,63901.4,2024-04-27 08:00,是,0.0,63989.8,911.13,1.43,62990.27,73486.61,62800.47,1.89,1.0,2024-04-29 00:00,63901.4,保本平仓,0.0,0.0,0.0,0.22,0.22,0.15,否,否,否,4,16
15%,2024-04-29 04:00,2024,4,做空,63115.0,63230.7,2024-04-28 16:00,是,0.18,63088.3,835.16,1.32,63950.16,53746.09,62800.47,0.46,1.41,2024-04-30 00:00,63115.0,保本平仓,0.18,0.0,0.0,2.38,2.2,1.66,否,否,否,5,20
15%,2024-04-30 04:00,2024,4,做多,63716.9,63337.8,2024-04-29 08:00,是,0.59,63842.4,860.66,1.35,62856.24,72838.47,62829.82,1.61,0.2,2024-04-30 16:00,62856.24,ATR止损,-0.76,-1.35,-1.0,2.15,1.54,1.14,否,否,否,3,12
15%,2024-04-30 20:00,2024,4,做空,61000.0,62787.6,2024-04-30 04:00,是,2.93,60764.9,976.33,1.6,61976.33,53369.46,62768.45,-3.19,-2.53,2024-05-02 20:00,59116.73,KAMA跟踪止盈,5.85,3.09,1.93,9.95,7.32,4.57,否,否,是,12,48
15%,2024-05-03 08:00,2024,5,做多,59637.3,59637.3,2024-05-03 08:00,否,0.0,59687.9,1251.17,2.1,58386.13,68582.9,62550.02,-4.58,-5.6,2024-05-05 08:00,63163.88,KAMA跟踪止盈,5.91,5.91,2.82,8.23,8.23,3.92,否,否,是,12,48
15%,2024-05-05 20:00,2024,5,做多,64198.9,64170.6,2024-05-05 08:00,是,0.04,64398.0,1137.43,1.77,63061.47,73796.19,62626.5,2.83,1.93,2024-05-06 12:00,64198.9,保本平仓,0.04,0.0,0.0,0.61,0.57,0.32,否,否,否,4,16
15%,2024-05-08 04:00,2024,5,做空,62758.1,62805.6,2024-05-07 08:00,是,0.08,62296.0,1086.35,1.73,63844.45,53384.76,62631.32,-0.54,0.64,2024-05-08 20:00,62758.1,保本平仓,0.08,0.0,0.0,1.7,1.63,0.94,否,否,否,4,16
15%,2024-05-09 04:00,2024,5,做空,61736.7,61736.7,2024-05-09 04:00,否,0.0,61157.9,1029.41,1.67,62766.11,52476.19,62589.82,-2.29,-0.7,2024-05-09 20:00,61736.7,保本平仓,0.0,0.0,0.0,1.92,1.92,1.15,否,否,否,4,16
15%,2024-05-10 04:00,2024,5,做多,62637.3,61779.0,2024-05-09 08:00,是,1.37,63050.1,1019.2,1.63,61618.1,71045.85,62602.79,0.71,-0.29,2024-05-10 20:00,62637.3,保本平仓,1.39,0.0,0.0,2.7,1.29,0.79,否,否,否,4,16
15%,2024-05-13 12:00,2024,5,做多,61849.4,61849.4,2024-05-13 00:00,是,0.0,62296.6,821.44,1.33,61027.96,71126.81,62485.2,-0.3,-2.17,2024-05-14 08:00,62458.46,KAMA跟踪止盈,0.98,0.98,0.74,2.57,2.57,1.94,否,否,否,5,20
15%,2024-05-15 16:00,2024,5,做多,62295.9,62295.9,2024-05-14 20:00,是,0.0,62447.4,812.64,1.3,61483.26,71640.28,62563.57,-0.19,-0.65,2024-05-16 20:00,65664.47,KAMA跟踪止盈,5.41,5.41,4.15,7.23,7.23,5.54,否,否,否,7,28
15%,2024-05-17 20:00,2024,5,做多,66800.0,66800.0,2024-05-16 20:00,是,0.0,67170.0,913.77,1.37,65886.23,76820.0,62760.63,7.03,5.45,2024-05-18 12:00,66800.0,保本平仓,0.0,0.0,0.0,0.72,0.72,0.52,否,否,否,4,16
15%,2024-05-20 00:00,2024,5,做空,66619.4,66810.0,2024-05-19 08:00,是,0.29,66002.9,764.52,1.15,67383.92,56788.5,62971.53,4.81,6.18,2024-05-20 16:00,66425.69,KAMA跟踪止盈,0.58,0.29,0.25,1.27,0.99,0.86,否,否,否,4,16
15%,2024-05-20 20:00,2024,5,做多,67341.4,66964.7,2024-05-20 00:00,是,0.56,67382.1,771.51,1.15,66569.89,77009.4,63210.82,6.6,5.95,2024-05-22 00:00,69630.55,KAMA跟踪止盈,3.98,3.4,2.97,7.72,7.12,6.21,否,否,否,7,28
15%,2024-05-23 04:00,2024,5,做空,69241.5,69242.0,2024-05-22 12:00,是,0.0,69219.1,997.15,1.44,70238.65,58855.7,63570.55,8.89,9.59,2024-05-23 20:00,69241.5,保本平仓,0.0,0.0,0.0,2.35,2.35,1.63,否,否,否,4,16
15%,2024-05-24 00:00,2024,5,做空,67612.8,69219.1,2024-05-23 08:00,是,2.38,67239.0,1017.75,1.51,68630.55,58836.24,63695.32,5.56,6.92,2024-05-24 20:00,67612.8,保本平仓,2.32,0.0,0.0,4.42,2.15,1.43,否,否,否,5,20
15%,2024-05-25 00:00,2024,5,做多,68445.0,68042.9,2024-05-24 08:00,是,0.59,69127.4,1078.12,1.58,67366.88,78249.33,63833.03,8.29,7.06,2024-05-26 08:00,68877.24,KAMA跟踪止盈,1.23,0.63,0.4,2.32,1.72,1.09,否,否,否,8,32
15%,2024-05-27 04:00,2024,5,做空,68678.5,68830.0,2024-05-26 08:00,是,0.22,68524.3,822.6,1.2,69501.1,58505.5,64115.24,6.88,7.5,2024-05-27 20:00,68678.5,保本平仓,0.22,0.0,0.0,0.82,0.6,0.5,否,否,否,4,16
15%,2024-05-28 08:00,2024,5,做空,68268.7,68401.2,2024-05-27 20:00,是,0.19,68070.0,903.92,1.32,69172.62,58141.02,64383.43,5.73,8.08,2024-05-29 00:00,68268.7,保本平仓,0.19,0.0,0.0,1.65,1.46,1.1,否,否,否,4,16
15%,2024-05-30 20:00,2024,5,做多,68479.0,68330.6,2024-05-29 20:00,是,0.22,68566.4,902.13,1.32,67576.87,78580.19,64587.07,6.16,5.06,2024-05-31 12:00,68479.0,保本平仓,0.22,0.0,0.0,1.81,1.59,1.21,否,否,否,4,16
15%,2024-05-31 20:00,2024,5,做空,67792.4,68068.8,2024-05-31 04:00,是,0.41,67252.7,857.21,1.26,68649.61,57858.48,64671.32,3.99,5.75,2024-06-01 12:00,67792.4,保本平仓,0.41,0.0,0.0,2.01,1.61,1.27,否,否,否,4,16
15%,2024-06-02 16:00,2024,6,做多,67951.7,67936.0,2024-06-01 20:00,是,0.02,68284.1,684.16,1.01,67267.54,78126.4,64845.25,5.3,4.47,2024-06-03 08:00,68174.97,KAMA跟踪止盈,0.35,0.33,0.33,1.34,1.32,1.31,否,否,否,4,16
15%,2024-06-03 12:00,2024,6,做多,68848.0,68545.9,2024-06-02 20:00,是,0.44,68949.9,723.27,1.05,68124.73,78827.78,64958.1,6.15,5.35,2024-06-04 04:00,68848.0,保本平仓,0.44,0.0,0.0,2.67,2.21,2.11,否,否,否,4,16
15%,2024-06-04 20:00,2024,6,做多,70372.9,69408.2,2024-06-04 08:00,是,1.37,70492.0,763.89,1.09,69609.01,79819.43,65116.46,8.26,5.95,2024-06-07 00:00,70795.78,KAMA跟踪止盈,2.0,0.6,0.55,3.48,2.06,1.9,否,否,否,13,52
15%,2024-06-07 16:00,2024,6,做多,71714.8,71421.6,2024-06-07 00:00,是,0.41,71750.0,725.1,1.01,70989.7,82134.84,65552.96,9.45,8.53,2024-06-07 20:00,70989.7,ATR止损,-0.6,-1.01,-1.0,1.01,0.6,0.59,否,否,否,1,4
15%,2024-06-08 00:00,2024,6,做空,70101.9,70700.0,2024-06-07 08:00,是,0.85,69287.2,760.9,1.09,70862.8,60095.0,65552.96,5.7,8.54,2024-06-09 20:00,69772.31,KAMA跟踪止盈,1.31,0.47,0.43,2.4,1.57,1.45,否,否,否,11,44
15%,2024-06-10 20:00,2024,6,做多,69879.0,69833.0,2024-06-10 08:00,是,0.07,70090.9,563.65,0.81,69315.35,80307.95,65879.35,6.39,5.51,2024-06-11 08:00,69315.35,ATR止损,-0.74,-0.81,-1.0,0.48,0.41,0.51,否,否,否,3,12
15%,2024-06-11 12:00,2024,6,做空,67881.9,69255.1,2024-06-10 20:00,是,2.02,67582.0,637.92,0.94,68519.82,58866.84,65919.95,2.52,3.87,2024-06-12 16:00,67881.9,保本平仓,1.98,0.0,0.0,4.7,2.77,2.95,否,否,否,7,28
15%,2024-06-12 20:00,2024,6,做多,68065.3,68065.3,2024-06-12 20:00,否,0.0,69738.0,714.25,1.05,67351.05,78275.1,65986.16,5.69,2.73,2024-06-13 00:00,67351.05,ATR止损,-1.05,-1.05,-1.0,2.64,2.64,2.52,否,否,否,1,4
15%,2024-06-13 20:00,2024,6,做空,66957.0,66957.0,2024-06-13 08:00,是,0.0,66464.4,901.55,1.35,67858.55,56913.45,66008.72,0.69,2.63,2024-06-14 12:00,66957.0,保本平仓,0.0,0.0,0.0,1.05,1.05,0.78,否,否,否,4,16
15%,2024-06-15 00:00,2024,6,做空,66251.1,66471.3,2024-06-14 08:00,是,0.33,65514.9,886.5,1.34,67137.6,56500.6,66009.59,-0.75,0.56,2024-06-15 16:00,66251.1,保本平仓,0.33,0.0,0.0,1.5,1.18,0.88,否,否,否,4,16
15%,2024-06-17 16:00,2024,6,做空,65907.5,66169.4,2024-06-16 16:00,是,0.4,65791.8,673.93,1.02,66581.43,56243.99,66045.68,-0.38,0.15,2024-06-18 00:00,66581.43,ATR止损,-0.62,-1.02,-1.0,1.62,1.23,1.21,否,否,否,2,8
15%,2024-06-20 12:00,2024,6,做多,65711.9,65279.9,2024-06-19 20:00,是,0.66,65831.4,750.94,1.14,64960.96,75071.88,65957.84,-0.19,-1.22,2024-06-20 20:00,64960.96,ATR止损,-0.49,-1.14,-1.0,1.82,1.15,1.01,否,否,否,2,8
15%,2024-06-21 08:00,2024,6,做空,64526.0,64804.7,2024-06-20 08:00,是,0.43,64473.4,781.64,1.21,65307.64,55084.0,65906.18,-2.17,-1.67,2024-06-25 08:00,60740.35,KAMA跟踪止盈,6.27,5.87,4.84,10.16,9.78,8.07,是,否,是,24,96
15%,2024-06-25 20:00,2024,6,做多,61677.0,61677.0,2024-06-24 20:00,是,0.0,61776.0,861.77,1.4,60815.23,70928.55,65520.48,-5.71,-6.64,2024-06-26 12:00,61677.0,保本平仓,0.0,0.0,0.0,1.28,1.28,0.91,否,否,否,4,16
15%,2024-06-27 00:00,2024,6,做空,61100.0,61100.0,2024-06-26 00:00,是,0.0,60991.0,845.6,1.38,61945.6,51935.0,65389.2,-6.73,-6.02,2024-06-27 16:00,60973.38,KAMA跟踪止盈,0.21,0.21,0.15,0.81,0.81,0.59,否,否,否,4,16
15%,2024-06-28 20:00,2024,6,做空,61137.7,61137.7,2024-06-27 20:00,是,0.0,61039.9,768.97,1.26,61906.67,51967.04,65148.01,-6.31,-5.34,2024-06-29 12:00,61017.09,KAMA跟踪止盈,0.2,0.2,0.16,1.8,1.8,1.43,否,否,否,4,16
15%,2024-06-30 12:00,2024,6,做多,61232.0,61130.0,2024-06-30 00:00,是,0.17,61533.6,644.92,1.05,60587.08,70299.5,64966.88,-5.28,-6.26,2024-07-01 16:00,62620.37,KAMA跟踪止盈,2.44,2.27,2.15,4.37,4.19,3.98,否,否,否,7,28
15%,2024-07-02 20:00,2024,7,做空,62387.0,62502.2,2024-07-01 20:00,是,0.18,61945.0,666.73,1.07,63053.73,53126.87,64829.76,-4.45,-3.09,2024-07-06 00:00,56683.55,KAMA跟踪止盈,9.31,9.14,8.55,14.68,14.52,13.58,是,是,是,19,76
