序号,信号时间,方向,6K极值,回调高点,是否有回调高点,回调高点偏移%,ATR,ATR%,突破K收盘价,突破K最低价,突破K最高价,是否成交,是否确认,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,前3K止损,MFE%,MAE%,可能错过涨幅%,可能错过R值,年份
813,2023-07-31 00:00,做空,29211.2,29276.0,是,0.222,165.53,0.567,29187.2,29100.0,29399.5,成交,确认,29276.0,29325.66,25762.88,2023-07-31 08:00,29325.66,2,-0.3,前3K止损,否,,是,0.92,-0.85,,,2023
814,2023-08-01 08:00,做空,29100.0,29250.0,是,0.515,176.84,0.608,28820.1,28684.7,29337.3,成交,确认,29250.0,29303.05,25740.0,2023-08-02 00:00,29217.45,4,-1.491,KAMA跟踪止损,是,28921.2,否,2.39,-0.27,,,2023
815,2023-08-02 04:00,做多,29337.3,29337.3,是,0.0,221.13,0.754,29701.2,29170.0,29735.0,成交,确认,29337.3,29270.96,35791.51,2023-08-02 20:00,29337.3,4,0.0,KAMA跟踪止损,否,,否,2.46,-0.62,,,2023
816,2023-08-05 00:00,做空,29079.6,29079.6,是,0.0,234.86,0.808,29021.0,28919.9,29273.6,成交,弱突破,29079.6,29150.06,25590.05,2023-08-05 00:00,29021.0,0,0.25,弱突破平仓,否,,是,0.0,0.0,,,2023
817,2023-08-07 20:00,做空,28978.5,29005.5,是,0.093,172.26,0.594,28853.2,28771.0,29148.8,成交,确认,29005.5,29057.18,25524.84,2023-08-08 00:00,29057.18,1,-0.3,前3K止损,否,,是,1.11,-0.59,,,2023
818,2023-08-08 16:00,做多,29330.0,,否,,191.23,0.652,29428.0,29160.0,29439.0,成交,确认,29330.0,29272.63,35782.6,2023-08-10 00:00,29593.91,8,-0.045,KAMA跟踪止损,是,29866.4,否,3.14,0.02,,,2023
819,2023-08-14 04:00,做空,29316.2,29343.8,是,0.094,141.79,0.484,29293.3,29256.6,29434.9,成交,弱突破,29343.8,29386.34,25822.54,2023-08-14 04:00,29293.3,0,0.356,弱突破平仓,否,,是,0.0,0.0,,,2023
820,2023-08-14 20:00,做多,29486.0,29463.0,是,0.078,148.56,0.504,29592.9,29319.9,29665.0,成交,确认,29463.0,29418.43,35944.86,2023-08-15 00:00,29418.43,1,-0.3,前3K止损,否,,是,0.76,-0.78,,,2023
821,2023-08-16 00:00,做空,29233.0,29323.2,是,0.309,162.37,0.555,29172.4,29050.0,29358.9,成交,确认,29323.2,29371.91,25804.42,2023-08-18 04:00,25804.42,13,39.592,止盈,是,28714.4,否,16.17,0.22,,,2023
822,2023-08-23 00:00,做空,25900.0,25921.1,是,0.081,256.04,0.989,25767.2,25693.6,26048.0,成交,确认,25921.1,25997.91,22810.57,2023-08-23 04:00,25997.91,1,-0.3,前3K止损,否,,是,2.47,-0.54,,,2023
823,2023-08-24 00:00,做多,26187.0,26177.0,是,0.038,280.31,1.07,26615.2,26113.7,26806.0,成交,确认,26177.0,26092.91,31935.94,2023-08-24 20:00,26177.0,5,0.0,KAMA跟踪止损,否,,否,2.05,-0.78,,,2023
824,2023-08-27 20:00,做多,26087.7,26048.5,是,0.15,202.35,0.776,26110.8,26040.2,26173.6,成交,弱突破,26048.5,25987.79,31779.17,2023-08-27 20:00,26110.8,0,0.308,弱突破平仓,否,,是,0.0,0.0,,,2023
825,2023-08-28 12:00,做空,25970.3,26018.9,是,0.187,188.07,0.724,25923.0,25850.4,26024.7,成交,确认,26018.9,26075.32,22896.63,2023-08-28 20:00,26075.32,2,-0.3,前3K止损,否,,是,0.64,-0.87,,,2023
826,2023-08-29 20:00,做多,26244.6,26200.0,是,0.17,186.39,0.71,27411.4,25951.7,27690.0,成交,确认,26200.0,26144.08,31964.0,2023-08-30 20:00,27086.44,6,0.82,KAMA跟踪止损,是,27820.0,否,7.51,2.86,,,2023
827,2023-08-31 20:00,做空,26950.0,27166.0,是,0.801,284.06,1.054,26909.5,26733.8,27305.1,成交,确认,27166.0,27251.22,23906.08,2023-09-02 20:00,25914.3,12,5.232,KAMA跟踪止损,是,26148.7,否,6.82,0.93,,,2023
828,2023-09-06 20:00,做空,25610.0,25660.0,是,0.195,208.28,0.813,25576.3,25530.0,25769.3,成交,弱突破,25660.0,25722.48,22580.8,2023-09-06 20:00,25576.3,0,0.402,弱突破平仓,否,,是,0.0,0.0,,,2023
829,2023-09-08 04:00,做多,25971.7,25838.0,是,0.515,212.07,0.817,26240.7,25843.3,26451.0,未成交,确认,25838.0,25774.38,31522.36,2023-09-08 16:00,25774.38,3,-2.475,前3K止损,是,26235.6,是,2.32,-0.81,2.32,-2.475,2023
830,2023-09-11 20:00,做空,25508.7,25508.7,是,0.0,196.8,0.771,25102.5,24915.0,25749.7,成交,确认,25508.7,25567.74,22447.66,2023-09-12 08:00,25567.74,3,-3.143,前3K止损,是,25008.3,是,2.43,-1.73,,,2023
831,2023-09-12 16:00,做多,25989.6,25749.7,是,0.923,271.18,1.043,26087.2,25720.0,26330.9,成交,确认,25749.7,25668.35,31414.63,2023-09-15 20:00,26356.93,19,2.846,KAMA跟踪止损,是,26192.4,否,4.39,0.0,,,2023
832,2023-09-18 08:00,做多,26614.3,26598.7,是,0.059,220.95,0.83,26646.2,26358.6,26740.7,成交,弱突破,26598.7,26532.41,32450.41,2023-09-18 08:00,26646.2,0,0.215,弱突破平仓,否,,是,0.0,0.0,,,2023
833,2023-09-18 16:00,做多,26796.0,26598.7,是,0.736,229.85,0.858,27184.7,26666.4,27235.0,未成交,确认,26598.7,26529.74,32450.41,2023-09-19 08:00,26749.9,4,-1.556,KAMA跟踪止损,是,27258.8,否,3.0,0.05,3.0,-1.556,2023
834,2023-09-21 00:00,做空,26923.3,26923.3,是,0.0,286.78,1.065,26916.6,26740.0,27297.9,成交,弱突破,26923.3,27009.33,23692.5,2023-09-21 00:00,26916.6,0,0.023,弱突破平仓,否,,是,0.0,0.0,,,2023
835,2023-09-21 16:00,做空,26740.0,26901.5,是,0.604,289.87,1.084,26722.7,26612.5,27008.0,成交,确认,26901.5,26988.46,23673.32,2023-09-25 00:00,26644.19,20,0.157,KAMA跟踪止损,是,26432.5,否,2.24,0.49,,,2023
836,2023-09-25 04:00,做空,26300.0,26529.6,是,0.873,185.64,0.706,26232.4,26081.0,26512.0,未成交,确认,26529.6,26585.29,23346.05,2023-09-25 20:00,26279.64,4,0.641,KAMA跟踪止损,是,26148.6,否,2.13,0.76,2.13,0.641,2023
837,2023-09-27 16:00,做多,26322.4,26289.9,是,0.123,188.15,0.715,26755.8,26209.0,26840.0,成交,确认,26289.9,26233.46,32073.68,2023-09-27 20:00,26233.46,1,-0.3,前3K止损,否,,是,2.13,-0.91,,,2023
838,2023-09-28 20:00,做多,26849.9,26849.9,是,0.0,231.13,0.861,27012.3,26450.0,27075.0,成交,确认,26849.9,26780.56,32756.88,2023-09-29 20:00,26849.9,6,0.0,KAMA跟踪止损,否,,否,1.71,-0.84,,,2023
839,2023-10-01 12:00,做多,27085.0,27085.0,是,0.0,216.85,0.801,27092.1,27004.2,27148.0,成交,弱突破,27085.0,27019.95,33043.7,2023-10-01 12:00,27092.1,0,0.033,弱突破平仓,否,,是,0.0,0.0,,,2023
840,2023-10-01 16:00,做多,27148.0,27085.0,是,0.232,213.19,0.785,27174.2,27070.5,27279.5,成交,弱突破,27085.0,27021.04,33043.7,2023-10-01 16:00,27174.2,0,0.418,弱突破平仓,否,,是,0.0,0.0,,,2023
841,2023-10-02 04:00,做多,27279.5,27279.5,是,0.0,205.51,0.753,27981.4,27015.0,28365.2,成交,确认,27279.5,27217.85,33280.99,2023-10-03 00:00,27886.92,5,1.847,KAMA跟踪止损,是,28114.8,否,4.89,1.23,,,2023
842,2023-10-08 08:00,做多,28018.7,27974.8,是,0.157,270.29,0.965,28049.9,27924.9,28082.0,成交,弱突破,27974.8,27893.71,34129.26,2023-10-08 08:00,28049.9,0,0.278,弱突破平仓,否,,是,0.0,0.0,,,2023
843,2023-10-08 16:00,做空,27831.8,27838.5,是,0.024,261.24,0.939,27799.2,27758.9,27927.0,成交,弱突破,27838.5,27916.87,24497.88,2023-10-08 16:00,27799.2,0,0.15,弱突破平仓,否,,是,0.0,0.0,,,2023
844,2023-10-09 16:00,做空,27671.0,27671.0,是,0.0,242.33,0.876,27455.9,27392.0,27834.8,成交,确认,27671.0,27743.7,24350.48,2023-10-10 08:00,27671.0,4,0.0,KAMA跟踪止损,否,,否,1.52,-0.25,,,2023
845,2023-10-11 08:00,做空,27281.0,27482.0,是,0.737,242.49,0.889,27000.7,27000.0,27467.6,未成交,确认,27482.0,27554.75,24184.16,2023-10-13 12:00,26919.17,13,2.707,KAMA跟踪止损,是,27012.8,否,3.48,0.59,3.48,2.707,2023
846,2023-10-16 00:00,做多,26958.0,26937.9,是,0.075,181.6,0.674,27030.1,26880.0,27073.0,成交,确认,26937.9,26883.42,32864.24,2023-10-17 12:00,28123.2,9,11.493,KAMA跟踪止损,是,27221.4,否,14.04,0.23,,,2023
847,2023-10-19 20:00,做多,28498.2,28423.4,是,0.262,339.03,1.19,28659.5,28402.2,28801.6,成交,确认,28423.4,28321.69,34676.55,2023-10-22 12:00,29703.08,16,5.191,KAMA跟踪止损,是,29222.8,否,6.86,0.05,,,2023
848,2023-10-23 08:00,做多,30229.7,29981.8,是,0.82,354.59,1.173,30724.0,29869.4,30818.0,成交,确认,29981.8,29875.42,36577.8,2023-10-24 20:00,33497.68,9,17.962,KAMA跟踪止损,是,30644.4,否,20.01,1.17,,,2023
849,2023-10-28 00:00,做空,33750.0,33774.0,是,0.071,630.5,1.868,33705.5,33350.0,34042.2,成交,弱突破,33774.0,33963.15,29721.12,2023-10-28 00:00,33705.5,0,0.109,弱突破平仓,否,,是,0.0,0.0,,,2023
850,2023-10-29 20:00,做多,34349.4,34200.0,是,0.435,477.42,1.39,34462.5,34272.3,34579.7,未成交,确认,34200.0,34056.77,41724.0,2023-10-30 12:00,34200.0,4,0.0,KAMA跟踪止损,否,,否,1.68,-0.28,1.68,0.0,2023
851,2023-11-01 04:00,做多,34632.0,34620.7,是,0.033,438.76,1.267,34651.4,34439.5,34744.7,成交,弱突破,34620.7,34489.07,42237.25,2023-11-01 04:00,34651.4,0,0.07,弱突破平仓,否,,是,0.0,0.0,,,2023
852,2023-11-02 04:00,做多,35249.0,34684.0,是,1.603,439.81,1.248,35437.4,34538.6,35734.0,成交,确认,34684.0,34552.06,42314.48,2023-11-02 20:00,34735.29,4,-1.799,KAMA跟踪止损,是,35578.0,否,3.79,-0.44,,,2023
853,2023-11-03 16:00,做空,34300.0,34300.0,是,0.0,508.75,1.483,34265.5,34123.0,34618.0,成交,弱突破,34300.0,34452.62,30184.0,2023-11-03 16:00,34265.5,0,0.068,弱突破平仓,否,,是,0.0,0.0,,,2023
854,2023-11-05 08:00,做多,35270.0,34880.0,是,1.106,449.38,1.274,35292.1,34933.3,35350.0,未成交,确认,34880.0,34745.19,42553.6,2023-11-06 00:00,34893.9,4,0.031,KAMA跟踪止损,否,,否,1.28,-0.35,1.28,0.031,2023
855,2023-11-07 16:00,做空,34808.0,,否,,404.79,1.163,34633.3,34552.2,34988.0,成交,弱突破,34808.0,34929.44,30631.04,2023-11-07 16:00,34633.3,0,0.432,弱突破平仓,否,,是,0.0,0.0,,,2023
856,2023-11-08 00:00,做多,35172.9,34988.0,是,0.526,402.48,1.144,35473.4,34560.0,35609.4,成交,确认,34988.0,34867.26,42685.36,2023-11-10 00:00,36271.83,12,4.782,KAMA跟踪止损,是,35630.9,否,10.04,0.24,,,2023
857,2023-11-14 04:00,做空,36546.5,,否,,445.43,1.219,36486.2,36350.0,36910.8,成交,弱突破,36546.5,36680.13,32160.92,2023-11-14 04:00,36486.2,0,0.135,弱突破平仓,否,,是,0.0,0.0,,,2023
858,2023-11-14 20:00,做空,36220.4,36220.4,是,0.0,442.15,1.221,36168.7,35665.2,36720.0,成交,弱突破,36220.4,36353.04,31873.95,2023-11-14 20:00,36168.7,0,0.117,弱突破平仓,否,,是,0.0,0.0,,,2023
859,2023-11-15 00:00,做空,35665.2,36220.4,是,1.557,472.78,1.326,35305.9,34446.3,36449.0,成交,确认,36220.4,36362.23,31873.95,2023-11-15 16:00,35946.6,4,-0.559,KAMA跟踪止损,是,35408.4,否,2.73,-0.21,,,2023
860,2023-11-16 00:00,做多,36449.0,35689.0,是,2.085,523.19,1.435,37527.4,36256.0,37845.0,未成交,确认,35689.0,35532.04,43540.58,2023-11-16 20:00,36444.64,5,-1.31,KAMA跟踪止损,是,37885.6,否,6.48,1.57,6.48,-1.31,2023
861,2023-11-17 00:00,做空,36251.0,37319.3,是,2.947,588.2,1.623,35936.5,35486.1,36658.2,未成交,确认,37319.3,37495.76,32840.98,2023-11-17 16:00,36428.48,4,1.085,KAMA跟踪止损,是,36176.0,否,4.42,1.69,4.42,1.085,2023
862,2023-11-20 00:00,做多,36900.0,36720.0,是,0.488,468.18,1.269,36961.9,36515.5,37000.0,成交,确认,36720.0,36579.55,44798.4,2023-11-20 20:00,36747.91,5,-1.494,KAMA跟踪止损,是,37475.1,否,2.2,-0.33,,,2023
863,2023-11-21 00:00,做多,37528.2,37528.2,是,0.0,481.0,1.282,37584.5,36780.0,37784.7,成交,弱突破,37528.2,37383.9,45784.4,2023-11-21 00:00,37584.5,0,0.117,弱突破平仓,否,,是,0.0,0.0,,,2023
864,2023-11-22 04:00,做空,36212.2,,否,,519.93,1.436,35737.0,35720.0,37190.0,成交,确认,36212.2,36368.18,31866.74,2023-11-22 08:00,36368.18,1,-0.3,前3K止损,否,,是,1.66,-0.48,,,2023
865,2023-11-24 16:00,做多,37650.0,37544.9,是,0.279,499.05,1.326,37749.7,37427.3,38200.0,成交,弱突破,37544.9,37395.18,45804.78,2023-11-24 16:00,37749.7,0,0.41,弱突破平仓,否,,是,0.0,0.0,,,2023
866,2023-11-24 20:00,做多,38200.0,37544.9,是,1.715,512.73,1.342,38217.3,37600.0,38425.0,未成交,确认,37544.9,37391.08,45804.78,2023-11-26 20:00,37544.9,12,0.0,KAMA跟踪止损,否,,否,2.15,-0.79,2.15,0.0,2023
867,2023-11-27 20:00,做空,36829.8,37126.0,是,0.804,407.07,1.105,36743.2,36725.1,37094.9,未成交,确认,37126.0,37248.12,32670.88,2023-11-28 04:00,37248.12,2,-0.3,前3K止损,否,,是,1.15,-0.41,1.15,-0.3,2023
868,2023-11-28 20:00,做多,37338.0,37338.0,是,0.0,394.85,1.058,37502.2,37140.0,37568.6,成交,弱突破,37338.0,37219.54,45552.36,2023-11-28 20:00,37502.2,0,0.416,弱突破平仓,否,,是,0.0,0.0,,,2023
869,2023-11-29 00:00,做多,37568.6,37338.0,是,0.614,396.54,1.056,38105.0,37502.1,38395.0,未成交,确认,37338.0,37219.04,45552.36,2023-11-30 04:00,37578.47,7,-0.301,KAMA跟踪止损,是,37938.1,否,3.11,0.57,3.11,-0.301,2023
870,2023-12-01 12:00,做多,38132.0,37964.6,是,0.439,415.21,1.089,38234.9,38005.9,38344.8,未成交,确认,37964.6,37840.04,46316.81,2023-12-05 12:00,41427.12,24,14.787,KAMA跟踪止损,是,38750.1,否,11.79,0.63,11.79,14.787,2023
871,2023-12-06 00:00,做多,42542.0,41993.1,是,1.29,536.89,1.262,43834.0,42124.6,44191.6,未成交,确认,41993.1,41832.03,51231.58,2023-12-07 16:00,43530.12,10,1.835,KAMA跟踪止损,是,44081.7,否,6.04,1.96,6.04,1.835,2023
872,2023-12-09 04:00,做多,44081.6,,否,,587.86,1.334,44209.5,43967.7,44779.3,成交,弱突破,44081.6,43905.24,53779.55,2023-12-09 04:00,44209.5,0,0.218,弱突破平仓,否,,是,0.0,0.0,,,2023
873,2023-12-10 04:00,做空,43749.1,43749.1,是,0.0,537.43,1.228,43734.3,43555.0,44140.0,成交,弱突破,43749.1,43910.33,38499.21,2023-12-10 04:00,43734.3,0,0.028,弱突破平仓,否,,是,0.0,0.0,,,2023
874,2023-12-11 08:00,做空,43552.5,43624.0,是,0.164,482.71,1.108,42312.8,40272.1,43833.4,成交,确认,43624.0,43768.81,38389.12,2023-12-12 12:00,42077.24,7,3.309,KAMA跟踪止损,是,42128.0,否,7.78,2.6,,,2023
875,2023-12-14 00:00,做多,41979.0,41524.2,是,1.083,701.41,1.671,42746.8,41735.6,42921.9,未成交,确认,41524.2,41313.78,50659.52,2023-12-14 20:00,42203.9,5,0.012,KAMA跟踪止损,是,42875.0,否,4.8,-0.93,4.8,0.012,2023
876,2023-12-18 04:00,做空,41496.0,,否,,599.18,1.444,41396.5,41248.3,42226.8,成交,弱突破,41496.0,41675.75,36516.48,2023-12-18 04:00,41396.5,0,0.166,弱突破平仓,否,,是,0.0,0.0,,,2023
877,2023-12-18 08:00,做空,41248.3,,否,,618.15,1.499,41107.0,40810.6,41487.5,成交,弱突破,41248.3,41433.74,36298.5,2023-12-18 08:00,41107.0,0,0.229,弱突破平仓,否,,是,0.0,0.0,,,2023
878,2023-12-19 04:00,做多,42226.8,41487.5,是,1.751,622.44,1.474,42671.7,41590.0,42795.3,未成交,确认,41487.5,41300.77,50614.75,2023-12-20 00:00,42066.45,5,-0.73,KAMA跟踪止损,是,43100.1,否,4.97,0.84,4.97,-0.73,2023
879,2023-12-20 20:00,做多,43068.5,42675.0,是,0.914,611.7,1.42,44079.0,42780.1,44384.6,未成交,确认,42675.0,42491.49,52063.5,2023-12-23 12:00,43376.86,16,0.521,KAMA跟踪止损,是,43760.1,否,4.24,1.37,4.24,0.521,2023
880,2023-12-25 04:00,做空,43421.0,43421.0,是,0.0,486.21,1.12,43008.4,42550.0,43652.2,成交,确认,43421.0,43566.86,38210.48,2023-12-25 20:00,43345.73,4,0.155,KAMA跟踪止损,否,,否,1.53,-0.99,,,2023
881,2023-12-26 12:00,做空,43083.2,43118.3,是,0.081,475.89,1.105,42798.7,42552.3,43509.9,成交,确认,43118.3,43261.07,37944.1,2023-12-27 16:00,42953.0,7,-1.342,KAMA跟踪止损,是,42149.2,否,3.53,-0.37,,,2023
882,2023-12-28 04:00,做多,43277.1,43277.1,是,0.0,524.66,1.212,43453.8,43146.2,43700.0,成交,弱突破,43277.1,43119.7,52798.06,2023-12-28 04:00,43453.8,0,0.337,弱突破平仓,否,,是,0.0,0.0,,,2023
883,2023-12-28 20:00,做空,42726.6,42890.3,是,0.383,531.36,1.244,42485.8,42439.6,43181.1,成交,确认,42890.3,43049.71,37743.46,2023-12-29 16:00,42890.3,5,0.0,KAMA跟踪止损,否,,否,1.79,-0.25,,,2023
884,2024-01-02 00:00,做多,42887.5,42832.0,是,0.129,496.19,1.157,43556.2,42693.1,43593.2,成交,确认,42832.0,42683.14,52255.04,2024-01-03 00:00,44828.71,6,5.23,KAMA跟踪止损,是,44230.2,否,7.28,1.39,,,2024
885,2024-01-03 16:00,做空,44598.0,44598.0,是,0.0,604.79,1.356,43728.9,43500.0,45582.3,成交,确认,44598.0,44779.44,39246.24,2024-01-04 20:00,43547.62,7,0.854,KAMA跟踪止损,是,43014.0,否,9.56,0.57,,,2024
886,2024-01-08 08:00,做空,43557.5,43830.0,是,0.626,678.76,1.558,43501.9,43158.1,43975.0,成交,弱突破,43830.0,44033.63,38570.4,2024-01-08 08:00,43501.9,0,0.483,弱突破平仓,否,,是,0.0,0.0,,,2024
887,2024-01-08 16:00,做多,44486.9,44486.9,是,0.0,702.04,1.578,44637.2,43629.7,44748.5,成交,弱突破,44486.9,44276.29,54274.02,2024-01-08 16:00,44637.2,0,0.214,弱突破平仓,否,,是,0.0,0.0,,,2024
888,2024-01-08 20:00,做多,44748.5,44486.9,是,0.585,722.88,1.615,44969.6,44350.0,45440.0,成交,确认,44486.9,44270.04,54274.02,2024-01-09 20:00,45839.52,6,0.257,KAMA跟踪止损,是,47006.7,否,6.35,0.67,,,2024
889,2024-01-12 20:00,做空,45527.5,45600.0,是,0.159,1067.31,2.344,44495.1,44360.8,46120.0,成交,确认,45600.0,45920.19,40128.0,2024-01-14 12:00,43061.01,10,2.788,KAMA跟踪止损,是,43497.5,否,9.28,1.93,,,2024
890,2024-01-15 04:00,做空,42553.0,42553.0,是,0.0,883.46,2.076,41734.9,41713.5,42755.0,成交,确认,42553.0,42818.04,37446.64,2024-01-15 12:00,42818.04,2,-0.3,前3K止损,否,,是,1.96,-0.65,,,2024
891,2024-01-19 00:00,做空,42200.0,42444.0,是,0.578,640.17,1.517,41014.2,40805.2,42619.0,成交,确认,42444.0,42636.05,37350.72,2024-01-20 04:00,42035.34,7,-0.474,KAMA跟踪止损,是,41323.1,否,5.05,0.58,,,2024
892,2024-01-22 08:00,做空,41500.0,41544.0,是,0.106,493.07,1.188,41199.6,41050.5,41692.3,成交,确认,41544.0,41691.92,36558.72,2024-01-24 04:00,39604.71,11,6.306,KAMA跟踪止损,是,40774.7,否,7.22,0.5,,,2024
893,2024-01-26 16:00,做多,40300.0,40280.0,是,0.05,573.15,1.422,41272.0,39944.7,41350.0,成交,确认,40280.0,40108.06,49141.6,2024-01-29 00:00,41934.5,14,3.82,KAMA跟踪止损,是,41399.8,否,6.35,1.51,,,2024
894,2024-01-29 20:00,做多,42525.0,42493.0,是,0.075,509.76,1.199,42623.2,41768.3,42636.0,成交,弱突破,42493.0,42340.07,51841.46,2024-01-29 20:00,42623.2,0,0.255,弱突破平仓,否,,是,0.0,0.0,,,2024
895,2024-01-30 00:00,做多,42636.0,42493.0,是,0.335,527.66,1.238,42986.7,42495.7,43298.0,未成交,确认,42493.0,42334.7,51841.46,2024-01-31 04:00,42821.15,7,-0.262,KAMA跟踪止损,是,43287.7,否,3.28,0.41,3.28,-0.262,2024
896,2024-01-31 16:00,做空,42634.3,,否,,533.29,1.251,42630.2,42341.0,43077.0,成交,弱突破,42634.3,42794.29,37518.18,2024-01-31 16:00,42630.2,0,0.008,弱突破平仓,否,,是,0.0,0.0,,,2024
897,2024-02-01 08:00,做空,42257.6,42341.0,是,0.197,598.15,1.415,41998.0,41866.8,42674.9,成交,确认,42341.0,42520.45,37260.08,2024-02-01 20:00,42520.45,3,-0.3,前3K止损,否,,是,1.1,-1.41,,,2024
898,2024-02-04 12:00,做空,42858.3,42858.3,是,0.0,468.16,1.092,42822.9,42702.4,43018.7,成交,弱突破,42858.3,42998.75,37715.3,2024-02-04 12:00,42822.9,0,0.076,弱突破平仓,否,,是,0.0,0.0,,,2024
899,2024-02-05 00:00,做空,42702.4,42702.4,是,0.0,448.44,1.05,42623.9,42550.0,42960.0,成交,弱突破,42702.4,42836.93,37578.11,2024-02-05 00:00,42623.9,0,0.175,弱突破平仓,否,,是,0.0,0.0,,,2024
900,2024-02-05 16:00,做多,43168.4,43104.9,是,0.147,469.36,1.087,43180.8,42936.0,43264.2,成交,弱突破,43104.9,42964.09,52587.98,2024-02-05 16:00,43180.8,0,0.162,弱突破平仓,否,,是,0.0,0.0,,,2024
901,2024-02-08 00:00,做多,43378.8,43312.3,是,0.153,448.86,1.035,43596.1,42992.2,43708.2,成交,确认,43312.3,43177.64,52841.01,2024-02-10 16:00,47052.74,16,14.408,KAMA跟踪止损,是,44326.2,否,11.35,0.66,,,2024
902,2024-02-11 04:00,做多,47671.7,47418.3,是,0.532,561.03,1.177,47732.6,47436.9,48189.6,未成交,确认,47418.3,47249.99,57850.33,2024-02-12 12:00,47780.99,8,-0.666,KAMA跟踪止损,是,48517.1,否,3.01,0.26,3.01,-0.666,2024
903,2024-02-12 20:00,做多,48846.0,48846.0,是,0.0,592.21,1.212,49925.4,47841.6,49965.3,成交,确认,48846.0,48668.34,59592.12,2024-02-13 20:00,48846.0,6,-1.853,KAMA跟踪止损,是,49943.6,否,3.24,-1.0,,,2024
904,2024-02-14 16:00,做多,50290.0,50009.3,是,0.558,714.27,1.42,51601.2,49742.4,51829.1,成交,确认,50009.3,49795.02,61011.35,2024-02-17 20:00,51401.34,19,1.648,KAMA跟踪止损,是,51616.4,否,5.7,1.28,,,2024
905,2024-02-19 04:00,做多,52109.0,52107.3,是,0.003,657.0,1.261,52175.9,51616.5,52450.0,成交,弱突破,52107.3,51910.2,63570.91,2024-02-19 04:00,52175.9,0,0.104,弱突破平仓,否,,是,0.0,0.0,,,2024
906,2024-02-20 08:00,做空,51688.8,52023.4,是,0.647,618.77,1.197,51608.9,51330.5,51872.2,未成交,确认,52023.4,52209.03,45780.59,2024-02-20 16:00,52209.03,2,-0.3,前3K止损,否,,是,0.94,-0.81,0.94,-0.3,2024
907,2024-02-23 12:00,做空,50967.5,50967.5,是,0.0,712.46,1.398,50952.3,50900.2,51352.6,成交,弱突破,50967.5,51181.24,44851.4,2024-02-23 12:00,50952.3,0,0.021,弱突破平仓,否,,是,0.0,0.0,,,2024
908,2024-02-25 00:00,做多,51228.6,51187.6,是,0.08,594.79,1.161,51590.0,51117.1,51736.6,成交,确认,51187.6,51009.16,62448.87,2024-02-25 20:00,51489.83,5,0.508,KAMA跟踪止损,否,,否,1.49,0.54,,,2024
909,2024-02-26 16:00,做空,51300.4,51300.4,是,0.0,510.62,0.995,51126.4,50922.5,51429.1,成交,弱突破,51300.4,51453.59,45144.35,2024-02-26 16:00,51126.4,0,0.341,弱突破平仓,否,,是,0.0,0.0,,,2024
910,2024-02-26 20:00,做多,52050.0,51846.1,是,0.392,510.42,0.981,52872.3,50990.0,52885.5,成交,确认,51846.1,51692.98,63252.24,2024-02-29 00:00,63252.24,13,39.433,止盈,是,54531.3,否,24.02,1.8,,,2024
911,2024-03-04 00:00,做多,62720.0,62276.6,是,0.707,1023.59,1.632,62797.1,62141.0,63079.0,成交,确认,62276.6,61969.52,75977.45,2024-03-05 12:00,67361.57,9,8.134,KAMA跟踪止损,是,64120.6,否,10.51,0.04,,,2024
912,2024-03-06 00:00,做空,65021.1,65021.1,是,0.0,1404.28,2.16,61510.2,59112.0,67096.5,成交,确认,65021.1,65442.38,57218.57,2024-03-06 12:00,65442.38,3,-0.3,前3K止损,否,,是,5.87,-2.81,,,2024
913,2024-03-10 08:00,做多,68608.7,68580.0,是,0.042,1329.24,1.937,69208.1,68262.5,69344.0,成交,弱突破,68580.0,68181.23,83667.6,2024-03-10 08:00,69208.1,0,0.473,弱突破平仓,否,,是,0.0,0.0,,,2024
914,2024-03-10 12:00,做多,69344.0,68580.0,是,1.102,1316.85,1.899,69430.0,69099.1,69780.0,未成交,确认,68580.0,68184.95,83667.6,2024-03-11 04:00,68580.0,4,0.0,KAMA跟踪止损,否,,否,2.07,-0.62,2.07,0.0,2024
915,2024-03-11 12:00,做多,69999.8,69845.9,是,0.22,1276.36,1.823,71223.8,68502.4,71537.7,成交,确认,69845.9,69462.99,85212.0,2024-03-12 20:00,70998.09,8,0.07,KAMA跟踪止损,是,72061.4,否,5.05,1.33,,,2024
916,2024-03-14 20:00,做空,71671.1,72540.5,是,1.213,1277.98,1.783,70904.5,70563.0,73115.5,成交,确认,72540.5,72923.89,63835.64,2024-03-16 00:00,70289.95,7,1.143,KAMA跟踪止损,是,69500.4,否,9.6,0.06,,,2024
917,2024-03-17 00:00,做空,67420.0,67420.0,是,0.0,1727.48,2.562,66969.1,66700.0,68477.0,成交,弱突破,67420.0,67938.24,59329.6,2024-03-17 00:00,66969.1,0,0.261,弱突破平仓,否,,是,0.0,0.0,,,2024
918,2024-03-17 04:00,做空,66700.0,67420.0,是,1.079,1729.96,2.594,65351.0,64750.0,67600.0,成交,确认,67420.0,67938.99,59329.6,2024-03-17 20:00,67420.0,4,0.0,KAMA跟踪止损,否,,否,4.24,-1.16,,,2024
919,2024-03-18 00:00,做多,68477.0,67600.0,是,1.281,1802.14,2.632,68575.5,67812.2,68757.1,未成交,确认,67600.0,67059.36,82472.0,2024-03-18 08:00,67059.36,2,-0.3,前3K止损,否,,是,2.03,-1.16,2.03,-0.3,2024
